와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,등급,양조,숙성,음용온도,추천음식,수입사,당도,산도,바디,타닌,아로마,음식매칭,스타일,알코올,기타정보
샤토 르핌플렛,Chateau Repimplet,https://www.wine21.com/13_search/wine_view.html?Idx=172663&lq=LIST,샤토 르핌플렛  Chateau Repimplet,프랑스(France) / 보르도(Bordeaux),메를로 (Merlot) / 카베르네 소비뇽 (Cabernet Sauvignon),Bordeaux AOC(AOP),,,16~18 ℃,,바쿠스,1/5,3/5,4/5,4/5,"체리, 허브",,Bordeaux Red,14~15 %,
라고 비뉴 틴토,LAGO Vinho Tinto,https://www.wine21.com/13_search/wine_view.html?Idx=172664&lq=LIST,칼카다 와인  Calcada Wine,포르투갈(Portugal) / 도우루(Douro),틴타 로리즈 (Tinta Roriz) / 투리가 나시오날 (Touriga Nacional) / 틴타 프란카  (Tinta Franca) / 틴타 바로카 (Tinta Barroca),,,,16~18 ℃,,,1/5,4/5,3/5,4/5,,,,13~14 %,"*VIVINO 3.9* 파리바게뜨, 파리크라상에서 구매 가능하다"
라고 비뉴 베르데,LAGO Vinho Verde,https://www.wine21.com/13_search/wine_view.html?Idx=172665&lq=LIST,칼카다 와인  Calcada Wine,포르투갈(Portugal) / 비뉴 베르데(Vinho Verde),"로우레이루 (Loureiro) / 아린토 (Arinto) / 트라자두라 (Trajadura, Treixadura) / 아자엘 (Azael)",,"포도 줄기를 제거하고 부드럽게 압착, 스테인리스 스틸 vat에서 15일 동안 발효",,8~10 ℃,,,1/5,3/5,2/5,1/5,,,,10~11 %,"*VIVINO 4.0* 파리바게뜨, 파리크라상에서 구매 가능하다"
"아우렐리오 세티모, 돌체토 달바","Aurelio Settimo, Dolcetto d'Alba",https://www.wine21.com/13_search/wine_view.html?Idx=172666&lq=LIST,아우렐리오 세티모  Aurelio Settimo,이탈리아(Italy) / 피에몬테(Piemonte),돌체토 (Dolcetto),Dolcetto d'Alba DOC(DOP),전통을 따라 껍질과 함께 높은 온도(27-28C°)에서 일주일 간 알코올 발효,후 12개월 간 콘크리트 탱크에서 숙성,16~18 ℃,"가금류, 양고기, 파스타 등과 잘 어울린다.",바쿠스,1/5,3/5,4/5,3/5,아몬드,"양고기, 가금류, 파스타",Northern Italy Red,12~13 %,
"아우렐리오 세티모, 랑게 네비올로","Aurelio Settimo, Langhe Nebbiolo",https://www.wine21.com/13_search/wine_view.html?Idx=172667&lq=LIST,아우렐리오 세티모  Aurelio Settimo,이탈리아(Italy) / 피에몬테(Piemonte) / 랑게(Langhe),네비올로 (Nebbiolo),,전통을 따라 껍질과 함께 온도 조절(27-28C°)가능한 콘크리트 탱크에서 8-10일 간 알코올 발효,28개월 간 콘크리트 탱크에서 숙성,14~16 ℃,"등심 스테이크, 양고기, 샐러드 등과 잘 어울린다.",바쿠스,1/5,3/5,4/5,3/5,,"양고기, 샐러드",Italian Nebbiolo,13~14 %,
"아우렐리오 세티모, 바롤로 로께 델 안눈지아타","Aurelio Settimo, Barolo Rocche dell'Annunziata",https://www.wine21.com/13_search/wine_view.html?Idx=172668&lq=LIST,아우렐리오 세티모  Aurelio Settimo,이탈리아(Italy) / 피에몬테(Piemonte) / 바롤로(Barolo),네비올로 (Nebbiolo),Barolo DOCG(DOP),전통을 따라 껍질과 함께 온도 조절(27-28C°)가능한 콘크리트 탱크에서 15-20일 간 알코올 발효,28개월 간 콘크리트 탱크에서 숙성,14~16 ℃,"안심 스테이크, 파스타 등과 잘 어울린다.",바쿠스,1/5,3/5,4/5,3/5,꽃,파스타,Italian Barolo,14~15 %,*Veronelli – 92 Points
"아우렐리오 세티모, 바롤로","Aurelio Settimo, Barolo",https://www.wine21.com/13_search/wine_view.html?Idx=172669&lq=LIST,아우렐리오 세티모  Aurelio Settimo,이탈리아(Italy) / 피에몬테(Piemonte) / 바롤로(Barolo),네비올로 (Nebbiolo),Barolo DOCG(DOP),전통을 따라 껍질과 함께 온도 조절(27-28C°)가능한 콘크리트 탱크에서 15-20일 간 알코올 발효,28개월 간 콘크리트 탱크에서 숙성,14~16 ℃,"안심 스테이크, 양고기, 티본 스테이크 등과 잘 어울린다.",바쿠스,1/5,3/5,4/5,3/5,감초,양고기,Italian Barolo,14~15 %,*Veronelli 89 Points
"아우렐리오 세티모, 세트 비노 로사토","Aurelio Settimo, SETT Rose Wine",https://www.wine21.com/13_search/wine_view.html?Idx=172670&lq=LIST,아우렐리오 세티모  Aurelio Settimo,이탈리아(Italy) / 피에몬테(Piemonte),네비올로 (Nebbiolo) / 돌체토 (Dolcetto),,껍질 분리 후 짧은 알코올 발효,20개월 간 스테인리스 스틸 탱크에서 숙성,14~16 ℃,"에피타이저, 생선 요리, 샐러드 등과 잘 어울린다.",바쿠스,1/5,3/5,2/5,2/5,"체리, 장미",샐러드,,13~14 %,
"돈호프, 리슬링 드라이 화이트 라벨","Donnhoff, Riesling Dry White Label",https://www.wine21.com/13_search/wine_view.html?Idx=172671&lq=LIST,된호프  Donnhoff,독일(Germany) / 나헤(Nahe),리슬링 (Riesling),,,,8~10 ℃,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,12~13 %,
"돈호프, 크로이쯔나허 칼렌베르그 리슬링 드라이 에라스트 라거","Donnhoff, Kreuznacher Kalhlenberg Riesling Dry Erste Lage",https://www.wine21.com/13_search/wine_view.html?Idx=172672&lq=LIST,된호프  Donnhoff,독일(Germany) / 나헤(Nahe),리슬링 (Riesling),,,,8~10 ℃,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,12~13 %,
"된호프, 록스하이머 횔렌파트 리슬링 트로켄","Donnhoff, Roxheimer Höllenpfad Riesling Trocken",https://www.wine21.com/13_search/wine_view.html?Idx=172673&lq=LIST,된호프  Donnhoff,독일(Germany) / 나헤(Nahe),리슬링 (Riesling) 100%,,,,8~10 ℃,,루벵코리아 (루뱅쿱),1/5,4/5,2/5,1/5,"시트러스, 석유, 미네랄, 후추","닭고기, 생선회, 해산물",,12~13 %,
"된호프, 횔렌파트 임 뮐렌베르크 리슬링 그로세스 게벡스","Donnhoff, Höllenpfad im Mühlenberg Riesling GG",https://www.wine21.com/13_search/wine_view.html?Idx=172674&lq=LIST,된호프  Donnhoff,독일(Germany) / 나헤(Nahe),리슬링 (Riesling) 100%,,,,,,루벵코리아 (루뱅쿱),1/5,4/5,2/5,1/5,"복숭아, 시트러스, 미네랄, 후추, 허브","닭고기, 생선회, 해산물",,,
"돈호프, 펠젠베르그 펠젠투엄헨 리슬링 그로세 게비치","Donnhoff, Felsenberg Felsenturmchen Riesling GG",https://www.wine21.com/13_search/wine_view.html?Idx=172675&lq=LIST,된호프  Donnhoff,독일(Germany) / 나헤(Nahe),리슬링 (Riesling),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"돈호프, 노하이머 델헨 리슬링 그로세 게바치",Donnhoff. Norheimer Dellchen Riesling GG,https://www.wine21.com/13_search/wine_view.html?Idx=172676&lq=LIST,된호프  Donnhoff,독일(Germany) / 나헤(Nahe),리슬링 (Riesling),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"돈호프, 헤어만숄레 리슬링 그로세 게바치","Donnhoff, Hermannshohle Riesling GG",https://www.wine21.com/13_search/wine_view.html?Idx=172677&lq=LIST,된호프  Donnhoff,독일(Germany) / 나헤(Nahe),리슬링 (Riesling),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"돈호프, 니더하우저 클람 리슬링 카비넷","Donnhoff, Niederhauser Klamm Riesling Kabinett",https://www.wine21.com/13_search/wine_view.html?Idx=172678&lq=LIST,된호프  Donnhoff,독일(Germany) / 나헤(Nahe),리슬링 (Riesling),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"돈호프, 노하이머 킬헥 리슬링 스파트레제","Donnhoff, Noheimer Kirchheck Riesling Spatlese",https://www.wine21.com/13_search/wine_view.html?Idx=172679&lq=LIST,된호프  Donnhoff,독일(Germany) / 나헤(Nahe),리슬링 (Riesling),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"돈호프, 슐로스보켈하이머 펠젠베르그 리슬링 아우슬레제 골드 캡슐","Donnhoff, Schlossbockelheimer Felsenberg Riesling Auslese Gold Capsule",https://www.wine21.com/13_search/wine_view.html?Idx=172680&lq=LIST,된호프  Donnhoff,독일(Germany) / 나헤(Nahe),리슬링 (Riesling),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"돈호프, 오버하우저 브루커 리슬링 아우스레제 '모노폴'","Donnhoff, Oberhaeuser Brucke Riesling Auslese 'Monopol'",https://www.wine21.com/13_search/wine_view.html?Idx=172681&lq=LIST,된호프  Donnhoff,독일(Germany) / 나헤(Nahe),리슬링 (Riesling),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"돈호프, 오버하우저 브루커 리슬링 아우스레제 '모노폴' 골드 캡슐","Donnhoff, Oberhaeuser Brucke Riesling Auslese 'Monopol' Gold Capsule",https://www.wine21.com/13_search/wine_view.html?Idx=172682&lq=LIST,된호프  Donnhoff,독일(Germany) / 나헤(Nahe),리슬링 (Riesling),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"돈호프, 니더하우저 헤르만숄레 리슬링 아우슬레제","Donnhoff, Niederhauser Hermannshohle Riesling Auslese",https://www.wine21.com/13_search/wine_view.html?Idx=172683&lq=LIST,된호프  Donnhoff,독일(Germany) / 나헤(Nahe),리슬링 (Riesling),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"보데가스 셀라야, 깐따루스 카베르네 소비뇽","Bodegas Celaya, Cantharus Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=172684&lq=LIST,보데가스 셀라야  Bodeges Celaya,스페인(Spain) / 라 만차(La Mancha),카베르네 소비뇽 (Cabernet Sauvignon),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"보데가스 셀라야, 깐따루스 시라","Bodegas Celaya, Cantharus Syrah",https://www.wine21.com/13_search/wine_view.html?Idx=172685&lq=LIST,보데가스 셀라야  Bodeges Celaya,스페인(Spain) / 라 만차(La Mancha),시라/쉬라즈 (Syrah/Shiraz),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"보데가스 셀라야, 깐따루스 소비뇽 블랑","Bodegas Celaya, Cantharus Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=172686&lq=LIST,보데가스 셀라야  Bodeges Celaya,스페인(Spain) / 라 만차(La Mancha),소비뇽 블랑 (Sauvignon Blanc),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"포카스, 엘브이비 15 빈티지 포트","Pocas, LBV 15 Vintage Port",https://www.wine21.com/13_search/wine_view.html?Idx=172687&lq=LIST,포카스  Pocas,포르투갈(Portugal) / 도우루(Douro),투리가 나시오날 (Touriga Nacional) / 투리가 프란카 (Touriga Franca) / 틴타 로리즈 (Tinta Roriz) / 틴타 바로카 (Tinta Barroca) / 틴토 까오 (Tinto Cao),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"포카스, 리제르바 타우니 디켄터","Pocas, Reserva Tawny Decanter",https://www.wine21.com/13_search/wine_view.html?Idx=172688&lq=LIST,포카스  Pocas,포르투갈(Portugal) / 도우루(Douro),블렌드 (Blend ),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"포카스, 10 이어스 디켄터","Pocas, 10Y Decanter",https://www.wine21.com/13_search/wine_view.html?Idx=172689&lq=LIST,포카스  Pocas,포르투갈(Portugal) / 테주(Tejo),블렌드 (Blend ),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"포카스, 20 이어스 디켄터","Pocas, 20Y Decanter",https://www.wine21.com/13_search/wine_view.html?Idx=172690&lq=LIST,포카스  Pocas,포르투갈(Portugal) / 도우루(Douro),블렌드 (Blend ),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"스테파노 루비아나, 휴온 밸리 에스테이트 피노누아","Stefano Lubiana, Huon Valley Estate Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=172691&lq=LIST,스테파노 루비아나  Stefano Lubiana,호주(Australia) / 태즈매니아(Tasmania),피노 누아 (Pinot Noir),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"스테파노 루비아나, 소비뇽블랑 바이오다이나믹","Stefano Lubiana, Sauvignon Blanc Biodynamic",https://www.wine21.com/13_search/wine_view.html?Idx=172692&lq=LIST,스테파노 루비아나  Stefano Lubiana,호주(Australia) / 태즈매니아(Tasmania),소비뇽 블랑 (Sauvignon Blanc),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"닥터 엣지, 태즈매니아 피노누아","Dr. Edge, Tasmania Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=172693&lq=LIST,닥터. 엣지  Dr. Edge,호주(Australia) / 태즈매니아(Tasmania),피노 누아 (Pinot Noir),,천연 효모를 사용. 전체 줄기를 포함하여 발효를 진행.,오래된 오크통에 압착하여 9개월 동안 숙성시킨 후 청징제를 사용하지 않고 병입.,14~16 ℃,,루벵코리아 (루뱅쿱),1/5,3/5,3/5,3/5,"체리, 크랜베리, 라스베리, 꽃, 감초, 허브","로스트비프, 돼지고기, 건육, 훈제오리, 오리로스, 불고기, 순대, 파스타, 햄버거, 서양요리, 피자, 중국요리, 치즈",Australian Pinot Noir,12~13 %,
"닥터 엣지, 태즈매니아 샤도네이","Dr. Edge, Tasmania Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=172694&lq=LIST,닥터. 엣지  Dr. Edge,호주(Australia) / 태즈매니아(Tasmania),샤르도네 (Chardonnay),,,소량의 샤도네이 포도 줄기가 포함된 일부 배럴과 함께 리에서 9개월 동안 숙성. 여과를 거치지 않고  병입.,10~12 ℃,,루벵코리아 (루뱅쿱),1/5,5/5,3/5,1/5,"청사과, 배, 사과, 시트러스, 레몬, 흰꽃","삼겹살, 닭고기, 오리로스, 가금류, 치킨, 바닷가재, 오일파스타, 중국요리, 탕수육, 감자튀김, 아페리티프, 전채요리, 치즈",Australian Chardonnay,12~13 %,
"뮤스톤, 에이치앤에이치 피노누아","Mewstone, H&H Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=172695&lq=LIST,뮤스톤  Mewstone,호주(Australia) / 태즈매니아(Tasmania),피노 누아 (Pinot Noir),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"뮤스톤, 에이치앤에이치 샤도네이","Mewstone, H&H Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=172696&lq=LIST,뮤스톤  Mewstone,호주(Australia) / 태즈매니아(Tasmania),샤르도네 (Chardonnay),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"모스 우드, 리뽄 베일 메를로","Moss Wood, Ribbon Vale Merlot",https://www.wine21.com/13_search/wine_view.html?Idx=172697&lq=LIST,모스우드  Moss Wood,호주(Australia) / 웨스턴 오스트레일리아(Western Australia),메를로 (Merlot),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"모스 우드, 리뽄 베일 엘사","Moss Wood, Ribbon Vale Elsa",https://www.wine21.com/13_search/wine_view.html?Idx=172698&lq=LIST,모스우드  Moss Wood,호주(Australia) / 웨스턴 오스트레일리아(Western Australia),샤르도네 (Chardonnay),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"쿠뮤 리버, 레이즈 로드 샤도네이","Kumeu River, Rays Road Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=172699&lq=LIST,쿠뮤 리버  Kumeu River,뉴질랜드(New Zealand) / 노스 아일랜드(North Island) / 오클랜드(Auckland),샤르도네 (Chardonnay),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"테 아왕가, 트레이드마크 샤도네이","Te Awanga, Trademark Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=172700&lq=LIST,테 아왕가  Te Awanga,뉴질랜드(New Zealand) / 노스 아일랜드(North Island) / 혹스 베이(Hawke's Bay),샤르도네 (Chardonnay),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"테 아왕가, 원 오프 '스텁 앤 논센스' 피노누아","Te Awanga, One Off 'Stuff and Nonsense' Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=172701&lq=LIST,테 아왕가  Te Awanga,뉴질랜드(New Zealand) / 노스 아일랜드(North Island) / 혹스 베이(Hawke's Bay),피노 누아 (Pinot Noir),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"테 아왕가, 원 오프 '스모크 앤 미러스' 소비뇽 블랑","Te Awanga, One Off 'Smoke and Mirrors' Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=172702&lq=LIST,테 아왕가  Te Awanga,뉴질랜드(New Zealand) / 노스 아일랜드(North Island) / 혹스 베이(Hawke's Bay),소비뇽 블랑 (Sauvignon Blanc),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"테 아왕가, 와일드 송 샤도네이","Te Awanga, Wildsong Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=172703&lq=LIST,테 아왕가  Te Awanga,뉴질랜드(New Zealand) / 노스 아일랜드(North Island) / 혹스 베이(Hawke's Bay),샤르도네 (Chardonnay),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"피터 바인바흐, 말보로 소비뇽 블랑","Peter Weinbach, Marlborough Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=172704&lq=LIST,피터 바인바흐  Peter Weinbach,뉴질랜드(New Zealand) / 사우스 아일랜드(South Island) / 말보로(Marlborough),소비뇽 블랑 (Sauvignon Blanc),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"그레이와키, 소비뇽 블랑","Greywacke, Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=172705&lq=LIST,그레이와키  Greywacke,뉴질랜드(New Zealand) / 사우스 아일랜드(South Island) / 말보로(Marlborough),소비뇽 블랑 (Sauvignon Blanc),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"그레이와키, 샤도네이","Greywacke, Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=172707&lq=LIST,그레이와키  Greywacke,뉴질랜드(New Zealand) / 사우스 아일랜드(South Island) / 말보로(Marlborough),샤르도네 (Chardonnay),,,,8~10 ℃,,루벵코리아 (루뱅쿱),1/5,4/5,2/5,1/5,"복숭아, 사과, 레몬, 미네랄","닭고기, 생선회, 사시미, 해산물, 한식",,,
"리뽄, 엠마스 블록 피노누아","Rippon, Emma's block Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=172709&lq=LIST,리뽄  Rippon,뉴질랜드(New Zealand) / 사우스 아일랜드(South Island) / 센트럴 오타고(Central Otago),피노 누아 (Pinot Noir),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"번 코타지, 빈야드 피노누아","Burn Cottage, Vineyard Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=172710&lq=LIST,번 코타지  Burn Cottage,뉴질랜드(New Zealand) / 사우스 아일랜드(South Island) / 센트럴 오타고(Central Otago),피노 누아 (Pinot Noir),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,* 2018 빈티지 - 2021 WIne Spectator 100대 와인 18/100
"번 코타지, 사베지 빈야드 피노누아","Burn Cottage, Sauvage Vineyard Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=172711&lq=LIST,번 코타지  Burn Cottage,뉴질랜드(New Zealand) / 사우스 아일랜드(South Island) / 센트럴 오타고(Central Otago),피노 누아 (Pinot Noir),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"번 코타지, 문라이트 레이스 피노누아","Burn Cottage, Moonlighr Race Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=172712&lq=LIST,번 코타지  Burn Cottage,뉴질랜드(New Zealand) / 사우스 아일랜드(South Island) / 센트럴 오타고(Central Otago),피노 누아 (Pinot Noir),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"아라우카노, 그랑 아라우카노 카베르네 소비뇽","Araucano, Gran Araucano Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=172713&lq=LIST,아라우카노  Araucano,칠레(Chile) / 라펠 밸리(Rapel Valley) / 콜차구아 밸리(Cholchagua Valley),카베르네 소비뇽 (Cabernet Sauvignon),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"비노스 라바날, 엠알","Vinos Ravanal, MR",https://www.wine21.com/13_search/wine_view.html?Idx=172714&lq=LIST,비노스 라바날  Vinos Ravanal,칠레(Chile) / 라펠 밸리(Rapel Valley) / 콜차구아 밸리(Cholchagua Valley),시라/쉬라즈 (Syrah/Shiraz) / 카르메네르 (Carmenere),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
"비노스 라바날, 그랑 리제르바 카베르네 소비뇽","Vinos Ravanal, Gran Reserva Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=172715&lq=LIST,비노스 라바날  Vinos Ravanal,칠레(Chile) / 라펠 밸리(Rapel Valley) / 콜차구아 밸리(Cholchagua Valley),카베르네 소비뇽 (Cabernet Sauvignon),,,,,,루벵코리아 (루뱅쿱),0/5,0/5,0/5,0/5,,,,,
