와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,알코올,음용온도,기타정보,당도,산도,바디,타닌,아로마,음식매칭,양조,숙성,수입사,등급,추천음식
"스카르파, 바르바레스코 '테티네이베'","Scarpa, Barbaresco 'Tettineive'",https://www.wine21.com/13_search/wine_view.html?Idx=176855&lq=LIST,스카르파  Scarpa,이탈리아(Italy) / 피에몬테(Piemonte) / 바르바레스코(Barbaresco),네비올로 (Nebbiolo),Italian Barbaresco,14~15 %,16~18 ℃,* 2018 빈티지 - Mundus Vini 2022 Gold Medal,1/5,3/5,4/5,4/5,"블랙체리, 체리, 라스베리, 장미, 꽃, 정향","소고기, 스테이크, 건육, 족발, 파스타, 치즈, 파르미지아노, 체다, 고다, 그라노파다노",,24개월 동안 프랑스산 오크 배럴과 슬로베니안 오크(50hl)에서 숙성. 12개월 병 숙성 후 출시.﻿,에티카 와인스,Barbaresco DOCG(DOP),
"스카르파, 바롤로 '테티모라'","Scarpa, Barolo 'Tettimorra'",https://www.wine21.com/13_search/wine_view.html?Idx=176856&lq=LIST,스카르파  Scarpa,이탈리아(Italy) / 피에몬테(Piemonte) / 바롤로(Barolo),네비올로 (Nebbiolo),Italian Barolo,14~15 %,16~18 ℃,* 2018 빈티지 - Mundus Vini 2023 Gold Medal,1/5,3/5,4/5,4/5,"레드커런트, 블랙체리, 라스베리, 자두, 제비꽃, 감초, 타바코, 버섯, 나무이끼","소고기, 스테이크, 양갈비, 불고기, 갈비찜, 족발, 라자냐, 토마토파스타, 자두, 치즈, 파르미지아노, 브리, 그라노파다노, 테트드무안, 페타",54HL 큰 오크통에서 발효.,45HL 프렌치 알리에 오크 통에서 약 30개월 숙성과 최소 6개월 이상 병숙성 후 출시.,에티카 와인스,Barolo DOCG(DOP),
"스카르파, 몬페라토 로쏘 루케","Scarpa, Monferrato Rosso Rouchet",https://www.wine21.com/13_search/wine_view.html?Idx=176857&lq=LIST,스카르파  Scarpa,이탈리아(Italy) / 피에몬테(Piemonte) / 몬페라토(Monferrato),루쉐 (Ruche),,14~15 %,16~18 ℃,,1/5,3/5,3/5,3/5,"레드커런트, 블랙체리, 체리, 붉은꽃, 꽃, 정향, 감초, 캐모마일","그릴요리, 소고기, 스테이크, 바비큐, 돼지고기, 건육, 불고기, 양념갈비, 갈비찜, 파스타, 피자, 치즈, 파르미지아노, 그라노파다노, 테트드무안",온도 조절 스테인레스 스틸 탱크에서 양조 후 12개월 탱크 숙성 후 병입.,병입 숙성 12개월 이상.,에티카 와인스,Monferrato DOC(DOP),
"스카르파, 모스카토 다스티 '타코 도디치'","Scarpa, Moscato d'Asti 'Tacco Dodici'",https://www.wine21.com/13_search/wine_view.html?Idx=176858&lq=LIST,스카르파  Scarpa,이탈리아(Italy) / 피에몬테(Piemonte) / 아스티(Asti),모스카토 비앙코  (Moscato Bianco),Italian Moscato d'Asti,5~6 %,10~12 ℃,* Residual Sugar : 130 gr/lt* 2022 빈티지 - The Drinks Business Global Sparkling Masters 2023 - Silver,4/5,2/5,3/5,1/5,"살구, 복숭아, 열대과일, 아카시아, 꽃, 꿀","베이컨, 건육, 양념치킨, 닭강정, 떡볶이, 동남아요리, 아시아요리, 매운요리, 디저트, 티라미수",,,에티카 와인스,Moscato d’Asti DOCG(DOP),
"고요 가르시아 비아데로, 핀카 비냐스 데 아르치야","Goyo Garcia Viadero, Finca Vinas de Arcillas",https://www.wine21.com/13_search/wine_view.html?Idx=176859&lq=LIST,고요 가르시아 비아데로  Goyo Garcia Viadero,스페인(Spain) / 리베라 델 두에로(Ribera del Duero),템프라니요 (Tempranillo),Spanish Tempranillo,,14~16 ℃,,1/5,3/5,3/5,2/5,"레드커런트, 체리, 라스베리, 붉은꽃, 꽃, 감초, 허브","소고기, 양갈비, 양고기, 불고기, 족발, 한식, 파스타, 중국요리, 치즈, 체다, 고다","100년 수령의 템프라니요 품종. 손 수확, 스테인리스 탱크에서 야생 효모로 발효를 진행하고 3개월간 침용.","보르도 산 오크 배럴에서 랙킹 없이 3년간 숙성을 거친다. 병입 시 청징, 필터링, 이산화황 첨가를 하지 않고 출시 전 1-2년 추가 숙성.",하이트진로,Ribera del Duero DO(DOP),
"콜롬바이오 디 첸치오, 키안티 클라시코 몬티첼로","Colombaio di Cencio, Chianti Classico Monticello",https://www.wine21.com/13_search/wine_view.html?Idx=176860&lq=LIST,콜롬바이오 디 첸치오  Colombaio di Cencio,이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),,14~15 %,16~18 ℃,,1/5,4/5,3/5,3/5,"레드커런트, 체리, 자두, 제비꽃, 장미, 붉은꽃, 정향, 젖은흙, 젖은낙엽","그릴요리, 소고기, 스테이크, 붉은육류, 양고기, 불고기, 양념갈비, 갈비찜, 족발, 파스타, 리조토, 자두, 견과류, 치즈, 파르미지아노, 까망베르, 그라노파다노, 테트드무안",,,,Chianti Classico DOCG(DOP),
"콜롬바이오 디 첸치오, 키안티 클라시코 그란 셀레지오네","Colombaio di Cencio, Chianti Classico Gran Selezione",https://www.wine21.com/13_search/wine_view.html?Idx=176861&lq=LIST,콜롬바이오 디 첸치오  Colombaio di Cencio,이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),,14~15 %,16~18 ℃,,1/5,4/5,4/5,3/5,"블랙체리, 체리, 라스베리, 자두, 제비꽃, 꽃, 정향, 감초, 젖은흙","소고기, 스테이크, 육류요리, 양갈비, 양고기, 건육, 불고기, 양념갈비, 갈비찜, 파스타, 리조또, 자두, 치즈, 파르미지아노, 고다, 그라노파다노, 테트드무안",,,,Chianti Classico DOCG(DOP),
"데 리치, 비노 노빌레 디 몬테풀치아노","De Ricci, Vino Nobile di Montepulciano",https://www.wine21.com/13_search/wine_view.html?Idx=176862&lq=LIST,데 리치  De Ricci,이탈리아(Italy) / 토스카나(Toscana) / 몬테풀치아노(Montepulciano),산지오베제 (Sangiovese),Italian Vino Nobile Di Montepulciano,,,,1/5,4/5,4/5,4/5,"체리, 딸기, 라스베리, 정향, 타바코, 삼나무, 버섯","소고기, 양고기, 양념갈비, 갈비찜, 서양요리, 블루치즈, 스모크",,"12개월 프렌치 tonneaux(500l), 12개월 large wood(max 25hl), 5개월 병숙성",,Vino Nobile di Montepulciano DOCG(DOP),
"데 리치, 비노 노빌레 디 몬테풀치아노 리제르바 소랄도","De Ricci, Vino Nobile di Montepulciano Riserva Soraldo",https://www.wine21.com/13_search/wine_view.html?Idx=176863&lq=LIST,데 리치  De Ricci,이탈리아(Italy) / 토스카나(Toscana) / 몬테풀치아노(Montepulciano),산지오베제 (Sangiovese),Italian Vino Nobile Di Montepulciano,,16~18 ℃,* 오직 좋은 해에 싱글 빈야드에서 소량만 생산* SorAldo 는 Sir Aldo 란 뜻으로 현재 데리치의 소유주인 엔리코의 아버지 Aldo를 기리며 헌정하는 와인* 2015 빈티지: Cellar Tracker92점,1/5,4/5,4/5,4/5,"체리, 자두, 시트러스, 장미, 감초, 에스프레소, 오크, 가죽","그릴요리, 스테이크, 돼지고기, 양꼬치, 양고기, 자두",,"12개월 프렌치 tonneaux(500l), 18개월 oak barrels(1000l), 5개월 병숙성",,Vino Nobile di Montepulciano DOCG(DOP),
"번 빈야즈, 본 리벤 샤도네이","Byrne vineyards, Von Rieben Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=176864&lq=LIST,번 빈야즈  Byrne Vineyards,호주(Australia) / 사우스 오스트레일리아(South Australia) / 리버랜드(Riverland),샤르도네 (Chardonnay),Australian Chardonnay,13~14 %,8~10 ℃,,1/5,3/5,3/5,1/5,"시트러스, 라임, 레몬, 열대과일, 미네랄, 오크","베이컨, 건육, 닭강정, 후라이드, 해산물, 편육, 수육, 오일파스타, 탕수육, 아시아요리, 샐러드",,,와인토피아,,
"번 빈야즈, 본 리벤 쉬라즈","Byrne vineyards, Von Rieben Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=176865&lq=LIST,번 빈야즈  Byrne Vineyards,호주(Australia) / 사우스 오스트레일리아(South Australia) / 리버랜드(Riverland),시라/쉬라즈 (Syrah/Shiraz),Australian Shiraz,14~15 %,16~18 ℃,,1/5,3/5,4/5,4/5,"레드커런트, 체리, 딸기, 라스베리, 자두, 허브, 오크","소고기, 스테이크, 양갈비, 양고기, 불고기, 양념갈비, 갈비찜, 라자냐, 리조토, 자두, 치즈, 파르미지아노, 브리, 그라노파다노, 페타",,,와인토피아,,
"번 빈야즈, 본 리벤 카베르네 소비뇽","Byrne vineyards, Von Rieben Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=176866&lq=LIST,번 빈야즈  Byrne Vineyards,호주(Australia) / 사우스 오스트레일리아(South Australia) / 리버랜드(Riverland),카베르네 소비뇽 (Cabernet Sauvignon),Australian Cabernet Sauvignon,14~15 %,16~18 ℃,,1/5,3/5,4/5,4/5,"블랙체리, 블랙베리, 자두, 꽃, 정향, 유칼립투스, 오크","소고기, 스테이크, 바비큐, 양고기, 불고기, 양념갈비, 족발, 파스타, 피자, 버섯, 샐러드, 자두, 치즈, 체다, 고다, 브리",,,와인토피아,,
"아미스타, 닛짜","Amista, Nizza",https://www.wine21.com/13_search/wine_view.html?Idx=176867&lq=LIST,아미스타  Amista,이탈리아(Italy) / 피에몬테(Piemonte) / 아스티(Asti),바르베라 (Barbera),Italian Barbera,14~15 %,14~16 ℃,"* 2.4헥타르의 규모로 남쪽을 향한다. 해발고도 200~220미터.* 헥타르당 재식밀도 5000 그루, 포도나무의 평균연령은 30년.",1/5,3/5,3/5,3/5,"레드커런트, 블랙체리, 블랙베리, 붉은꽃, 꽃, 정향, 감초, 버섯","그릴요리, 로스트비프, 까르파치오, 소고기, 바비큐, 건육, 닭강정, 불고기, 족발, 한식, 순대, 수육, 파스타, 중국요리, 치즈, 파르미지아노, 체다, 고다, 브리",스테인레스 스틸 탱크와 시멘트 배트에서 25~ 26°C 정도의 온도에서 약 25일 동안 발효.,20~25hl의 배럴과 토노(500리터)에서 12개월 숙성 후 6개월 병 숙성.,에티카 와인스,Nizza DOCG(DOP),
"르 베르네, 비노 노빌레 디 몬테풀치아노","Le Berne, Vino Nobile di Montepulciano",https://www.wine21.com/13_search/wine_view.html?Idx=176868&lq=LIST,르 베르네  Le Berne,이탈리아(Italy) / 토스카나(Toscana) / 몬테풀치아노(Montepulciano),산지오베제 (Sangiovese),Italian Vino Nobile Di Montepulciano,,16~18 ℃,,1/5,4/5,4/5,4/5,"딸기, 체리, 라스베리, 오크","소고기, 돼지고기, 양고기",,,,Vino Nobile di Montepulciano DOCG(DOP),
"빈델라, 비노 노빌레 디 몬테풀치아노","Bindella, Vino Nobile di Montepulciano",https://www.wine21.com/13_search/wine_view.html?Idx=176869&lq=LIST,빈델라  Bindella,이탈리아(Italy) / 토스카나(Toscana) / 몬테풀치아노(Montepulciano),산지오베제 (Sangiovese) / 카나이올로 (Canaiolo) / 콜로리노 (Colorino) / 마몰로 (Mammolo),Italian Vino Nobile Di Montepulciano,14~15 %,16~18 ℃,,1/5,4/5,3/5,3/5,"체리, 딸기, 시트러스, 장미, 오크","돼지고기, 토마토파스타, 크림파스타, 트러플, 체다, 고다",,20 - 22 months in large oak casks and at least 6 months in bottles.,,Vino Nobile di Montepulciano DOCG(DOP),
"레조넌스 와인, 윌라메트 밸리 피노 누아","Resonance Wines, Willamette Valley Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=176870&lq=LIST,레조낭스  Resonance,미국(U.S.A) / 오리건(Oregon) / 윌라메트 밸리(Willamette Valley),피노 누아 (Pinot Noir),Oregon Pinot Noir,,14~16 ℃,*2021 빈티지: Wine Spectator Top 100 Wines of 20239위,1/5,3/5,3/5,3/5,"딸기, 라스베리, 삼나무","삼겹살, 돼지고기, 닭볶음탕, 불고기, 갈비찜",,,,Willamette Valley AVA,
"까스띨리온 델 보스꼬, 브루넬로 디 몬탈치노 캄포 델 드라고","Castiglion del Bosco, Brunello di Montalcino Campo del Drago",https://www.wine21.com/13_search/wine_view.html?Idx=176871&lq=LIST,까스띨리온 델 보스꼬  Castiglion del Bosco,이탈리아(Italy) / 토스카나(Toscana) / 몬탈치노(Montalcino),산지오베제 (Sangiovese),Italian Brunello,14~15 %,16~18 ℃,* 2018 빈티지: Vini d'Italia 2024 선정최고의 와인* 2011 빈티지: Gambero Rosso95점,1/5,3/5,3/5,3/5,"블랙체리, 딸기, 오렌지, 후추, 민트",,"0-25 days in steel tanks, at a temperature of 28°C.",24 months in French oak,,Brunello di Montalcino DOCG(DOP),
"레 키우제, 브루넬로 디 몬탈치노 리제르바","Le Chiuse, Brunello di Montalcino Diecianni Riserva",https://www.wine21.com/13_search/wine_view.html?Idx=176872&lq=LIST,레 키우제  Le Chiuse,이탈리아(Italy) / 토스카나(Toscana) / 몬탈치노(Montalcino),산지오베제 그로쏘  (Sangiovese Grosso),Italian Brunello,14~15 %,16~18 ℃,* 2013 빈티지: Vini d'Italia 2024 선정최고의 와인,1/5,4/5,3/5,3/5,"체리, 자두, 아카시아, 후추","로스트비프, 돼지고기, 양고기, 자두, 블루치즈, 스모크",,,,Brunello di Montalcino DOCG(DOP),
"카스텔로 로미토리오, 브루넬로 디 몬탈치노 필로 디 세타","Castello Romitorio, Brunello di Montalcino Filo di Seta",https://www.wine21.com/13_search/wine_view.html?Idx=176873&lq=LIST,카스텔로 로미토리오  Castello Romitorio,이탈리아(Italy) / 토스카나(Toscana) / 몬탈치노(Montalcino),산지오베제 (Sangiovese),Italian Brunello,,,"*2018 빈티지: Luca Gardini97점, Jeb Dunnuck96점*2012 빈티지: Decanter DWWA 2016Gold*2011 빈티지: International Wine Challenge UKTuscan Trophy '15,IWC Champion Red Wine '15,Italian Red Trophy '15,Brunello di Montalcino Trophy '15",1/5,4/5,4/5,4/5,"체리, 딸기, 자두, 삼나무, 오크","소고기, 돼지고기, 양고기, 서양요리, 자두, 파르미지아노, 그라노파다노, 블루치즈, 스모크","Fermentation is in temperature-controlled cement tanks with maceration on the skins, and is followed by spontaneous malolactic fermentation.","The wine is then rested to separate the lees. Aging takes place in oak for a minimum of 24 months and, after bottling,",,Brunello di Montalcino DOCG(DOP),
"라 피오리타, 브루넬로 디 몬탈치노 피오레 디 노","La Fiorita, Brunello di Montalcino Fiore di No",https://www.wine21.com/13_search/wine_view.html?Idx=176874&lq=LIST,라 피오리타  La Fiorita,이탈리아(Italy) / 토스카나(Toscana) / 몬탈치노(Montalcino),산지오베제 (Sangiovese),Italian Brunello,,16~18 ℃,,1/5,4/5,3/5,3/5,"딸기, 체리, 오크","소고기, 돼지고기, 양고기",,"36 months in wood, 4 months in concrete before bottling.",,Brunello di Montalcino DOCG(DOP),
"지오도, 브루넬로 디 몬탈치오 지오도","Giodo, Brunello di Montalcino Giodo",https://www.wine21.com/13_search/wine_view.html?Idx=176875&lq=LIST,지오도  Giodo,이탈리아(Italy) / 토스카나(Toscana) / 몬탈치노(Montalcino),산지오베제 (Sangiovese),Italian Brunello,14~15 %,16~18 ℃,,1/5,4/5,3/5,3/5,"체리, 크랜베리, 자두, 오크","항정살, 삼겹살, 돼지고기, 서양요리","9-day fermentation in steel tanks, and 20 days skin contact","30 months in 500, 700 and 2,500-litre oak  casks, followed by additional time in concrete vats and  18 months in bottle",,Brunello di Montalcino DOCG(DOP),
"아르지아노, 브루넬로 디 몬탈치노 비냐 델 수올로","Argiano, Brunello di Montalcino Vigna del Suolo",https://www.wine21.com/13_search/wine_view.html?Idx=176876&lq=LIST,아르지아노  Argiano,이탈리아(Italy) / 토스카나(Toscana) / 몬탈치노(Montalcino),산지오베제 (Sangiovese),Italian Brunello,14~15 %,16~18 ℃,,1/5,4/5,3/5,3/5,"체리, 자두, 오렌지, 꽃","오겹살, 삼겹살, 오리고기, 서양요리, 자두",,12 months in 12 hl ovoid French oak casks and 12 months in Slavonian oak barrels.,,Brunello di Montalcino DOCG(DOP),
"테누타 판티, 브루넬로 디 몬탈치오 '발로키오'","Tenuta Fanti, Brunello di Montalcino 'Vallocchio'",https://www.wine21.com/13_search/wine_view.html?Idx=176877&lq=LIST,테누타 판티  Tenuta Fanti,이탈리아(Italy) / 토스카나(Toscana) / 몬탈치노(Montalcino),산지오베제 (Sangiovese),Italian Brunello,14~15 %,16~18 ℃,,1/5,4/5,4/5,3/5,"블랙체리, 딸기, 자두, 자몽, 오렌지, 감초, 타바코, 오크","소고기, 돼지고기, 토마토파스타, 크림파스타, 햄버거, 서양요리, 자두, 파르미지아노, 그라노파다노",,"24 months in wood, 50 % in tonneaux of 500 lt. and 50% in big oak barrels of 30 hl., Bottle ageing: 18 months.",,Brunello di Montalcino DOCG(DOP),
"르 마치오체, 브루넬로 디 몬탈치노","Le Macioche, Brunello di Montalcino",https://www.wine21.com/13_search/wine_view.html?Idx=176878&lq=LIST,르 마치오체  Le Macioche,이탈리아(Italy) / 토스카나(Toscana) / 몬탈치노(Montalcino),산지오베제 (Sangiovese),Italian Brunello,14~15 %,16~18 ℃,,1/5,4/5,4/5,3/5,"체리, 자두, 꽃, 소나무","오일파스타, 크림파스타, 트러플, 파르미지아노, 고다, 그라노파다노",,,,Brunello di Montalcino DOCG(DOP),
"쿨리,칼라카 콜렉션 소비뇽 블랑","Kuli, Calaca Collection Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=176879&lq=LIST,쿨리  Kuli,스페인(Spain) / 라 만차(La Mancha),소비뇽 블랑 (Sauvignon Blanc),Spanish Sauvignon Blanc,,6~8 ℃,,1/5,3/5,2/5,1/5,"배, 서양배, 시트러스, 열대과일, 멜론, 흰꽃, 꽃, 미네랄","닭강정, 닭고기, 치킨, 스시, 초밥, 생선회, 해산물, 생굴, 조개구이, 비빔밥, 물냉면, 파스타, 오일파스타, 서양요리, 샐러드, 리코타",밤에 수확. 압착 후 저온 침용.,스테인레스 탱크에서 저온 숙성 후 병입.,더블유에스통상,,
"루이 로드레, 컬렉션 244","Louis Roederer, Collection 244",https://www.wine21.com/13_search/wine_view.html?Idx=176880&lq=LIST,루이 로드레  Louis Roederer,프랑스(France) / 샹빠뉴(Champagne),샤르도네 (Chardonnay) / 피노 누아 (Pinot Noir) / 피노 뮈니에 (Pinot Meunier),French Champagne,,,"*3분의 1은 라 리비에르(La Rivière)에서, 또 다른 3분의 1은 라 몽타뉴(La Montagne)에서, 나머지 3분의 1은 라 코트(La Côte)에서 생산되는 포도를 사용해 루이 로드레의 역사적 기원을 반영한다.",1/5,3/5,3/5,1/5,"복숭아, 배, 시트러스, 오렌지, 레몬, 미네랄, 분필, 토스트, 삼나무","건육, 프로슈토, 튀김, 샐러드, 견과류, 크림치즈, 모짜렐라",,,에노테카코리아,Champagne AOC(AOP),
"쿨리, 칼라카 콜렉션 샤르도네","Kuli, Calaca Collection Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=176881&lq=LIST,쿨리  Kuli,스페인(Spain) / 라 만차(La Mancha),샤르도네 (Chardonnay),Spanish Chardonnay,,6~8 ℃,,1/5,3/5,3/5,1/5,"배, 시트러스, 열대과일, 리치, 파인애플, 꽃, 바닐라","돼지고기, 건육, 닭고기, 치킨, 생선구이, 초밥, 생선회, 연어, 해산물, 문어숙회, 어묵, 오일파스타, 중국요리, 샐러드, 과일",,,더블유에스통상,,
"쿨리, 칼라카 콜렉션 까베르네 소비뇽","Kuli, Calaca Collection Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=176882&lq=LIST,쿨리  Kuli,스페인(Spain) / 라 만차(La Mancha),카베르네 소비뇽 (Cabernet Sauvignon),Spanish Cabernet Sauvignon,,16~18 ℃,,1/5,3/5,3/5,3/5,"블랙커런트, 블랙체리, 블랙베리, 자두, 꽃, 정향, 감초, 오크, 요거트","그릴요리, 로스트비프, 소고기, 스테이크, 바비큐, 돼지고기, 양고기, 건육, 불고기, 양념갈비, 족발, 햄버거, 서양요리, 피자, 중국요리, 버섯, 치즈, 체다, 고다, 그라노파다노",스테인리스 탱크에서 발효. 점토 항아리에서 5개월 간 젖산 발효.,,더블유에스통상,,
