와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,양조,숙성,알코올,음용온도,기타정보,당도,산도,바디,타닌,아로마,음식매칭,추천음식,수입사,스타일,등급
"오데뜨, 오데뜨","Odette, Odette",https://www.wine21.com/13_search/wine_view.html?Idx=178960&lq=LIST,오데뜨  Odette,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),카베르네 소비뇽 (Cabernet Sauvignon) / 메를로 (Merlot) / 말벡 (Malbec) / 쁘띠 베르도 (Petit Verdot),,,15~16 %,16~18 ℃,,1/5,3/5,4/5,3/5,"블랙커런트, 블랙베리, 제비꽃, 꽃, 바닐라, 정향, 시나몬, 삼나무, 오크, 흑연","소고기, 스테이크, 육류요리, 양갈비, 양고기, 불고기, 양념갈비, 갈비찜, 라자냐, 파스타, 서양음식, 서양요리, 치즈, 파르미지아노, 그라노파다노, 테트드무안",,롯데칠성음료,Californian Red Blend,
"애스턴, 피노누아","Aston, Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=178961&lq=LIST,애스턴 에스테이트  Aston Estate,미국(U.S.A) / 캘리포니아(California) / 소노마 카운티(Sonoma County),피노 누아 (Pinot Noir),,,14~15 %,14~16 ℃,,1/5,3/5,4/5,3/5,"자두, 붉은꽃, 꽃, 바닐라, 감초, 허브, 민트, 페이스트리","로스트비프, 소고기, 육회, 스테이크, 건육, 훈제오리, 불고기, 족발, 순대, 파스타, 피자, 치즈",,롯데칠성음료,Californian Pinot Noir,
"애스턴, 소노마 코스트 피노누아","Aston, Sonoma coast Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=178962&lq=LIST,애스턴 에스테이트  Aston Estate,미국(U.S.A) / 캘리포니아(California) / 소노마 카운티(Sonoma County),피노 누아 (Pinot Noir),,,14~15 %,14~16 ℃,,1/5,3/5,4/5,3/5,"체리, 라스베리, 미네랄, 젖은자갈, 바닐라, 감초, 삼나무, 오크, 흙","로스트비프, 소고기, 육회, 건육, 훈제오리, 불고기, 양념갈비, 족발, 파스타, 서양요리, 피자, 치즈",,롯데칠성음료,Californian Pinot Noir,
"마이클 데이비드, 로다이 진판델","Michael David, Lodi Zin",https://www.wine21.com/13_search/wine_view.html?Idx=178963&lq=LIST,마이클 데이비드 와이너리  Michael David Winery,미국(U.S.A) / 캘리포니아(California) / 샌 호아퀸 카운티(San Joaquin County) / 로다이(Lodi),진판델 (Zinfandel) / 쁘띠 시라  (Petite Sirah),,,15~16 %,16~18 ℃,,1/5,2/5,4/5,4/5,"체리, 라스베리, 붉은꽃, 꽃, 바닐라, 시나몬, 초콜릿, 다크초콜릿, 오크","등심, 소고기, 스테이크, 육류요리, 바비큐, 돼지고기, 건육, 불고기, 양념갈비, 갈비찜, 족발, 라자냐, 파스타, 햄버거, 서양요리, 피자, 치즈, 파르미지아노, 그라노파다노",,롯데칠성음료,Californian Zinfandel,
"마이클 데이비드, 로다이 레드 블랜드","Michael David, Lodi red blend",https://www.wine21.com/13_search/wine_view.html?Idx=178964&lq=LIST,마이클 데이비드 와이너리  Michael David Winery,미국(U.S.A) / 캘리포니아(California) / 샌 호아퀸 카운티(San Joaquin County) / 로다이(Lodi),쁘띠 시라  (Petite Sirah) / 시라/쉬라즈 (Syrah/Shiraz) / 쌩쏘 (Cinsault) / 진판델 (Zinfandel) / 쁘띠 베르도 (Petit Verdot),,,14~15 %,16~18 ℃,,1/5,3/5,3/5,3/5,"블랙커런트, 블랙베리, 체리, 블루베리, 라스베리, 바닐라, 정향, 감초, 토스트, 삼나무, 오크","소고기, 육류요리, 바비큐, 돼지고기, 양고기, 건육, 불고기, 양념갈비, 갈비찜, 족발, 순대, 파스타, 햄버거, 피자, 치즈",,롯데칠성음료,Californian Red Blend,
"마이클 데이비드, 아우터바운드 러시안 리버 밸리 피노누아","Michael David, OuterBound RRV Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=178965&lq=LIST,마이클 데이비드 와이너리  Michael David Winery,미국(U.S.A) / 캘리포니아(California) / 소노마 카운티(Sonoma County) / 러시안 리버 밸리(Russian River Valley),피노 누아 (Pinot Noir),,,14~15 %,14~16 ℃,,1/5,3/5,3/5,3/5,"블랙베리, 체리, 크랜베리, 석류, 바닐라, 아니스, 시나몬, 허브","로스트비프, 육회, 육류요리, 돼지고기, 건육, 훈제오리, 찜닭, 불고기, 족발, 파스타, 서양요리, 피자, 치즈",,롯데칠성음료,Californian Pinot Noir,
"마이클 데이비드, 아우터바운드 샤도네이","Michael David, OuterBound Chardonay",https://www.wine21.com/13_search/wine_view.html?Idx=178966&lq=LIST,마이클 데이비드 와이너리  Michael David Winery,미국(U.S.A) / 캘리포니아(California) / 샌 호아퀸 카운티(San Joaquin County) / 로다이(Lodi),샤르도네 (Chardonnay),,,14~15 %,10~12 ℃,,1/5,3/5,4/5,1/5,"시트러스, 자몽, 감귤, 레몬, 열대과일, 리치, 파인애플, 미네랄, 바닐라, 허브","치킨, 초밥, 생선회, 연어, 참치, 해산물, 중국요리, 치즈",,롯데칠성음료,Californian Chardonnay,
"원 호프, 러브 랭기지 캘리포니아 샤도네이","One Hope, Love Language California Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=178967&lq=LIST,원 호프  One Hope,미국(U.S.A) / 캘리포니아(California),샤도네이 (Chardonnay),,,13~14 %,10~12 ℃,,1/5,4/5,2/5,1/5,"서양배, 시트러스, 레몬, 열대과일, 파인애플, 바나나, 자스민","닭고기, 가금류, 치킨, 생선구이, 생선찜, 초밥, 생선회, 해산물, 파스타, 리조토, 피자, 치즈",,롯데칠성음료,Californian Chardonnay,
"원 호프, 호스피탈리티 콜렉션 캘리포니아 카베르네 소비뇽","One Hope, Hospitality Collection California Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=178968&lq=LIST,원 호프  One Hope,미국(U.S.A) / 캘리포니아(California),카베르네 소비뇽 (Cabernet Sauvignon),,,13~14 %,16~18 ℃,,1/5,3/5,4/5,3/5,"블랙커런트, 블랙베리, 블루베리, 자두, 제비꽃, 꽃, 후추, 바닐라, 다크초콜릿","소고기, 스테이크, 육류요리, 양갈비, 양고기, 불고기, 양념갈비, 갈비찜, 족발, 순대, 라자냐, 파스타, 피자, 치즈",,롯데칠성음료,Californian Cabernet Sauvignon,
"브레드&버터, 리저브 피노누아","Bread & Butter, Reserve Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=178969&lq=LIST,브레드&버터  Bread&Butter,미국(U.S.A) / 캘리포니아(California) / 소노마 카운티(Sonoma County) / 러시안 리버 밸리(Russian River Valley),,,,14~15 %,14~16 ℃,,1/5,3/5,4/5,2/5,"체리, 딸기, 바닐라, 감초, 오크, 흙","소고기, 육류요리, 붉은육류, 양고기, 불고기, 족발, 파스타, 피자, 치즈",,롯데칠성음료,Californian Pinot Noir,
"브레드&버터, 샤도네이 마운트 비더","Bread&Butter, Chardonnay Mount Veeder",https://www.wine21.com/13_search/wine_view.html?Idx=178970&lq=LIST,브레드&버터  Bread&Butter,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 마운틴 비더(Mt. Veeder),샤도네이 (Chardonnay),,,14~15 %,10~12 ℃,,1/5,4/5,3/5,1/5,"청사과, 사과, 시트러스, 라임, 흰꽃, 꽃, 아몬드, 오크","베이컨, 소시지, 건육, 가금류, 초밥, 생선회, 해산물, 파스타, 햄버거, 피자",,롯데칠성음료,Californian Chardonnay,
"브레드&버터, 카베르네 소비뇽 하월 마운틴","Bread & Butter, Cabernet Sauvignon Howell Mountain",https://www.wine21.com/13_search/wine_view.html?Idx=178971&lq=LIST,브레드&버터  Bread&Butter,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 하월 마운틴(Howell Mountain),카베르네 소비뇽 (Cabernet Sauvignon),,,15~16 %,16~18 ℃,,1/5,3/5,4/5,3/5,"블랙커런트, 블랙베리, 자두, 바닐라, 정향, 모카, 초콜릿, 가죽","소고기, 스테이크, 육류요리, 양고기, 불고기, 양념갈비, 갈비찜, 족발, 라자냐, 파스타, 피자, 치즈",,롯데칠성음료,Californian Cabernet Sauvignon,
"브레드&버터, 카베르네 소비뇽 아틀라스 피크","Bread & Butter, Cabernet Sauvignon Atlas Peak",https://www.wine21.com/13_search/wine_view.html?Idx=178972&lq=LIST,브레드&버터  Bread&Butter,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 아틀라스 피크(Atlas Peak),카베르네 소비뇽 (Cabernet Sauvignon),,,15~16 %,16~18 ℃,,1/5,3/5,4/5,3/5,"블랙커런트, 블랙체리, 블랙베리, 자두, 말린자두, 바닐라, 정향, 삼나무, 모카, 오크","소고기, 스테이크, 육류요리, 양고기, 불고기, 양념갈비, 갈비찜, 족발, 라자냐, 파스타, 서양요리, 피자, 치즈",,롯데칠성음료,Californian Cabernet Sauvignon,
"브레드&버터, 레드 블렌드","Bread & Butter, Red Blend",https://www.wine21.com/13_search/wine_view.html?Idx=178973&lq=LIST,브레드&버터  Bread&Butter,미국(U.S.A) / 캘리포니아(California),메를로 (Merlot) / 시라/쉬라즈 (Syrah/Shiraz) / 카베르네 소비뇽 (Cabernet Sauvignon) / 쁘띠 시라  (Petite Sirah) / 그르나슈 (Grenache) / 진판델 (Zinfandel) / 투리가 나시오날 (Touriga Nacional),,,13~14 %,16~18 ℃,,1/5,4/5,4/5,3/5,"블랙커런트, 블랙베리, 체리, 말린자두, 바닐라, 카라멜, 삼나무, 초콜릿, 오크","로스트비프, 소고기, 스테이크, 바비큐, 양고기, 불고기, 양념갈비, 갈비찜, 족발, 라자냐, 파스타, 서양요리, 피자, 치즈",,롯데칠성음료,Californian Red Blend,
"크로닉 셀라, 스프리츠 앤 기글스","Chronic Cellars, Spiritz & Giggles",https://www.wine21.com/13_search/wine_view.html?Idx=178974&lq=LIST,크로닉 셀라  Chronic Cellars,미국(U.S.A) / 캘리포니아(California),샤르도네 (Chardonnay) / 피노 누아 (Pinot Noir),,,11~12 %,6~8 ℃,,3/5,2/5,4/5,1/5,"복숭아, 배, 사과, 시트러스, 감귤, 라임, 레몬, 흰꽃, 꽃, 미네랄, 토스트, 아몬드","가금류, 치킨, 생선구이, 생선찜, 연어, 해산물, 리조토, 중국요리, 아시아요리, 매운요리, 튀김, 식전주, 샐러드, 타르트, 디저트",,롯데칠성음료,Californian Sparkling,
"크로닉 셀라, 퍼플 파라다이스","Chronic Cellars, Purple Pradise",https://www.wine21.com/13_search/wine_view.html?Idx=178975&lq=LIST,크로닉 셀라  Chronic Cellars,미국(U.S.A) / 캘리포니아(California) / 샌 루이스 오비스포 카운티(San Luis Obispo County) / 파소 로블스(Paso Robles),진판델 (Zinfandel) / 쁘띠 시라  (Petite Sirah) / 시라/쉬라즈 (Syrah/Shiraz) / 그르나슈 (Grenache),,,14~15 %,16~18 ℃,,1/5,3/5,4/5,3/5,"블랙체리, 블루베리, 자두, 말린과일, 라벤더, 바닐라, 모카, 다크초콜릿","소고기, 스테이크, 육류요리, 양고기, 불고기, 양념갈비, 갈비찜, 족발, 라자냐, 파스타, 햄버거, 피자, 치즈",,롯데칠성음료,Californian Red Blend,
"크로닉 셀라, 설 리얼","Chronic Cellars, Sir Real",https://www.wine21.com/13_search/wine_view.html?Idx=178976&lq=LIST,크로닉 셀라  Chronic Cellars,미국(U.S.A) / 캘리포니아(California) / 샌 루이스 오비스포 카운티(San Luis Obispo County) / 파소 로블스(Paso Robles),카베르네 소비뇽 (Cabernet Sauvignon) / 시라/쉬라즈 (Syrah/Shiraz),,,14~15 %,16~18 ℃,,1/5,2/5,4/5,3/5,"블랙커런트, 블랙베리, 자두, 바닐라, 정향, 브리오슈, 가죽, 흑연","소고기, 스테이크, 육류요리, 붉은육류, 양갈비, 양고기, 불고기, 양념갈비, 갈비찜, 족발, 라자냐, 파스타, 햄버거, 서양요리, 피자, 치즈",,롯데칠성음료,Californian Cabernet Sauvignon,
"도멘 지후, 마꽁 퓌세 '레 두 부와'","Domaine Giroux, Macon Fuisse 'Les Deux Bois'",https://www.wine21.com/13_search/wine_view.html?Idx=178977&lq=LIST,도멘 지후  Domaine Giroux,프랑스(France) / 부르고뉴(Bourgogne) / 마꼬네(Maconnais) / 마꽁(Macon),샤르도네 (Chardonnay),,18개월 스테인리스 스틸 탱크 숙성.,13~14 %,10~12 ℃,* 2018 빈티지 - Tim Atkin 90점,1/5,4/5,3/5,1/5,"살구, 배, 시트러스, 감귤, 흰꽃, 꽃, 미네랄, 바닐라","양념치킨, 닭강정, 참치, 해산물, 피자, 동남아요리, 아시아요리, 매운요리, 치즈",,,Burgundy Macônnais White,
"도멘 지후, 마꽁 퓌세 '베흐 샨느'","Domaine Giroux, Macon Fuisse 'Vers Chanes'",https://www.wine21.com/13_search/wine_view.html?Idx=178978&lq=LIST,도멘 지후  Domaine Giroux,프랑스(France) / 부르고뉴(Bourgogne) / 마꼬네(Maconnais) / 마꽁(Macon),샤르도네 (Chardonnay),,20개월 스테인리스 스틸 탱크 숙성.,14~15 %,10~12 ℃,"* Tim Atkin : 88P('21), 90P('18)",1/5,4/5,3/5,1/5,"살구, 복숭아, 서양배, 시트러스, 흰꽃, 꽃, 미네랄, 허브","양념치킨, 닭강정, 치킨, 생선구이, 생선찜, 생선회, 연어, 참치, 해산물, 중국요리, 동남아요리, 아시아요리, 매운요리, 치즈",,빈티지코리아,Burgundy Macônnais White,
"도멘 지후, 뿌이 로쉐","Domaine Giroux, Pouilly Loche Villages",https://www.wine21.com/13_search/wine_view.html?Idx=178979&lq=LIST,도멘 지후  Domaine Giroux,프랑스(France) / 부르고뉴(Bourgogne) / 마꼬네(Maconnais) / 뿌이-로슈(Pouilly-Loche),샤르도네 (Chardonnay),,11개월 스테인리스 스틸 탱크 숙성.,13~14 %,10~12 ℃,,1/5,3/5,3/5,1/5,"살구, 배, 시트러스, 감귤, 꽃, 미네랄, 헤이즐넛, 아몬드","양념치킨, 닭강정, 닭고기, 치킨, 생선구이, 생선찜, 생선회, 참치, 해산물, 리조토, 중국요리, 동남아요리, 아시아요리, 매운요리, 치즈",,빈티지코리아,Burgundy Macônnais White,
"도멘 지후, 뿌이 로쉐 '오 뷔세'","Domaine Giroux, Pouilly Loche 'Au Bucher'",https://www.wine21.com/13_search/wine_view.html?Idx=178980&lq=LIST,도멘 지후  Domaine Giroux,프랑스(France) / 부르고뉴(Bourgogne) / 마꼬네(Maconnais) / 뿌이-로슈(Pouilly-Loche),샤르도네 (Chardonnay),,11개월 스테인리스 스틸 탱크 숙성.,13~14 %,10~12 ℃,* Revue du Vin de France : 91P,1/5,3/5,0/5,1/5,"살구, 서양배, 시트러스, 감귤, 망고, 파인애플, 꽃, 미네랄, 생강, 아몬드","양념치킨, 닭강정, 닭고기, 치킨, 생선찜, 초밥, 생선회, 참치, 소라, 해산물, 랍스터, 조개구이, 동남아요리, 아시아요리, 매운요리, 치즈",,빈티지코리아,Burgundy Macônnais White,
"도멘 지후, 뿌이 퓌세","Domaine Giroux, Pouilly Fuisse Villages",https://www.wine21.com/13_search/wine_view.html?Idx=178981&lq=LIST,도멘 지후  Domaine Giroux,프랑스(France) / 부르고뉴(Bourgogne) / 마꼬네(Maconnais),샤르도네 (Chardonnay),,18개월 스틸탱크 숙성,13~14 %,10~12 ℃,* Tim Atkin : 90P('18)* Jasper Morris : 90P('19),1/5,4/5,2/5,1/5,"시트러스, 감귤, 라임, 흰꽃, 꽃, 미네랄, 생강, 헤이즐넛","생선구이, 생선회, 연어, 참치, 해산물, 랍스터, 중국요리, 아시아요리, 치즈",,빈티지코리아,Burgundy Macônnais White,
"도멘 지후, 뿌이 퓌세 '레 헤디용'","Domaine Giroux, Pouilly Fuisse 'Les Raidillons'",https://www.wine21.com/13_search/wine_view.html?Idx=178982&lq=LIST,도멘 지후  Domaine Giroux,프랑스(France) / 부르고뉴(Bourgogne) / 마꼬네(Maconnais) / 뿌이-퓌세(Pouilly-Fuisse),샤르도네 (Chardonnay),,"11개월 오크 숙성, 12개월 탱크 숙성.",13~14 %,10~12 ℃,"* Tim Atkin : 91P('18, '21)",1/5,3/5,3/5,1/5,"배, 시트러스, 감귤, 열대과일, 아카시아, 흰꽃, 꽃, 미네랄, 생강, 브리오슈, 아몬드","양념치킨, 닭강정, 닭고기, 치킨, 생선구이, 초밥, 생선회, 참치, 해산물, 파스타, 리조토, 피자, 중국요리, 아시아요리, 동남아음식, 치즈",,빈티지코리아,Burgundy Macônnais White,
"도멘 지후, 뿌이 퓌세 '비에이 비뉴'","Domaine Giroux, Pouilly Fuisse 'Vieilles Vignes'",https://www.wine21.com/13_search/wine_view.html?Idx=178983&lq=LIST,도멘 지후  Domaine Giroux,프랑스(France) / 부르고뉴(Bourgogne) / 마꼬네(Maconnais) / 뿌이-퓌세(Pouilly-Fuisse),샤르도네 (Chardonnay),,"11개월 오크 숙성, 12개월 탱크 숙성.",13~14 %,10~12 ℃,* WK: 93P('19),1/5,3/5,3/5,1/5,"살구, 복숭아, 배, 시트러스, 열대과일, 흰꽃, 꽃, 미네랄, 바닐라, 허브, 토스트, 아몬드","생선구이, 생선찜, 초밥, 생선회, 참치, 소라, 해산물, 게살, 리조토, 중국요리, 아시아요리, 동남아음식, 복숭아, 치즈",,빈티지코리아,Burgundy Macônnais White,
"도멘 지후, 뿌이 퓌세 프리미에 크뤼 '레 빈뉴 블랑슈'","Domaine Giroux, Pouilly Fuisse 1er Cru  'Les Vignes Blanches'",https://www.wine21.com/13_search/wine_view.html?Idx=178984&lq=LIST,도멘 지후  Domaine Giroux,프랑스(France) / 부르고뉴(Bourgogne) / 마꼬네(Maconnais) / 뿌이-퓌세(Pouilly-Fuisse),샤르도네 (Chardonnay),,11개월 오크 배럴 숙성 + 19개월 스테인리스 숙성.,13~14 %,10~12 ℃,,1/5,3/5,3/5,1/5,"살구, 복숭아, 배, 시트러스, 감귤, 흰꽃, 꽃, 미네랄","양념치킨, 닭강정, 치킨, 생선구이, 광어, 초밥, 생선회, 농어, 해산물, 조개구이, 새우, 리조토, 서양요리, 중국요리, 아시아요리, 동남아음식, 복숭아, 치즈",,빈티지코리아,Burgundy Macônnais White,
"토레셀라, 프로세코","Torresella, Prosecco Extra Dry",https://www.wine21.com/13_search/wine_view.html?Idx=178985&lq=LIST,토레셀라  Torresella,이탈리아(Italy) / 베네토(Veneto),글레라 (Glera),,,,6~8 ℃,,1/5,3/5,2/5,1/5,"청사과, 서양배, 시트러스, 라임, 레몬, 흰꽃, 꽃, 미네랄","양념치킨, 닭강정, 닭고기, 치킨, 생선구이, 생선회, 해산물, 오일파스타, 피자, 아시아요리, 튀김, 샐러드",,나라셀라,Italian Prosecco,Prosecco DOC(DOP)
"토레셀라, 프로세코 로제","Torresella, Prosecco Rose",https://www.wine21.com/13_search/wine_view.html?Idx=178986&lq=LIST,토레셀라  Torresella,이탈리아(Italy) / 베네토(Veneto),글레라 (Glera) / 피노 네로 (Pinot Nero),,,,6~8 ℃,,2/5,3/5,2/5,1/5,"복숭아, 서양배, 시트러스, 꽃, 미네랄, 브리오슈","양념치킨, 닭강정, 후라이드, 닭고기, 치킨, 해산물, 새우, 파스타, 리조토, 피자, 중국요리, 동남아요리, 아시아요리, 식전주, 샐러드, 복숭아",,나라셀라,Italian Prosecco,Prosecco DOC(DOP)
"토레셀라, 피노 그리지오","Torresella, Pinot Grigio",https://www.wine21.com/13_search/wine_view.html?Idx=178987&lq=LIST,토레셀라  Torresella,이탈리아(Italy) / 베네토(Veneto),피노 그리지오 (Pinot Grigio),,,,8~10 ℃,,1/5,3/5,2/5,1/5,"청사과, 서양배, 시트러스, 흰꽃, 꽃, 허브","양념치킨, 닭강정, 후라이드, 닭고기, 치킨, 해산물, 파스타, 리조토, 피자, 식전주",,나라셀라,Northern Italy Pinot Grigio,Venezia DOC(DOP)
"토레셀라, 카버네 소비뇽","Torresella, Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=178988&lq=LIST,토레셀라  Torresella,이탈리아(Italy) / 베네토(Veneto),카베르네 소비뇽 (Cabernet Sauvignon),,,,16~18 ℃,,1/5,3/5,4/5,3/5,"블랙커런트, 블랙체리, 블랙베리, 붉은꽃, 꽃, 바닐라, 정향, 허브","그릴요리, 로스트비프, 바비큐, 훈제오리, 찜닭, 가금류, 불고기, 족발, 순대, 라자냐, 파스타, 피자, 치즈, 파르미지아노, 그라노파다노",,나라셀라,,Veneto IGT(IGP)
"토레셀라, 멀롯","Torresella, Merlot",https://www.wine21.com/13_search/wine_view.html?Idx=178989&lq=LIST,토레셀라  Torresella,이탈리아(Italy) / 베네토(Veneto),메를로 (Merlot),,,,16~18 ℃,,1/5,3/5,3/5,3/5,"레드커런트, 블랙체리, 블루베리, 자두, 붉은꽃, 꽃, 바닐라, 정향, 허브","그릴요리, 바비큐, 소시지, 돼지고기, 건육, 훈제오리, 찜닭, 불고기, 양념갈비, 족발, 파스타, 햄버거, 서양요리, 피자, 자두, 치즈, 파르미지아노, 그라노파다노",,나라셀라,,Veneto IGT(IGP)
파조 데 빌라레이,Pazzo de Villarei,https://www.wine21.com/13_search/wine_view.html?Idx=178990&lq=LIST,보데가스 파조 데 빌라레이  Bodegas Pazzo de Villarei,스페인(Spain) / 리아스 바이사스(Rias Baixas),알바리뇨 (Albarino(Alvarinho)),,스테인레스 스틸 탱크에서 저온 상태로 Fine Lees(미세앙금)과 장기 숙성.,13~14 %,10~12 ℃,* 2023 베를린 와인 트로피 금상* 2023 디켄터 월드와인 은상 94점* 2023 제임스서클링 90점* 2023 IWSC 은상 92점* 2023 인터내셔널 와인챌린지 은상,1/5,0/5,2/5,1/5,"살구, 시트러스, 열대과일, 파인애플, 흰꽃, 꽃, 미네랄, 허브","초밥, 생선회, 사시미, 해산물, 새우, 오일파스타, 리조토, 중국요리, 동남아요리, 아시아요리, 튀김, 식전주, 샐러드, 과일",,,Spanish Albariño,
