와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,등급,양조,숙성,음용온도,추천음식,수입사,당도,산도,바디,타닌,아로마,음식매칭,기타정보,알코올
"빈디 세르가르디, 키안티 클라시코 라 기란다","Bindi Sergardi, Chianti Classico La Ghirlanda",https://www.wine21.com/13_search/wine_view.html?Idx=168194&lq=LIST,빈디 세르가르디  Bindi Sergardi [B2B],이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),,Chianti Classico DOCG(DOP),,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 트러플, 블루치즈, 다양한 치즈, 족발, 라자냐, 파스타와 잘 어울린다.",,1/5,4/5,3/5,3/5,,"족발, 트러플","*2017 Vintage : Falstaff 93 pts, 4 stars Vini Buoni d'Italia, Luca Maroni 92 pts, 2 bicchieri Gambero Rosso, Wine Align 91 pts, Raffaele Vecchioni 91 pts*Production size: 50.000 bottles*One of our flagships & strategical for brand building. Ghirlanda is an authentic and representative expression of Chianti Classico. Sangiovese only, high class, great by the glass in high-end restaurants. It is named after the woods on top of Mocenni's vineyards, a thank you to our land, so generous and full of biodiversity.",14~15 %
"빈디 세르가르디, 키안티 클라시코 세르 가르도","Bindi Sergardi, Chianti Classico Ser Gardo",https://www.wine21.com/13_search/wine_view.html?Idx=168195&lq=LIST,빈디 세르가르디  Bindi Sergardi [B2B],이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),,Chianti Classico DOCG(DOP),,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 트러플, 블루치즈, 다양한 치즈, 족발, 라자냐, 파스타와 잘 어울린다.",,1/5,4/5,3/5,3/5,,"족발, 트러플","*Vintage 2016: James Suckling 91 pts, Wines Critic 91 pts, Gambero Rosso 2 Glasses*Production size: 50,000 bottles*Great fruit intensity, very approachable, you open the bottle and all the aromas of the sangiovese are there for you. Strategical for brand diffusion. Ser Gardo is the nick name of Niccolò Sergardi. In 1530 he was Governor of Siena. We are grateful to our ancestors who had the courage to serve our city.",13~14 %
"빈디 세르가르디, 키안티 클라시코 리제르바 칼리도니아","Bindi Sergardi, Chianti Classico Riserva Calidonia",https://www.wine21.com/13_search/wine_view.html?Idx=168196&lq=LIST,빈디 세르가르디  Bindi Sergardi [B2B],이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),,Chianti Classico DOCG(DOP),,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 트러플, 블루치즈, 다양한 치즈, 족발, 라자냐, 파스타와 잘 어울린다.",,1/5,4/5,4/5,3/5,,"족발, 트러플","*2016 Vintage: Wine Align 93 pts, Vini Buoni d'Italia 4 stars*2015 Vintage: Wine Spectator 93 pts, Wine Enthusiast 90 pts, James Suckling 93 pts, Vinous 91 pts, Falstaff 92 pts, 3 stars Vini Buoni d'Italia, 2 bicchieri Gambero Rosso, Wine Align 94 pts, Raffaele Vecchioni 93 pts*Production size: 40.000 bottles*One of our flagships & strategical for brand building. Single vineyard, low yeald, very classy and classic, elegant. Great experience when released and when aged. Belonging to the higher end of the denomination, the Riserva Calidonia is a thank to the people who came before us. Calidonia Sergardi married Girolamo Bindi and gave  birth to the Bindi Sergardi family.",13~14 %
"빈디 세르가르디, 키안티 클라시코 리제르바 이 콜리","Bindi Sergardi, Chianti Classico Riserva I Colli",https://www.wine21.com/13_search/wine_view.html?Idx=168197&lq=LIST,빈디 세르가르디  Bindi Sergardi [B2B],이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),,Chianti Classico DOCG(DOP),,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 트러플, 블루치즈, 다양한 치즈, 족발, 라자냐, 파스타와 잘 어울린다.",,1/5,4/5,4/5,3/5,,"족발, 트러플","*Vintage 2015: James Suckling 95 pts, Vini Buoni d'Italia 4 Star, Vitae (Associazione italiana Sommelier) 3 Vines (3 out of 4), Luca Maroni 91 pts, Wines Critic 94 pts*Production size: 20.000 bottles*Complexity and concentration. Black fruit flavours, sweet spices and tannins. Strategical for brand building and diffusion. Dedicated to the estate of I Colli, a hamlet built at the end of the 1400s and home for all the 23 generations of the family. It preserves the family's history and values.",13~14 %
"보라텔라, 키안티 클라시코 보라텔라","Borratella, Chianti Classico Borratella",https://www.wine21.com/13_search/wine_view.html?Idx=168198&lq=LIST,보라텔라  Borratella [B2B],이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese) / 카베르네 소비뇽 (Cabernet Sauvignon),,Chianti Classico DOCG(DOP),,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 트러플, 블루치즈, 다양한 치즈, 족발, 라자냐, 파스타와 잘 어울린다.",,1/5,4/5,3/5,4/5,,"족발, 트러플","*2018 Vintage: Winescritic.com 90 pts*2017 Vintage: Challenge International du Vin Gold, Decanter Medal Silver, Decanter 91 pts, Falstaff Wine Guide 88 pts, MUNDUS vini 86 pts, Winescritic.com 90 pts.*Production size: 16.000 bottles (2018), 14.000 bottles (2017)*We are launching a new Chianti Classico brand with the 2017 vintage. We are a small family business. Our philosophy from the beginning is to produce high quality wines by focusing strictly on the quality of the finished product. Our main customers are in the Ho.Re.Ca. sector and private clients",13~14 %
"보라텔라, 키안티 클라시코 리제르바 보라텔라","Borratella, Chianti Classico Riserva Borratella",https://www.wine21.com/13_search/wine_view.html?Idx=168199&lq=LIST,보라텔라  Borratella [B2B],이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese) / 메를로 (Merlot),,Chianti Classico DOCG(DOP),,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 족발, 다양한 치즈, 라자냐, 파스타와 잘 어울린다.",,1/5,4/5,4/5,3/5,,"족발, 치즈","*MUNDUS vini award Silver, Decanter 90 pts, Decanter Medal Silver, Luca Maroni 93 pts, Wein-Plus 87 pts, VINITALY 5Star Wines 94 pts*Production size: 5.300 bottles*We are launching a new Chianti Classico brand with the 2017 vintage. We are a small family business. Our philosophy from the beginning is to produce high quality wines by focusing strictly on the quality of the finished product. Our main customers are in the Ho.Re.Ca sector and private clients",13~14 %
"칸탈리치, 키안티 클라시코 바루포","Cantalici, Chianti Classico Baruffo",https://www.wine21.com/13_search/wine_view.html?Idx=168200&lq=LIST,칸탈리치  Cantalici,이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),,Chianti Classico DOCG(DOP),유기농 인증,"12개월 숙성 (70% 프랜치 오크, 30% 스테인레스 스틸 탱크)",16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 트러플, 블루치즈, 다양한 치즈, 족발, 라자냐, 파스타와 잘 어울린다.",더블유에스통상,1/5,4/5,3/5,3/5,"레드커런트, 블랙체리, 체리, 자두, 꽃, 바닐라, 시나몬, 허브, 타바코, 카카오, 초콜릿, 가죽","로스트비프, 스테이크, 붉은육류, 양갈비, 양고기, 족발, 라자냐, 파스타, 트러플, 자두, 치즈, 블루치즈",*James Suckling 91 pts*Certified Organic*Production size: 15.000 bottles*typical traditional Sangiovese,14~15 %
"칸탈리치, 키안티 클라시코","Cantalici, Chianti Classico",https://www.wine21.com/13_search/wine_view.html?Idx=168201&lq=LIST,칸탈리치  Cantalici,이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese) / 메를로 (Merlot) / 카베르네 소비뇽 (Cabernet Sauvignon),,Chianti Classico DOCG(DOP),유기농 인증,"12개월 숙성 (70% 프랜치 오크, 30% 스테인레스 스틸 탱크)",16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 트러플, 블루치즈, 다양한 치즈, 족발, 라자냐, 파스타와 잘 어울린다.",더블유에스통상,1/5,4/5,2/5,4/5,"레드커런트, 블랙체리, 체리, 자두, 바닐라","로스트비프, 스테이크, 붉은육류, 양갈비, 양고기, 족발, 라자냐, 파스타, 트러플, 자두, 치즈, 블루치즈",*James Suckling 89 pts*Certified Organic*Production size: 15.000 bottles*a blended chianti classico for more international palate,14~15 %
"칸탈리치, 키안티 클라시코 리제르바 메세르 리돌포","Cantalici, Chianti Classico Riserva Messer Ridolfo",https://www.wine21.com/13_search/wine_view.html?Idx=168202&lq=LIST,칸탈리치  Cantalici,이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),,Chianti Classico DOCG(DOP),유기농 인증,"18개월 숙성 (70% 프랜치 오크, 30% 스테인레스 스틸 탱크)",16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 트러플, 블루치즈, 다양한 치즈, 족발, 라자냐, 파스타와 잘 어울린다.",더블유에스통상,1/5,4/5,4/5,3/5,"블랙커런트, 블랙체리, 타바코","로스트비프, 스테이크, 붉은육류, 양갈비, 양고기, 족발, 라자냐, 파스타, 트러플, 블루치즈","*James Suckling 92 pts*Certified Organic*Production size: 5,000 bottles*traditional Riserva",14~15 %
"카파르사, 키안티 클라시코 카파르사","Caparsa, Chianti Classico Caparsa",https://www.wine21.com/13_search/wine_view.html?Idx=168203&lq=LIST,카파르사  Caparsa,이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),,Chianti Classico DOCG(DOP),"토종 천연효모 사용, 시멘트 배트에서 발효",시멘트 배트에서 2년 간 숙성 진행,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 트러플, 블루치즈, 다양한 치즈, 족발, 라자냐, 파스타와 잘 어울린다.",호메오와인갤러리,1/5,4/5,3/5,3/5,미네랄,"족발, 트러플","*Certified Organic*Production size 9,000 bottles*Beautiful traditional Chianti Classico that reflects the tradition of the territory and the character of a long lasting wine.",13~14 %
"칸탈리치, 키안티 클라시코 리제르바 바루포","Cantalici, Chianti Classico Riserva Baruffo",https://www.wine21.com/13_search/wine_view.html?Idx=168204&lq=LIST,칸탈리치  Cantalici,이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),,Chianti Classico DOCG(DOP),유기농 인증,"18개월 숙성 (70% 프랜치 오크, 30% 스테인레스 스틸 탱크)",16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 트러플, 블루치즈, 다양한 치즈, 족발, 라자냐, 파스타와 잘 어울린다.",더블유에스통상,1/5,4/5,4/5,3/5,"레드커런트, 블랙체리, 체리, 자두, 꽃, 허브, 타바코, 초콜릿","로스트비프, 스테이크, 붉은육류, 양갈비, 양고기, 족발, 라자냐, 파스타, 트러플, 자두, 치즈, 블루치즈","*James Suckling 92 pts, The Wine Advocate 90 pts,*Certified Organic*Production size: 5,000 bottles*typical traditional Sangiovese",14~15 %
"카파르사, 키안티 클라시코 리제르바 카파르시노","Caparsa, Chianti Classico Riserva Caparsino",https://www.wine21.com/13_search/wine_view.html?Idx=168205&lq=LIST,카파르사  Caparsa,이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),,Chianti Classico DOCG(DOP),,균 8개월 정도 숙성,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 트러플, 블루치즈, 다양한 치즈, 족발, 라자냐, 파스타와 잘 어울린다.",호메오와인갤러리,1/5,4/5,4/5,3/5,치즈,"족발, 트러플","*2017 Vintage: Gambero Rosso 2 bicchieri, Slow Wine 2021*2016 Vintage: Decanter 93 pts, Vitae Wine Insider Gardini 96 pts, Falstaff 90 pts, Wine Hunter Award 2019, Vini Buoni d'Italia Corona del Pubblico + Golden Sta4*Certified Organic*Production size: 10.000 bottles*Beautiful traditional Chianti Classico that reflects the tradition of the territory and the character of a long lasting wine.",13~14 %
"카파르사, 키안티 클라시코 리제르바 도치오 아 마테오","Caparsa, Chianti Classico Riserva Doccio a Matteo",https://www.wine21.com/13_search/wine_view.html?Idx=168206&lq=LIST,카파르사  Caparsa,이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese) / 콜로리노 (Colorino),,Chianti Classico DOCG(DOP),100% 손으로 수확한 산지오베제 포도  와 약간의 콜로리노 품종을 블렌딩,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 트러플, 블루치즈, 다양한 치즈, 족발, 라자냐, 파스타와 잘 어울린다.",호메오와인갤러리,1/5,4/5,4/5,3/5,"블랙베리, 자두, 꽃, 초콜릿","족발, 트러플, 자두","*Decanter 90 pts, Slow Wine - Vino Slow, Falstaff 88 pts*Certified Organic*Production size: 6,000 bottles*Beautiful Chianti Classico with fresh fruty aromas and long life in a cool cellar.",13~14 %
"카스타뇰리, 키안티 클라시코 리제르바 테라쩨","Castagnoli, Chianti Classico Riserva Terrazze",https://www.wine21.com/13_search/wine_view.html?Idx=168207&lq=LIST,카스타뇰리  Castagnoli [B2B],이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),,Chianti Classico DOCG(DOP),,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 트러플, 블루치즈, 다양한 치즈, 족발, 라자냐, 파스타와 잘 어울린다.",,1/5,4/5,4/5,3/5,,"족발, 트러플","*2017 빈티지: Falstaff 91점, Weinplus 90점*Certified Organic*Production size: 8,000 bottles",14~15 %
"카스텔로 디 보시, 키안티 클라시코 카스텔로 디 보시","Castello di Bossi, Chianti Classico Castello di Bossi",https://www.wine21.com/13_search/wine_view.html?Idx=168208&lq=LIST,카스텔로 디 보시  Castello di Bossi [B2B],이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),,Chianti Classico DOCG(DOP),,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 트러플, 블루치즈, 다양한 치즈, 족발, 라자냐, 파스타와 잘 어울린다.",,1/5,4/5,3/5,3/5,,"족발, 트러플","*Certified Organic*Production size: 500.000 bottles*Our best selling in the world, approachable style for every style of cuisine and  very good balance between high quality and reasonable price.",13~14 %
"카스텔로 디 보시, 키안티 클라시코 리제르바 베라르도","Castello di Bossi, Chianti Classico Riserva Berardo",https://www.wine21.com/13_search/wine_view.html?Idx=168209&lq=LIST,카스텔로 디 보시  Castello di Bossi [B2B],이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),,Chianti Classico DOCG(DOP),,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 트러플, 블루치즈, 다양한 치즈, 족발, 라자냐, 파스타와 잘 어울린다.",,1/5,4/5,4/5,3/5,,"족발, 트러플","*James Suckling 96 pts*Production size: 60,000 bottles*Single vineyard from a historical one called Berardo of 6 ha, a special clone of sangiovese that provides since almost 35 years this special expression of Chianti Classico",14~15 %
"카스텔로 디 보시, 키안티 클라시코 그란 셀레지오네 카스텔로 디 보시","Castello di Bossi, Chianti Classico Gran Selezione Castello di Bossi",https://www.wine21.com/13_search/wine_view.html?Idx=168210&lq=LIST,카스텔로 디 보시  Castello di Bossi [B2B],이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),,Chianti Classico DOCG(DOP),,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 트러플, 블루치즈, 다양한 치즈, 족발, 라자냐, 파스타와 잘 어울린다.",,1/5,4/5,4/5,3/5,,"족발, 트러플","*James Suckling 97pts*Production size: 20,000 bottles*The new appellation within Chianti Classico, was released by Castello di Bossi only in 2013. This  time was due to the deep thinking about our project within our estate of the best expression of this appellation and the future that it may represents.",14~15 %
"카스텔로 디 카키아노, 키안티 클라시코","Castello di Cacchiano, Chianti Classico",https://www.wine21.com/13_search/wine_view.html?Idx=168211&lq=LIST,카스텔로 디 카키아노  Castello di Cacchiano [B2B],이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese) / 카나이올로 (Canaiolo) / 말바시아 네라 (Malvasia nera) / 콜로리노 (Colorino),,Chianti Classico DOCG(DOP),,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 트러플, 블루치즈, 다양한 치즈, 족발, 라자냐, 파스타와 잘 어울린다.",,1/5,4/5,3/5,3/5,,"족발, 트러플",*Falstaff Wine Guide 91 pts*Production size: 16.000 bottles,13~14 %
"카스텔로 디 카키아노, 키안티 클라시코 리제르바","Castello di Cacchiano, Chianti Classico Riserva",https://www.wine21.com/13_search/wine_view.html?Idx=168212&lq=LIST,카스텔로 디 카키아노  Castello di Cacchiano [B2B],이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese) / 카나이올로 (Canaiolo) / 말바시아 네라 (Malvasia nera) / 콜로리노 (Colorino),,Chianti Classico DOCG(DOP),,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 트러플, 블루치즈, 다양한 치즈, 족발, 라자냐, 파스타와 잘 어울린다.",,1/5,4/5,4/5,3/5,,"족발, 트러플","*95+ pts Gardini (IT), 95 Falstaff (AT), 5 stars/5 Enos (DE), 92 Decanter (UK)*Production size: 10.000 bottles",14~15 %
