와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,양조,숙성,알코올,음용온도,수입사,당도,산도,바디,타닌,아로마,음식매칭,기타정보,스타일,등급,추천음식
"시슬다운, 퀵커닝 쉬라즈","Thistledown, The Quickening Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=177828&lq=LIST,시슬다운 와인 컴퍼니  Thistledown Wine Company,호주(Australia) / 사우스 오스트레일리아(South Australia) / 바로사 밸리(Barossa Valley),시라/쉬라즈 (Syrah/Shiraz),야행 효모 발효.,프렌치 오크에서 6-8개월 동안 숙성.,14~15 %,16~18 ℃,비노스와인,1/5,3/5,4/5,4/5,"블랙커런트, 블랙체리, 라스베리, 꽃, 후추, 바닐라","소고기, 스테이크, 육류요리, 양고기, 건육, 훈제오리, 불고기, 양념갈비, 갈비찜, 라자냐, 치즈, 그라노파다노, 테트드무안, 스모크",* 95 points - Top 2022 Barossa Shiraz - Decanter* 94 points - Robert Parker Wine Advocate* 94 points - Halliday Wine Companion* 93 points - JamesSuckling.com* 93 points - The Real Review* 93 points - Vinous,,,
"시슬다운, 베가본드 그르나슈","Thistledown, The Vagabond Grenache",https://www.wine21.com/13_search/wine_view.html?Idx=177829&lq=LIST,시슬다운 와인 컴퍼니  Thistledown Wine Company,호주(Australia) / 사우스 오스트레일리아(South Australia) / 맥라렌 베일(McLaren Vale),그르나슈 (Grenache),손 수확. 68 %는 전체 다발과 으깬 과일로 층을 이룬 콘크리트 피라미드에서 야생 발효. 35%는 전체 묶음이 있는 개방형 발효조에서 야생 발효되었으며 하루에 두 번 바토나주 실시.,"일부는 푼천에서 숙성시켰고, 발효된 피라미드는 콘크리트 계란과 프렌치 오크 펀천으로 다시 압착하여 10개월 동안 숙성.",14~15 %,16~18 ℃,비노스와인,1/5,3/5,3/5,3/5,"체리, 딸기, 라스베리, 감초, 허브, 로즈마리","그릴요리, 스테이크, 육류요리, 바비큐, 건육, 훈제오리, 찜닭, 닭고기, 불고기, 족발, 한식, 토마토파스타, 서양요리, 피자, 중국요리, 아시아요리, 치즈, 체다, 고다, 브리, 그라노파다노",* 96 points - Halliday Wine Companion* 94 points - The Wine Front* 93 points - The Real Review (MERIT WINE)* 92 points - Robert Parker Wine Advocate* BRONZE McLaren Vale Wine Show,,,
"시슬다운, 이글스 데어 쉬라즈","Thistledown, Where Eagle's Dare Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=177830&lq=LIST,시슬다운 와인 컴퍼니  Thistledown Wine Company,호주(Australia) / 사우스 오스트레일리아(South Australia) / 에덴 밸리(Eden Valley),시라/쉬라즈 (Syrah/Shiraz),"발효후 간단한 침용 후 약 20%, 새 오크 프렌치 오크에서 압착.",2개월 후 와인은 병에 담겨 정제되지 않고 여과되지 않고 병입. 1002병만 생산.,14~15 %,16~18 ℃,비노스와인,1/5,3/5,4/5,4/5,"블랙베리, 블루베리, 라스베리, 후추, 바닐라, 감초, 오크","스테이크, 육류요리, 붉은육류, 양갈비, 양고기, 건육, 파스타, 서양요리, 치즈, 고다, 브리, 그라노파다노",* 98 points - 1 Top 2022 Barossa Shiraz - Decanter* 95 points (Top Rank) - The Real Review* 95 points - Halliday Wine Companion* 95 points - Vinous* 95 points - JamesSuckling.com,,,
"캐시아드 빈야드, 호라 나파 밸리","Cathiard Vineyard, Hora Napa Valley",https://www.wine21.com/13_search/wine_view.html?Idx=177831&lq=LIST,캐시아드 빈야드  Cathiard Vineyard,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),카베르네 소비뇽 (Cabernet Sauvignon) 60% / 메를로 (Merlot) 30% / 말벡 (Malbec) 10%,,"12개월간 오크 숙성, 40% 새 프렌치 오크",,16~18 ℃,하이트진로,1/5,4/5,4/5,4/5,"블랙커런트, 블랙체리, 블랙베리, 육두구, 정향, 감초","소고기, 돼지고기, 서양요리",,,Napa Valley AVA,
"캐시아드 빈야드, 나파 밸리 카베르네 소비뇽","Cathiard Vineyard, Founding Brothers Napa Valley",https://www.wine21.com/13_search/wine_view.html?Idx=177833&lq=LIST,캐시아드 빈야드  Cathiard Vineyard,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),카베르네 소비뇽 (Cabernet Sauvignon) 100%,새 프렌치 오크에서 젖산 발효,"80% 새 프렌치 오크, 다른 특별한 통에서 18개월간 숙성",,16~18 ℃,하이트진로,1/5,4/5,4/5,4/5,"블랙커런트, 블랙베리, 바닐라, 정향, 타바코, 초콜릿, 가죽, 흙","로스트비프, 소고기, 스테이크, 항정살, 삼겹살, 오리로스, 치즈, 파르미지아노, 브리, 그라노파다노, 스모크",* 2024 런던 나파 밸리 2020 빈티지 테이스팅 중 3위 (스크리밍 이글 4위),Napa Valley Cabernet Sauvignon,,
"브랜드 나파 밸리, 레팡드르","Brand Napa Valley, Repandre",https://www.wine21.com/13_search/wine_view.html?Idx=177834&lq=LIST,브랜드 나파 밸리  Brand Napa Valley,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),카베르네 소비뇽 (Cabernet Sauvignon) / 쁘띠 베르도 (Petit Verdot) / 카베르네 프랑 (Cabernet Franc),청징 및 여과하지 않음 (unfined/unfiltered).,프렌치 오크배럴(225L)에서 21개월 숙성 (65% new).,15~16 %,16~18 ℃,나라셀라,1/5,3/5,4/5,4/5,"블랙베리, 체리, 크랜베리, 라스베리, 자두, 바닐라, 정향, 허브, 세이지, 코코아","그릴요리, 소고기, 스테이크, 육류요리, 양갈비, 양념갈비, 갈비찜, 족발, 라자냐, 피자, 치즈, 체다, 고다, 그라노파다노, 테트드무안",* 2019 레팡드르 빈티지는 풍부한 비와 함께 그 해를 시작했고 비교적 시원한 기온을 유지한 1년 이었습니다. 덕분에 봉우리와 꽃이 최근 다른 해에 비해 천천히 피어났으며 일정한 온도의 여름을 보내고 난 뒤 수확철까지 온화한 온도를 유지했기 떄문에 정제된 탄닌감과 깊고 아름다운 맛과 향을 가진 포도를 수확할 수 있었습니다.,,,
카스타 패밀리 리제르바,Kasta Family Reserva,https://www.wine21.com/13_search/wine_view.html?Idx=177835&lq=LIST,카스타  Kasta,칠레(Chile) / 라펠 밸리(Rapel Valley),카베르네 소비뇽 (Cabernet Sauvignon),,,,16~18 ℃,오지노와인,1/5,3/5,4/5,3/5,"블랙커런트, 자두, 바닐라, 정향","붉은육류, 불고기, 양념갈비, 파스타, 햄버거, 서양요리, 피자, 자두, 치즈, 체다, 고다",,Chilean Cabernet Sauvignon,Rapel Valley DO,
"도멘 장 미셸 고누, 부르고뉴 꼬뜨 도르","Domaine Jean-Michel Gaunoux, Bourgogne Cote D'or",https://www.wine21.com/13_search/wine_view.html?Idx=177837&lq=LIST,도멘 장 미셸 고누  Domaine Jean-Michel Gaunoux,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 도르(Cote d'Or),샤르도네 (Chardonnay) 100%,,,,10~12 ℃,,1/5,4/5,2/5,1/5,"시트러스, 감귤, 미네랄, 바닐라, 토스트","닭고기, 해산물, 한식",- VIVINO 4.0,Burgundy White,,
"도멘 장 미셸 고누, 뫼르소","Domaine Jean-Michel Gaunoux, Meursault",https://www.wine21.com/13_search/wine_view.html?Idx=177838&lq=LIST,도멘 장 미셸 고누  Domaine Jean-Michel Gaunoux,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 뫼르소(Meursault),샤르도네 (Chardonnay) 100%,,,,10~12 ℃,,1/5,4/5,3/5,1/5,"시트러스, 감귤, 버터","닭고기, 생선구이, 스시, 생선회, 전복, 문어숙회, 전복",- VIVINO 4.2,Burgundy Côte de Beaune White,Meursault AOC(AOP),
"도멘 장 미셸 고누 뫼르소, 1er 구뜨 도르","Domaine Jean-Michel Gaunoux, Meursault 1er Cru Gouttes D'or",https://www.wine21.com/13_search/wine_view.html?Idx=177839&lq=LIST,도멘 장 미셸 고누  Domaine Jean-Michel Gaunoux,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 뫼르소(Meursault),샤르도네 (Chardonnay) 100%,,,,10~12 ℃,,1/5,4/5,3/5,1/5,"시트러스, 감귤, 미네랄","돼지고기, 닭고기, 스시, 사시미, 해산물",- VIVINO 4.2,Burgundy Côte de Beaune White,"Meursault 1er Cru AOC(AOP), 'Les Gouttes d'Or'",
"도멘 장 미셸 고누 뫼르소, 1er 페리에르","Domaine Jean-Michel Gaunoux, Meursault 1er Cru Perrieres",https://www.wine21.com/13_search/wine_view.html?Idx=177840&lq=LIST,도멘 장 미셸 고누  Domaine Jean-Michel Gaunoux,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 뫼르소(Meursault),샤르도네 (Chardonnay) 100%,,,,10~12 ℃,,1/5,4/5,3/5,1/5,"살구, 망고, 흰꽃, 미네랄, 바닐라, 오크","돼지고기, 닭고기, 스시, 해산물",- VIVINO 4.2,Burgundy Côte de Beaune White,"Meursault 1er Cru AOC(AOP), 'Perrières'",
"도멘 장 미셸 고누, 퓔리니 몽라쉐 1er 레 폴라티에르","Domaine Jean-Michel Gaunoux, Puligny Montrachet 1er Cru Folatieres 2022",https://www.wine21.com/13_search/wine_view.html?Idx=177841&lq=LIST,도멘 장 미셸 고누  Domaine Jean-Michel Gaunoux,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 쀨리니-몽라셰(Puligny-Montrachet),샤르도네 (Chardonnay) 100%,,,,10~12 ℃,,1/5,4/5,3/5,1/5,"시트러스, 감귤, 흰꽃, 미네랄","돼지고기, 닭고기, 스시, 해산물",- VIVINO 4.3,Burgundy Côte de Beaune White,"Puligny-Montrachet 1er Cru AOC(AOP), 'Les Folatières'",
"도멘 장 미셸 고누, 뫼르소 1er 샴","Domaine Jean-Michel Gaunoux, Meursault 1er Cru Charmes",https://www.wine21.com/13_search/wine_view.html?Idx=177842&lq=LIST,도멘 장 미셸 고누  Domaine Jean-Michel Gaunoux,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 뫼르소(Meursault),샤르도네 (Chardonnay) 100%,,,,10~12 ℃,,1/5,4/5,3/5,1/5,"시트러스, 미네랄, 아몬드","닭고기, 생선회, 해산물, 씨푸드, 한식",,Burgundy Côte de Beaune White,"Meursault 1er Cru AOC(AOP), 'Charmes'",
"테누타 디 노졸레, 키안티 클라시코 그란 셀레지오네","Tenuta di Nozzole, Chianti Classico Gran Selezione",https://www.wine21.com/13_search/wine_view.html?Idx=177843&lq=LIST,테누테 암브로지오 & 지오반니 폴로나리  Tenute Ambrogio e Giovanni Folonari,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese),,,14~15 %,16~18 ℃,와인투유코리아,1/5,3/5,4/5,4/5,"블랙커런트, 체리, 복숭아, 말린과일, 바닐라, 정향, 카카오, 가죽, 흙","소고기, 붉은육류, 양갈비, 양고기, 건육, 불고기, 갈비찜, 족발, 한식, 라자냐, 파스타, 서양요리, 버섯, 송이버섯, 복숭아, 파르미지아노, 그라노파다노, 테트드무안, 크림치즈, 꽁떼",* 이탈리아 와인 역사의 산증인 폴로나리 가문이 설립한 세계적인 와이너리* 명성이 자자한 토스카나의 떼루아를 훌륭하게 표현해낸 독창적인 와인* 키안티 클라시코 중 최상위 품질을 자랑하는 Gran Selezione 등급 와인,Italian Chianti,,
"테누타 디 노졸레, 일 파레토","Tenuta di Nozzole, IL Pareto",https://www.wine21.com/13_search/wine_view.html?Idx=177844&lq=LIST,테누테 암브로지오 & 지오반니 폴로나리  Tenute Ambrogio e Giovanni Folonari,이탈리아(Italy) / 토스카나(Toscana),카베르네 소비뇽 (Cabernet Sauvignon),,,15~16 %,16~18 ℃,와인투유코리아,1/5,3/5,4/5,4/5,"체리, 자두, 석류, 후추, 정향, 말린허브, 오크","소고기, 붉은육류, 양갈비, 양고기, 건육, 불고기, 족발, 갈비탕, 라자냐, 파스타, 리조토, 서양요리, 버섯, 자두, 치즈, 파르미지아노, 그라노파다노, 테트드무안",* 이탈리아 와인 역사의 산증인 폴로나리 가문이 설립한 세계적인 와이너리* 명성이 자자한 토스카나의 떼루아를 훌륭하게 표현해낸 독창적인 와인* 키안티 클라시코의 주요 생산지 Greve in Chianti 에서 선보이는 슈퍼 투스칸 와인,Italian Chianti,,
"모비아, 펫 낫","Movia, Pet Nat",https://www.wine21.com/13_search/wine_view.html?Idx=177845&lq=LIST,모비아  Movia,슬로베니아(Slovenia) / 고리스카 브르다(Goriska Brda),리볼라 지알라 (Ribolla Gialla) / 샤르도네 (Chardonnay),"펫 낫 방식(Petillant-Naturel, Method Ancestral). 스킨 컨택. 자연 효모 발효.",,,8~10 ℃,에노테카코리아,1/5,3/5,2/5,1/5,"시트러스, 오렌지, 레몬, 효모, 치즈, 요거트","건육, 스시, 초밥, 생선회, 생선 까르파치오, 문어숙회, 어묵, 오일파스타, 서양요리, 아시아요리, 튀김, 식전주, 샐러드, 과일, 브리, 리코타",,,,
"빌라노비아나, 산투베르토","Villanoviana, Sant' Uberto",https://www.wine21.com/13_search/wine_view.html?Idx=177846&lq=LIST,빌라노비아나  Villanoviana,이탈리아(Italy) / 토스카나(Toscana) / 볼게리(Bolgheri),메를로 (Merlot) 50% / 카베르네 소비뇽 (Cabernet Sauvignon) 35% / 쁘띠 베르도 (Petit Verdot) 15%,,,14~15 %,,빈티지코리아,1/5,4/5,4/5,3/5,"체리, 자두, 후추, 타바코, 초콜릿","소고기, 쇠고기, 비프, 스테이크, 자두, 치즈",2019 빈티지 : Falstaff 93점2019 빈티지 : WineCritic 90점,,,
"아케르만, '뷸 로얄' 크레망 드 루아르","Ackerman, 'Bulle Royale' Cremant de Loire Brut",https://www.wine21.com/13_search/wine_view.html?Idx=177847&lq=LIST,아케르만  Ackerman,프랑스(France) / 루아르(Loire),슈냉 블랑 (Chenin Blanc) / 샤르도네 (Chardonnay) / 카베르네 프랑 (Cabernet Franc),,18 개월 바틀 숙성.,11~12 %,8~10 ℃,빈티지코리아,1/5,4/5,3/5,1/5,"시트러스, 아카시아, 꽃, 미네랄, 부싯돌, 허브","건육, 닭강정, 후라이드, 해산물, 아페리티프, 식전주, 샐러드, 치즈, 디저트",,French Crémant,Crémant de Loire AOC(AOP),
"아케르만, '로얄' 크레망 드 루아르","Ackerman, 'Royal' Cremant de Loire Brut",https://www.wine21.com/13_search/wine_view.html?Idx=177848&lq=LIST,아케르만  Ackerman,프랑스(France) / 루아르(Loire),샤르도네 (Chardonnay) / 슈냉 블랑 (Chenin Blanc) / 카베르네 프랑 (Cabernet Franc),,36 개월 바틀 숙성.,11~12 %,8~10 ℃,빈티지코리아,1/5,4/5,3/5,1/5,"살구, 배, 시트러스, 오렌지, 레몬껍질, 꽃, 미네랄, 부싯돌","건육, 닭강정, 치킨, 연어, 참치, 해산물, 오일파스타, 아시아요리, 식전주, 샐러드, 치즈",,French Crémant,Crémant de Loire AOC(AOP),
"몬테스, 윙스","Montes, Wings",https://www.wine21.com/13_search/wine_view.html?Idx=177849&lq=LIST,몬테스  Montes [Viña Montes],칠레(Chile) / 라펠 밸리(Rapel Valley) / 콜차구아 밸리(Cholchagua Valley) / 아팔타 밸리(Apalta Valley),카르메네르 (Carmenere) 85% / 카베르네 프랑 (Cabernet Franc) 15%,,80%가 새프렌치 오크통에서 20%가 중고 오크통에서 16개월 간 숙성,,16~18 ℃,나라셀라,1/5,4/5,3/5,4/5,"블랙베리, 블루베리, 피망, 후추, 감초","스테이크, 삼겹살, 파스타",,,,
"꼬끼예뜨, 꺄르뜨 도르 프리미에","Coquillette, Carte d'Or 1er Cru Brut",https://www.wine21.com/13_search/wine_view.html?Idx=177851&lq=LIST,꼬끼예뜨  Coquillette,프랑스(France) / 샹빠뉴(Champagne),피노 누아 (Pinot Noir) / 샤르도네 (Chardonnay),,"36개월 오크, 스테인리스 스틸 탱크 숙성. 병입 후 19개월 숙성.",13~14 %,8~10 ℃,빈티지코리아,1/5,4/5,3/5,1/5,"체리, 백도, 시트러스, 라임, 레몬, 아카시아, 꽃, 미네랄, 생강, 아몬드","건육, 초밥, 생선회, 해산물, 랍스터, 생굴, 새우, 식전주, 샐러드, 치즈",,French Champagne,,
"꼬끼예뜨, 뀌베 디안느 그랑 크뤼","Coquillette, Cuvee Diane Grand Cru",https://www.wine21.com/13_search/wine_view.html?Idx=177852&lq=LIST,꼬끼예뜨  Coquillette,프랑스(France) / 샹빠뉴(Champagne),샤르도네 (Chardonnay),,,13~14 %,8~10 ℃,빈티지코리아,1/5,4/5,3/5,1/5,"청사과, 백도, 시트러스, 레몬, 흰꽃, 꽃, 미네랄, 시나몬, 페이스트리","육회, 건육, 초밥, 생선회, 참치, 소라, 해산물, 전복, 전복, 치즈",,French Champagne,Champagne AOC(AOP),
"꼬끼예뜨, 밀레짐 브뤼","Coquillette, Millesime Brut",https://www.wine21.com/13_search/wine_view.html?Idx=177853&lq=LIST,꼬끼예뜨  Coquillette,프랑스(France) / 샹빠뉴(Champagne),샤르도네 (Chardonnay),,"36개월 간 오크, 스테인리스 스틸 탱크 숙성. 병입 후 19개월 숙성.",13~14 %,8~10 ℃,빈티지코리아,1/5,4/5,3/5,1/5,"청사과, 백도, 시트러스, 레몬, 흰꽃, 꽃, 미네랄, 브리오슈","건육, 초밥, 생선회, 해산물, 전복, 전복, 생굴, 아페리티프, 식전주, 샐러드, 치즈",,French Champagne,Champagne AOC(AOP),
"꼬끼예뜨, 마리 에메 로제 브뤼","Coquillette, Marie Aimer Rose Brut",https://www.wine21.com/13_search/wine_view.html?Idx=177854&lq=LIST,꼬끼예뜨  Coquillette,프랑스(France) / 샹빠뉴(Champagne),피노 누아 (Pinot Noir),,"36개월 간 오크, 스테인리스 스틸 탱크 숙성. 병입 후 19개월 숙성.",12~13 %,8~10 ℃,빈티지코리아,1/5,4/5,3/5,1/5,"체리, 라스베리, 시트러스, 자몽, 꽃, 미네랄","건육, 닭고기, 가금류, 연어, 참치, 장어, 해산물, 서양요리, 중국요리, 과일, 견과류, 타르트",* NV - Cellar Tracker 91점,French Champagne,Champagne AOC(AOP),
"꼬끼예뜨, 루이 엑스트라 브뤼","Coquillette, Louis Blanc de Noir Brut",https://www.wine21.com/13_search/wine_view.html?Idx=177855&lq=LIST,꼬끼예뜨  Coquillette,프랑스(France) / 샹빠뉴(Champagne),피노 누아 (Pinot Noir),말로락틱 발효. 오크 배럴 양조.,54개월 숙성 후 병입.,12~13 %,8~10 ℃,빈티지코리아,1/5,4/5,3/5,1/5,"배, 사과, 미네랄, 페이스트리, 아몬드","건육, 닭고기, 오리로스, 꽁피, 불고기, 서양요리, 중국요리, 치즈",,French Champagne,Champagne AOC(AOP),
"그라토, 피에몬테 브라케토","Grato, Piemonte Brachetto",https://www.wine21.com/13_search/wine_view.html?Idx=177856&lq=LIST,그라토  Grato,이탈리아(Italy) / 피에몬테(Piemonte),브라케토 (Brachetto),샤르마 방식.,,,8~10 ℃,에노테카코리아,3/5,3/5,3/5,1/5,"체리, 딸기, 크랜베리, 장미, 붉은꽃, 꽃","과일, 견과류, 타르트, 디저트, 케이크, 푸딩, 티라미수",,,,
"샤또 드 블리니, 끌로 뒤 샤또 드 블리니 브뤼 나뛰흐","Chateau de Bligny, Clos du Chateau Brut Nature",https://www.wine21.com/13_search/wine_view.html?Idx=177857&lq=LIST,샤또 드 블리니  Chateau de Bligny,프랑스(France) / 샹빠뉴(Champagne),샤르도네 (Chardonnay) / 피노 누아 (Pinot Noir) / 피노 뮈니에 (Pinot Meunier) / 아르반 (Arbanne) / 쁘띠 메슬리에 (Petit Meslier ) / 피노 블랑 (Pinot Blanc),,2차 발효 후 8년 병 숙성.,12~13 %,8~10 ℃,빈티지코리아,1/5,4/5,3/5,2/5,"사과, 감귤, 열대과일, 망고, 패션프루트, 파인애플, 꽃, 미네랄, 생강, 허브, 페이스트리, 브리오슈, 꿀","푸아그라, 초밥, 생선회, 연어, 참치, 해산물, 오일파스타, 중국요리, 치즈",* 2023 James Suckling's Top 100 wines of France,French Champagne,Champagne AOC(AOP),
