와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,양조,숙성,알코올,음용온도,추천음식,수입사,당도,산도,바디,타닌,아로마,음식매칭,기타정보,등급
"비떼 꼴떼, 스파쏘 피에몬테 로쏘 파시토","Vite Colte, Spasso Piemonte Rosso Passito",https://www.wine21.com/13_search/wine_view.html?Idx=170233&lq=LIST,비떼 꼴떼  Vite Colte,이탈리아(Italy) / 피에몬테(Piemonte),바르베라 (Barbera) 100%,Italian Barbera,스테인레스 스틸 탱크에서 25°C의 온도로 15-18일 동안 침용 과정과 말로락틱 발효(malolactic fermentation)로 양조,6개월 간의 배럴 숙성과 3개월 간의 병숙성,,16~18 ℃,"로스트 비프 스테이크, 다양한 파스타 요리, 숙성된 치즈 등과 잘 어울린다.",(주)와이넬,1/5,3/5,3/5,3/5,"자두, 잼","파스타, 자두, 치즈",* 2022 Korea Wine Challenge(KWC) - Silver Medal(Vint.2019),
"비떼 꼴떼, 에센제 바롤로","Vite Colte, Essenze Barolo",https://www.wine21.com/13_search/wine_view.html?Idx=170234&lq=LIST,비떼 꼴떼  Vite Colte,이탈리아(Italy) / 피에몬테(Piemonte),네비올로 (Nebbiolo) 100%,Italian Barolo,에센제는 최고 품질의 포도로 블렌딩한 와인,,,14~16 ℃,"다양한 메인요리, 버섯을 곁들인 비프 스테이크, 트러플을 곁들인 피자 등과 잘 어울린다.",(주)와이넬,1/5,3/5,3/5,3/5,"자두, 바닐라, 아몬드, 타르","피자, 자두",*2016 Gambero Rosso - 3 Glasses (Vint.2012/2004)*Decanter World Wine Awards – Gold Medal(Vint.2001/2009)*2014 INTERNATIONAL WINE & SPIRITS CHALLENGE – Gold Medal(Vint.2009),
"르 마르키 드 마리약, 브뤼","Le Marquis de Marillac, Brut",https://www.wine21.com/13_search/wine_view.html?Idx=170235&lq=LIST,르 마르키 드 마리약  Le Marquis de Marillac,프랑스(France) / 샹빠뉴(Champagne),샤르도네 (Chardonnay) 60% / 피노 누아 (Pinot Noir) 20% / 피노 뮈니에 (Pinot Meunier) 20%,French Champagne,,,,6~8 ℃,가볍게 곁들일 수 있는 다양한 에피타이저와 잘 어울린다.,(주)와이넬,1/5,4/5,1/5,1/5,,,,Champagne AOC(AOP)
"크뤼세, 블랑 드 블랑","Cruset, Blanc de Blancs",https://www.wine21.com/13_search/wine_view.html?Idx=170236&lq=LIST,GCF 그룹  GCF Group,프랑스(France) / 보르도(Bordeaux),샤르도네 (Chardonnay) / 아이렌 (Airen),,,,,6~8 ℃,"신선한 조개류와 생선 요리, 닭고기와 같은 가금류 등과 잘 어울린다.",(주)와이넬,1/5,4/5,1/5,1/5,,,,
슈발리에 까비날,Chevalier Cavinal,https://www.wine21.com/13_search/wine_view.html?Idx=170237&lq=LIST,GCF 그룹  GCF Group,프랑스(France) / 보르도(Bordeaux),메를로 (Merlot) / 카베르네 소비뇽 (Cabernet Sauvignon) / 카베르네 프랑 (Cabernet Franc),Bordeaux Red,포도는 잘 익었을 때 수확하여 줄기를 제거한 후 온도 조절이 가능한 탱크에서 10~14일 동안 발효,,,16~18 ℃,"육류 요리, 피자, 치즈, 스파게티 등 다양한 음식과 잘 어울린다.",(주)와이넬,1/5,3/5,4/5,4/5,바닐라,"피자, 치즈",,
샤 피에르,Chateau Pierre,https://www.wine21.com/13_search/wine_view.html?Idx=170238&lq=LIST,GCF 그룹  GCF Group,프랑스(France) / 보르도(Bordeaux),메를로 (Merlot) / 카베르네 소비뇽 (Cabernet Sauvignon) / 카베르네 프랑 (Cabernet Franc),Bordeaux Red,잘 익었을 때 수확하여 줄기를 제거한 후 온도 조절이 가능한 탱크에서 10~14일 동안 발효,,,16~18 ℃,"육류 요리, 피자, 치즈 등 다양한 음식과 잘 어울린다.",(주)와이넬,1/5,3/5,4/5,4/5,,"피자, 치즈",,
"까스텔 델 레메이, 템프라니요","Castell del Remei, Tempranillo",https://www.wine21.com/13_search/wine_view.html?Idx=170239&lq=LIST,까스텔 델 레메이  Castell del Remei,스페인(Spain) / 까탈루냐(Cataluna),템프라니요 (Tempranillo) 100%,Spanish Tempranillo,짧은 침용 과정을 거친 후 발효,발효가 완료된 후 3개월간 오크 배럴에서 숙성 후 출시,,16~18 ℃,"흰 살의 가금류나 붉은 육류로 조리한 요리, 소프트 치즈 등과 잘 어울린다.",(주)와이넬,1/5,3/5,3/5,3/5,체리,"가금류, 치즈",,
"펠릭스 솔리스, 깔리자 SAV","Felix Solis, Caliza SAV",https://www.wine21.com/13_search/wine_view.html?Idx=170240&lq=LIST,펠리스 솔리스  Felix Solis,스페인(Spain) / 라 만차(La Mancha),소비뇽 블랑 (Sauvignon Blanc) / 아이렌 (Airen) / 비우라 (Viura),Spanish Sauvignon Blanc,"신선도와 품종 특유의 아로마를 유지하기 위해 포도는 9월 말에서 10월 초 서늘한 밤에 수확, 또한 14-16℃의 스테인리스 탱크에서 발효",,,8~10 ℃,"타파스, 버터 소스가 들어간 생선요리, 스페인식 해산물 요리, 파스타, 치즈 등과 잘 어울린다.",(주)와이넬,1/5,4/5,1/5,1/5,허브,"해산물, 파스타, 치즈",,
"뷸러, 에스테이트 까베르네 소비뇽","Buehler, Estate Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=170241&lq=LIST,뷸러 빈야드  Buehler Vineyards,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),카베르네 소비뇽 (Cabernet Sauvignon),Californian Cabernet Sauvignon,30년 이상의 포도나무 수령,18개월 프렌치 & 아메리칸 오크 숙성,,16~18 ℃,"페퍼콘 비프 스테이크, 숙성된 치즈류, 코리안 바비큐 등",(주)와이넬,1/5,3/5,4/5,4/5,"바닐라, 토스트","바비큐, 치즈",Wine Spectator “Outstanding Producer” 선정Robert M. Parker Jr. - 91점(Vint. 2013),
"핑카 펠라, 깔라 레이 베르데호 소비뇽 블랑","Finca Fella, Cala Rey Verdejo Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=170242&lq=LIST,판티니 그룹  Fantini Group,스페인(Spain) / 라 만차(La Mancha),베르데호 (Verdejo) / 소비뇽 블랑 (Sauvignon Blanc),Spanish Sauvignon Blanc,"고품질의 건강한 포도를 수확, 15°C의 스테인리스 스틸 탱크에서 25일간 발효",,,8~10 ℃,"다양한 에피타이저, 조개류와 생선 요리 등과 잘 어울린다.",(주)와이넬,1/5,4/5,1/5,1/5,아니스,,,
"핑카 펠라, 알타도 베르데호","Finca Fella, Altado Verdejo",https://www.wine21.com/13_search/wine_view.html?Idx=170243&lq=LIST,판티니 그룹  Fantini Group,스페인(Spain) / 라 만차(La Mancha),베르데호 (Verdejo) 100%,Spanish Verdejo,우수한 품질의 베르데호는 13ºC의 스테인리스 스틸 탱크에서 발효,3개월 동안 리(lees) 숙성 과정과 함께 매주 바또나쥬(bâtonnage,,8~10 ℃,"쌀을 베이스로 한 요리와 각종 해산물 요리, 가벼운 치즈 등과 잘 어울린다.",(주)와이넬,1/5,3/5,1/5,1/5,"복숭아, 바나나, 건초","해산물, 복숭아, 치즈",* 2023 Korea Wine Challenge - Silver Medal(Vint.2022),
"핑카 펠라, 깔라 레이 템프라니요 시라","Finca Fella, Cala Rey Tempranillo Syrah",https://www.wine21.com/13_search/wine_view.html?Idx=170244&lq=LIST,판티니 그룹  Fantini Group,스페인(Spain) / 라 만차(La Mancha),템프라니요 (Tempranillo) 80% / 시라/쉬라즈 (Syrah/Shiraz) 20%,Spanish Tempranillo,"템프라니요는 스테인리스 스틸 탱크에서 7일간 발효되는 반면, 시라는 디스테밍(수확한 포도에서 가지를 제거하는 것)을 하고 스테인리스 스틸 회전 탱크에서 발효","10-15일 동안 26°C의 온도에서 침용 과정을 거치며, 이후 가벼운 정화 작업과 저온 안정화",,16~18 ℃,"구운 고기, 치즈 등과 잘 어울린다.",(주)와이넬,1/5,3/5,3/5,3/5,감초,치즈,,
"핑카 펠라, 알타도 모나스트렐","Finca Fella, Altado Monastrell",https://www.wine21.com/13_search/wine_view.html?Idx=170245&lq=LIST,판티니 그룹  Fantini Group,스페인(Spain) / 라 만차(La Mancha),모나스트렐 (Monastrell) 100%,Spanish Monastrell,8일 동안 26°C의 온도에서 침용 과정을 진행,300L 프렌치 오크 배럴(뉴 오크 15%)에서 6개월간 숙성,,16~18 ℃,"깊은 풍미의 스튜, 버섯 파스타, 다양한 고기 요리, 샤퀴테리, 숙성 치즈 등과 잘 어울린다.",(주)와이넬,1/5,3/5,3/5,3/5,"블랙베리, 체리, 오크","스튜, 파스타, 버섯, 치즈",* 2020빈티지: 2022 Korea Wine Challenge (KWC) - Bronze Medal,Almansa DO(DOP)
"핑카 펠라, 엘 마소","Finca Fella, El Maso",https://www.wine21.com/13_search/wine_view.html?Idx=170246&lq=LIST,판티니 그룹  Fantini Group,스페인(Spain) / 라 만차(La Mancha),가르나차 틴토레라  (Garnacha Tintorera) 100%,Spanish Grenache,"섬세한 줄기 제거 작업을 마치고, 25일 동안 침용과 발효",이후 젖산 발효(Malo-lactic fermentation)는 아메리칸 오크와 프렌치 오크에서 12개월간 진행,,16~18 ℃,"첫번째 코스 요리, 붉은 육류로 조리한 요리 등과 잘 어울린다.",(주)와이넬,1/5,3/5,4/5,4/5,"미네랄, 허브, 코코아",,* 2021/2022 Korea Wine Challenge - Gold Medal(Vint.2018/2019),
"설리반, 설리번, 쾨르 드 비뉴 레드 블랜드","Sullivan, Sullivan, Coeur de Vigne Red Blend",https://www.wine21.com/13_search/wine_view.html?Idx=170247&lq=LIST,설리반 루더포드 에스테이트  Sullivan Rutherford Estate,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),카베르네 소비뇽 (Cabernet Sauvignon) 75% / 메를로 (Merlot) 22% / 말벡 (Malbec) 3%,Californian Cabernet Sauvignon,,,14~15 %,16~18 ℃,"붉은 육류, 스테이크, 갈비찜, 불고기, 양갈비, 한국음식, 햄버거, 피자 와 잘 어울린다.",와인투유코리아,1/5,3/5,3/5,4/5,"자두, 정향","스테이크, 햄, 양갈비, 자두",,
"피케라스, 그랑 마리우스 리제르바 셀렉션","PIqueras, Gran Marius Reserva Selection",https://www.wine21.com/13_search/wine_view.html?Idx=170248&lq=LIST,보데가스 피케라스  Bodegas Piqueras,스페인(Spain) / 라 만차(La Mancha),모나스트렐 (Monastrell) / 가르나차 틴토레라  (Garnacha Tintorera) / 템프라니요 (Tempranillo) / 시라/쉬라즈 (Syrah/Shiraz),Spanish Red,,,14~15 %,16~18 ℃,"양고기, 치즈, 튀김요리, 스테이크와 잘 어울린다.",바쿠스,1/5,3/5,4/5,3/5,"체리, 자두, 잼, 허브","스테이크, 양고기, 튀김, 자두, 치즈",*GOLD – CHALLENGE MILLÉSIME BIO 2020 (2019 vintage)*GOLD – Gilbert & Gaillard 2020 (2019 vintage)*SILVER – SINGAPORE AWARDS 2018 (2018 vintage)*COMMENDED – IWC 2019 (2018 vintage)*COMMENDED – DECANTER 2019 (2018 vintage),
"피케라스, 그랑 마리우스 베르데호 바리카","Piqueras, Gran Marius Verdejo Barrica",https://www.wine21.com/13_search/wine_view.html?Idx=170249&lq=LIST,보데가스 피케라스  Bodegas Piqueras,스페인(Spain) / 라 만차(La Mancha),베르데호 (Verdejo) 100%,Spanish Verdejo,,,13~14 %,8~10 ℃,"각종 생선 요리, 흰 고기, 해산물, 샐러드, 치즈와 잘 어울린다.",바쿠스,1/5,3/5,1/5,1/5,"배, 레몬, 망고","해산물, 샐러드, 치즈",*GOLD - CHALLENGE MILLESIME BIO 2020(2019 VINT.)*GOLD - GILBERT & GAILLARD 2020(2019 VINT.)*SILVER - SINGAPORE AWARDS 2018(2018 VINT.)*COMMENDED - IWC 2019(2018 VINT.)*COMMENDED - DECANTER 2019(2018 VINT.),
"피케라스, 마리우스 로블","Piqueras, Marius Roble",https://www.wine21.com/13_search/wine_view.html?Idx=170250&lq=LIST,보데가스 피케라스  Bodegas Piqueras,스페인(Spain) / 라 만차(La Mancha),모나스트렐 (Monastrell) 50% / 가르나차  (Garnacha) 50%,Spanish Red,,,14~15 %,16~18 ℃,"구이, 볶음, 튀김, 붉은 고기 바베큐, 쌀, 파스타, 소금에 절인 고기, 치즈와 잘 어울린다.",바쿠스,1/5,3/5,3/5,3/5,"체리, 자두","파스타, 튀김, 자두, 치즈",*GOLD – Berliner Wein Trophy 2020 (2018 vintage)*GOLD – Mundus Vini 2019 (2017 vintage)*GOLD – Concours Mondial de Bruxelles 2019 (2017 vintage),
"피케라스, 마리우스 블랑코","Piqueras, Marius Blanco",https://www.wine21.com/13_search/wine_view.html?Idx=170251&lq=LIST,보데가스 피케라스  Bodegas Piqueras,스페인(Spain) / 라 만차(La Mancha),베르데호 (Verdejo) 70% / 소비뇽 블랑 (Sauvignon Blanc) 30%,Spanish Verdejo,,,12~13 %,8~10 ℃,"연어구이, 가리비, 닭고기, 쌀요리, 신선한 여름 샐러드, 또는 간단히 혼자서 즐길 수 있는 음식과  잘 어울린다.",바쿠스,1/5,4/5,1/5,1/5,열대과일,"닭고기, 연어, 샐러드",,
"피케라스, 마리우스 싱글 빈야드 가르나차 틴토레라","Piqueras, Marius Single Vineyard Garnacha Tintorera",https://www.wine21.com/13_search/wine_view.html?Idx=170252&lq=LIST,보데가스 피케라스  Bodegas Piqueras,스페인(Spain) / 라 만차(La Mancha),가르나차 틴토레라  (Garnacha Tintorera) 100%,Spanish Grenache,,,14~15 %,16~18 ℃,"타파스, 숙성된 치즈, 바비규, 붉은 고기와 잘 어울린다.",바쿠스,1/5,3/5,3/5,3/5,딸기,치즈,*GOLD – Berliner Wein Trophy 2019 (2016 vintage)*GOLD – Berliner Wein Trophy 2018 (2015 vintage)*SILVER - Mundus Vini 2017 (2014 vintage)*BRONZE – Decanter World Wine Awards 2017 (2014 vintage),
"피케라스, 마리우스 싱글 빈야드 모나스트렐","Piqueras, Marius Single Vineyard Monastrell",https://www.wine21.com/13_search/wine_view.html?Idx=170253&lq=LIST,보데가스 피케라스  Bodegas Piqueras,스페인(Spain) / 라 만차(La Mancha),모나스트렐 (Monastrell) 100%,Spanish Monastrell,,,14~15 %,16~18 ℃,"양고기, 붉은 고기 바베큐, 소금에 절인 고기, 치즈, 튀김요리와 잘 어울린다.",바쿠스,1/5,3/5,3/5,3/5,"배, 후추, 허브","양고기, 튀김, 치즈",*GOLD – Gilbert & Gaillard 2020 (2018 vintage)*GOLD – Berliner Wein Trophy 2019 (2016 vintage)*GOLD – Berliner Wein Trophy 2018 (2015 vintage)*GOLD – Berliner Wein Trophy 2017 (2014 vintage)*GOLD – Berliner Wein Trophy 2016 (2013 vintage),
"피케라스, 마리우스 크리안자","Piqueras, Marius Crianza",https://www.wine21.com/13_search/wine_view.html?Idx=170254&lq=LIST,보데가스 피케라스  Bodegas Piqueras,스페인(Spain) / 라 만차(La Mancha),모나스트렐 (Monastrell) 65% / 카베르네 소비뇽 (Cabernet Sauvignon) 20% / 템프라니요 (Tempranillo) 15%,Spanish Red,,,14~15 %,16~18 ℃,"양고기 , 순한 치즈, 튀김요리와 잘 어울린다.",바쿠스,1/5,3/5,4/5,3/5,"체리, 자두","양고기, 튀김, 자두, 치즈",*GOLD – Citadelles du Vin 2019 (2017 vintage)*COMMENDED - Decanter 2019 (2017 vintage)*COMMENDED – IWC 2019 (2017 vintage)*COMMENDED – Decanter 2017 (2015 vintage)*GOLD – Berliner Trophy 2016 (2014 vintage),
"패트리티, 머천트 쉬라즈","Patritti, Merchant Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=170255&lq=LIST,패트리티  Patritti,호주(Australia) / 사우스 오스트레일리아(South Australia) / 맥라렌 베일(McLaren Vale),시라/쉬라즈 (Syrah/Shiraz),Australian Shiraz,,,14~15 %,16~18 ℃,"스테이크, 구운 버섯, 갈비찜, 붉은 육류 요리와 잘 어울린다.",바쿠스,1/5,3/5,4/5,3/5,,"스테이크, 갈비찜, 버섯","*International Wine & Sprits Competition""세계에서 가장 아름다운 와인 레이블""로 선정HALLIDAY POINTS 94 POINTS﻿",
"패트리티, JPB 리미티드 릴리즈 쉬라즈","Patritti, JPB Limited Release Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=170256&lq=LIST,패트리티  Patritti,호주(Australia) / 사우스 오스트레일리아(South Australia) / 맥라렌 베일(McLaren Vale),시라/쉬라즈 (Syrah/Shiraz),Australian Shiraz,,,14~15 %,16~18 ℃,"스테이크, 다양한 붉은 육류 요리와 잘 어울린다.",바쿠스,1/5,2/5,5/5,4/5,"자두, 후추","스테이크, 자두","*Double Gold Medal – China Wine & Spirit Awards, 2017*Gold Medal – Decanter World Wine Awards, UK, 2017*Gold Medal – Melbourne International Wine Competition, Australia, 2017*Silver Medal – International Wine Challenge, UK, 2017﻿",
"패트리티, P라벨 샤도네이","Patritti, P Label Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=170257&lq=LIST,패트리티  Patritti,호주(Australia) / 사우스 오스트레일리아(South Australia),샤르도네 (Chardonnay) 100%,Australian Chardonnay,,,12~13 %,8~10 ℃,"연어, 해산물, 샐러드, 구운 생선과 잘 어울린다.",바쿠스,1/5,3/5,2/5,1/5,"레몬, 꽃","연어, 해산물, 샐러드",,
"패트리티, P라벨 쉬라즈","Patritti, P Label Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=170258&lq=LIST,패트리티  Patritti,호주(Australia) / 사우스 오스트레일리아(South Australia),시라/쉬라즈 (Syrah/Shiraz),Australian Shiraz,,,14~15 %,16~18 ℃,"스테이크, 구운 버섯과 잘 어울린다.",바쿠스,1/5,2/5,4/5,2/5,"블랙커런트, 자두, 후추","스테이크, 버섯, 자두",,
"패트리티, 머천트 샤도네이","Patritti, Merchant Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=170259&lq=LIST,패트리티  Patritti,호주(Australia) / 사우스 오스트레일리아(South Australia) / 아들레이드(Adelaide),샤르도네 (Chardonnay),Australian Chardonnay,,,12~13 %,8~10 ℃,"연어, 해산물, 샐러드, 삼겹살과 잘 어울린다.",바쿠스,1/5,3/5,3/5,1/5,"복숭아, 파인애플, 토스트, 오크","삼겹살, 연어, 해산물, 샐러드, 복숭아",*HALLIDAY POINTS 89 POINTS,
"패트리티, 머천트 까베르네 소비뇽","Patritti, Merchant Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=170260&lq=LIST,패트리티  Patritti,호주(Australia) / 사우스 오스트레일리아(South Australia) / 맥라렌 베일(McLaren Vale),카베르네 소비뇽 (Cabernet Sauvignon),Australian Cabernet Sauvignon,,,14~15 %,16~18 ℃,"스테이크, 구운 버섯, 치즈, 다양한 붉은 육류 요리와 잘 어울린다.",바쿠스,1/5,3/5,4/5,4/5,"민트, 토스트","스테이크, 버섯, 치즈",*HALLIDAY POINTS 95 POINTS,
"쇼테스브룩, 1337 헤리티지 시리즈 블랑 드 블랑","Shottesbrooke, 1337 Heritage series Blanc de Blancs",https://www.wine21.com/13_search/wine_view.html?Idx=170261&lq=LIST,쇼테스브룩  Shottesbrooke,호주(Australia) / 사우스 오스트레일리아(South Australia) / 아들레이드(Adelaide),샤르도네 (Chardonnay),,,,12~13 %,6~8 ℃,"석화, 해산물, 샐러드와 잘 어울린다.",,1/5,3/5,2/5,1/5,아몬드,"해산물, 샐러드",*SIVER MEDAL / 89 points – Tastings.com (USA)*SILVER MEDAL – Hong Kong International Wine & Spirit Competition*SIVER MEDAL – Adelaide Hills Wine Show 2017 & 2018*The Wine Front – 90 points﻿,
"쇼테스브룩, 리저브 엘리자 쉬라즈","Shottesbrooke, Reserve Eliza Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=170262&lq=LIST,쇼테스브룩  Shottesbrooke,호주(Australia) / 사우스 오스트레일리아(South Australia) / 맥라렌 베일(McLaren Vale),시라/쉬라즈 (Syrah/Shiraz),Australian Shiraz,,,14~15 %,16~18 ℃,"비프 스테이크, 구운 채소, 감자와 잘 어울린다.",,1/5,3/5,4/5,4/5,"후추, 토스트",채소,"*WINE OF THE YEAR - USA Wine Ratings 2021*GOLD MEDAL - Sommeliers Choice Awards 2021*TOP GOLD - USA Wine Ratings 2021  / GOLD MEDAL - Tastings.com, USA*BEST IN SHOW - BY COUNTRY - USA Wine Ratings 2021*GOLD MEDAL - Mundus Vini Spring Tasting 2019*BEST IN SHOW – BY VARIETAL – USA Wine Ratings 2021*James Halliday – 94 points﻿",
