와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,등급,알코올,음용온도,추천음식,기타정보,수입사,당도,산도,바디,타닌,아로마,음식매칭,숙성,양조
"프란쯔 켈러, 뻬띠 아들러","Franz Keller, Petit Adler",https://www.wine21.com/13_search/wine_view.html?Idx=169420&lq=LIST,프란쯔 켈러  Franz Keller,독일(Germany) / 바덴(Baden),뮐러 트루가우 (Muller Thurgau) / 리슬링 (Riesling),,,,6~8 ℃,"식전주, 전채요리, 회, 스시, 해산물, 건육, 살라미, 하몽, 스낵 등과 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"스시, 해산물, 식전주, 전채요리, 스낵",,
"록사렐, 아말테아 드 록사렐 브룻 나뚜르 레제르바","Loxarel, Amaltea de Loxarel Brut Nature Reserva",https://www.wine21.com/13_search/wine_view.html?Idx=169421&lq=LIST,록사렐  Loxarel,스페인(Spain) / 페네데스(Penedes),자렐로 (Xarel.lo) / 마카베오 (Macabeo) / 빠레야다 (Parellada),,,12~13 %,6~8 ℃,애피타이저 및 전채요리와 잘 어울린다,,루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,"사과, 감귤, 미네랄",전채요리,셀러에서 최소 15개월이상 숙성,바이오다이나믹 재배 방법으로 생산된 포도를 Methode Traditionelle 방법으로 제조
"록사렐, 아 펠 드 록사렐 자렐-로 암포레스","Loxarel, A pel de Loxarel xarel-lo Amfores",https://www.wine21.com/13_search/wine_view.html?Idx=169422&lq=LIST,록사렐  Loxarel,스페인(Spain) / 페네데스(Penedes),자렐로 (Xarel.lo),,,,6~8 ℃,"식전주, 전채요리, 회, 스시, 해산물, 건육, 살라미, 하몽, 스낵 등과 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"스시, 해산물, 식전주, 전채요리, 스낵",,
"보데가스 셀라야, 스파클링 화이트 브뤼","Bodegas Celaya, Sparkling White Brut",https://www.wine21.com/13_search/wine_view.html?Idx=169423&lq=LIST,보데가스 셀라야  Bodeges Celaya,스페인(Spain) / 라 만차(La Mancha),그르나슈 블랑 (Grenache Blanc),,,,,"식전주, 전채요리, 회, 스시, 해산물, 건육, 살라미, 하몽, 스낵 등과 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"스시, 해산물, 식전주, 전채요리, 스낵",,
"미셀톤, 프리스 프로세코","Mitchelton, Preece Prosecco",https://www.wine21.com/13_search/wine_view.html?Idx=169424&lq=LIST,미셀톤  Mitchelton,호주(Australia) / 빅토리아(Victoria),글레라 (Glera),,,11~12 %,6~8 ℃,"식전주, 전채요리, 회, 스시, 해산물, 건육, 살라미, 하몽, 스낵 등과 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,"시트러스, 꽃","스시, 해산물, 식전주, 전채요리, 스낵",,
"테 아왕가, 러브드 업","Te Awanga, Loved up",https://www.wine21.com/13_search/wine_view.html?Idx=169425&lq=LIST,테 아왕가  Te Awanga,뉴질랜드(New Zealand) / 노스 아일랜드(North Island) / 혹스 베이(Hawke's Bay),피노 누아 (Pinot Noir) / 샤르도네 (Chardonnay),,,,,"식전주, 전채요리, 회, 스시, 해산물, 건육, 살라미, 하몽, 스낵 등과 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"스시, 해산물, 식전주, 전채요리, 스낵",,
샤또 필부아 비에이 빈,Chateau Pillebois Vieilles Vignes,https://www.wine21.com/13_search/wine_view.html?Idx=169426&lq=LIST,비노블 마르셀 쁘띠  Vignobles Marcel Petit,프랑스(France) / 보르도(Bordeaux) / 까스띠용 꼬뜨 드 보르도(Castillon Côtes de Bordeaux),메를로 (Merlot) 95% / 카베르네 소비뇽 (Cabernet Sauvignon) 5%,Bordeaux Red,,12~13 %,16~18 ℃,"바베큐, 붉은 살 또는 흰 살 고기류, 가금류, 순한 치즈와 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,4/5,4/5,자두,"가금류, 치즈",", 1년 간 와인의 1/3은 새로운 오크 통, 1/3은 1년 된 오크통, 1/3은 2년 된 오크통 숙성",까스띠용 꼬뜨 드 보르도 지역의 훌륭한 자갈 토양에서 평균 35~60년 된 포도나무에서 수확한 포도로 양조
샤또 필부아,Chateau Pillebois,https://www.wine21.com/13_search/wine_view.html?Idx=169427&lq=LIST,비노블 마르셀 쁘띠  Vignobles Marcel Petit,프랑스(France) / 보르도(Bordeaux) / 까스띠용 꼬뜨 드 보르도(Castillon Côtes de Bordeaux),메를로 (Merlot) 75% / 카베르네 소비뇽 (Cabernet Sauvignon) 25%,Bordeaux Red,,12~13 %,16~18 ℃,"바베큐, 붉은 살과 흰 살 고기류, 가금류, 맛을 낸 치즈와 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,4/5,3/5,,"가금류, 치즈",,
샤또 프랑 라뛰그 쌩떼밀리옹 그랑 크뤼,Chateau Franc Lartigue St-Emilion Grand Cru,https://www.wine21.com/13_search/wine_view.html?Idx=169428&lq=LIST,비노블 마르셀 쁘띠  Vignobles Marcel Petit,프랑스(France) / 보르도(Bordeaux) / 생-떼밀리옹(Saint-Emilion),메를로 (Merlot) 70% / 카베르네 프랑 (Cabernet Franc) 15% / 카베르네 소비뇽 (Cabernet Sauvignon) 15%,Bordeaux Saint-Émilion,,14~15 %,16~18 ℃,"스테이크, 훈제오리, 치킨, 바비큐, 소시지, 브리 치즈와 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,4/5,3/5,,스테이크,"포도의 1/3은 새 오크통, 1/3은 1년 된 오크통, 1/3은 2년 된 오크통에서 숙성",손 수확 후 포도는 통에 들어가기 전에 세심하게 분류
엄블리 드 프랑 라뛰그 쌩떼밀리옹 그랑 크뤼,Embellie de Franc Lartigue St-Emilion Grand Cru,https://www.wine21.com/13_search/wine_view.html?Idx=169429&lq=LIST,비노블 마르셀 쁘띠  Vignobles Marcel Petit,프랑스(France) / 보르도(Bordeaux) / 생-떼밀리옹(Saint-Emilion),메를로 (Merlot) 100%,Bordeaux Saint-Émilion,,13~14 %,16~18 ℃,"소스 기반의 고기 요리와 구운 고기, 치즈와 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,4/5,3/5,,치즈,프렌치 오크통에서 18개월 숙성,모래와 자갈 토양에서 자란 포도는 제초제를 쓰지 않고 재배
"도멘 데 뜨로띠에르, 카베르네 당주 샴 오죠","Domaine des Trottieres, Cabernet d'Anjou Champ d'Oiseaux",https://www.wine21.com/13_search/wine_view.html?Idx=169430&lq=LIST,도멘 데 뜨로띠에르  Domaine des Trottieres,프랑스(France) / 루아르(Loire),카베르네 프랑 (Cabernet Franc) 90% / 카베르네 소비뇽 (Cabernet Sauvignon) 10%,,,11~12 %,16~18 ℃,"동남아시아등 아시아 요리, 딸기 디저트와 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,4/5,4/5,,"딸기, 디저트",18도 미만의 온도에서 발효 과정을 거친 뒤 스테인레스 탱크에서 약 3개월 간의 숙성,자갈 토양과 모래 점토에서 자란 포도로 양조
"도멘 데 뜨로띠에르, 앙주 샹 데 로즈","Domaine des Trottieres, Anjou Champ des Loges",https://www.wine21.com/13_search/wine_view.html?Idx=169431&lq=LIST,도멘 데 뜨로띠에르  Domaine des Trottieres,프랑스(France) / 루아르(Loire),카베르네 프랑 (Cabernet Franc) 100%,Upper Loire Red,,12~13 %,16~18 ℃,"차가운 고기, 생 햄, 스튜, 파스타, 치즈와 잘 어울리며 디저트에도 사과와 배를 이용한 디저트에는  잘 어울린다",,루벵코리아 (루뱅쿱),1/5,3/5,4/5,5/5,,"스튜, 햄, 파스타, 치즈, 디저트",오크통에서 12개월 숙성,
"도멘 데 뜨로띠에르, 앙쥬","Domaine des Trottieres, Anjou",https://www.wine21.com/13_search/wine_view.html?Idx=169432&lq=LIST,도멘 데 뜨로띠에르  Domaine des Trottieres,프랑스(France) / 루아르(Loire),카베르네 프랑 (Cabernet Franc) 100%,Upper Loire Red,,12~13 %,16~18 ℃,"스테이크, 가금류, 파스타, 스튜, 치즈 등의 음식과 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,4/5,5/5,,"가금류, 파스타, 치즈",전통적인 방식으로 발효하며 21일간 펌핑 오버 작업을 거쳐 오크통에서 12개월간 숙성,
"도멘 데 뜨로띠에르, 쉐닌 클레어 드 룬","Domaine des Trottieres, Chenin Clair de Lune",https://www.wine21.com/13_search/wine_view.html?Idx=169433&lq=LIST,도멘 데 뜨로띠에르  Domaine des Trottieres,프랑스(France) / 루아르(Loire),슈냉 블랑 (Chenin Blanc) 100%,Upper Loire White,,12~13 %,8~10 ℃,"에피타이저, 해산물, 돼지고기, 송아지 요리와 모두 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"송아지, 해산물","포도는 통제된 온도에서 전통적인 방식으로 발효를 진행하였고, 6개월 동안 숙성",
"도멘 데 뜨로띠에르, 쉐닌 클레어 드 룬(무아황산염)","Domaine des Trottieres, Chenin Clair de Lune(No added Sulfites)",https://www.wine21.com/13_search/wine_view.html?Idx=169434&lq=LIST,도멘 데 뜨로띠에르  Domaine des Trottieres,프랑스(France) / 루아르(Loire),슈냉 블랑 (Chenin Blanc),Upper Loire White,,12~13 %,8~10 ℃,"에피타이저, 해산물, 돼지고기, 송아지 요리와 모두 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"송아지, 해산물","통제된 온도에서 전통적인 방식으로 발효를 진행하였고, 6개월 동안 숙성",
"도멘 데 라 꽁브, 뮈스까데 세버 에 맨 쉬르 리","Domaine de la Combe, Muscadet Sevre et Maine Sur Lie",https://www.wine21.com/13_search/wine_view.html?Idx=169435&lq=LIST,도멘 데 라 콤브  Domaine de la Combe,프랑스(France) / 루아르(Loire),뮈스카데 (Muscadet) 100%,Loire Muscadet,,11~12 %,12~14 ℃,"에피타이저와 잘 어울리며 생선, 조개 및 갑각류의 음식과도 잘 어울린다.",,루벵코리아 (루뱅쿱),3/5,3/5,1/5,1/5,"배, 감귤",,"발효는 포도밭의 야생 효모를 이용하고, 떼루라와 말로라틱 발효가 잘 어울리지 않아 생략하며 숙성 직전 소량의 아황산염을 한 회 첨가",최적의 성숙도에서 수확하여 즉시 프레스 과정을 거침
"도멘 데 라 꽁브, 뮈스까데 세버 에 맨 쉬르 리 리저브 퍼스넬레","Domaine de la Combe, Muscadet Sevre et Maine Sur Lie Reserve Personnelle",https://www.wine21.com/13_search/wine_view.html?Idx=169436&lq=LIST,도멘 데 라 콤브  Domaine de la Combe,프랑스(France) / 루아르(Loire),뮈스카데 (Muscadet),,,12~13 %,12~14 ℃,"샐러드, 과일, 말린과일, 디저트, 케이크, 스낵 등과 잘 어울린다.",,루벵코리아 (루뱅쿱),3/5,3/5,1/5,1/5,"사과, 감귤, 미네랄",샐러드,오크통에서 14개월의 숙성을 거치고 출하되기까지 1년 정도 추가적으로 안정화,최적의 성숙도의 포도를 손으로 수확한 뒤 즉시 프레싱 작업을 진행
"도멘 데 라 꽁브, 제스티 멜론 블랑","Domaine de la Combe, Zeste Melon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=169437&lq=LIST,도멘 데 라 콤브  Domaine de la Combe,프랑스(France) / 루아르(Loire),믈롱 드 부르고뉴 (Melon de Bourgogne),,,12~13 %,8~10 ℃,조개 및 해산물과 완벽하게 어울리는데 그 중 굴과 특별히 잘 어울린다.,,루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,"사과, 감귤, 멜론",해산물,"말로라틱 발효도 진행되며, 별도의 여과과정을 거치지 않고 아황산염 또한 전혀 사용하지 않는다. 8개월간 숙성 뒤 출하","포도를 살짝 더 익었을 때 수확을 하며, 전체 포도송이를 배럴에 담고 5일간 배럴을 오픈한 상태로 보관"
"도멘 데 호슈 네브, 끌로 드 르셀리에 소뮤르 샹피니","Domaine des Roches Neuves, Clos de Lechelier Saumur Champigny",https://www.wine21.com/13_search/wine_view.html?Idx=169438&lq=LIST,도멘 데 호슈 네브  Domaine des Roches Neuves,프랑스(France) / 루아르(Loire),카베르네 프랑 (Cabernet Franc) 100%,,,,16~18 ℃,"오리고기, 오리로스. 치킨, 바비큐, 소시지, 수육, 토마토파스타, 피자와 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,4/5,4/5,,수육,,
"도멘 데 호슈 네브, 레 메모아 소뮤르 샹피니","Domaine des Roches Neuves, Les Memoires Saumur Champigny",https://www.wine21.com/13_search/wine_view.html?Idx=169439&lq=LIST,도멘 데 호슈 네브  Domaine des Roches Neuves,프랑스(France) / 루아르(Loire),카베르네 프랑 (Cabernet Franc) 100%,Upper Loire Red,,,16~18 ℃,"오리고기, 오리로스. 치킨, 바비큐, 소시지, 수육, 토마토파스타, 피자와 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,4/5,4/5,,수육,45hl의 시멘트 통에서 16~ 22℃의 온도에서 발효,바이오 다이나믹 공법으로 손 수확한 포도를 컨베이어 벨트를 통과시키면서 수작업 분류
"도멘 데 호슈 네브, 소뮤르 샹피니 뀌베 프뤼","Domaine des Roches Neuves, Saumur-Champigny Cuvee Fruit",https://www.wine21.com/13_search/wine_view.html?Idx=169440&lq=LIST,도멘 데 호슈 네브  Domaine des Roches Neuves,프랑스(France) / 루아르(Loire),카베르네 프랑 (Cabernet Franc) 100%,,,12~13 %,16~18 ℃,"오리고기, 오리로스. 치킨, 바비큐, 소시지, 수육, 토마토파스타, 피자와 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,4/5,4/5,,수육,16-22℃ 의 온도의 스테인리스 탱크에서 발효작업을 거친후 24℃ 의 온도에서 발효작업을 끝낸다. 스테인리스와 오크통에서 숙성및 안정,바이오 다이나믹 농법을 사용하여 수확한 포도를 컨베이어 밸트를 통과하면서 일일이 수작업으로 분류 작업
"도멘 데 호슈 네브, 소뮤르 블랑 끌로 두 물랑","Domaine des Roches Neuves, Saumur Blanc Clos de Moulin",https://www.wine21.com/13_search/wine_view.html?Idx=169442&lq=LIST,도멘 데 호슈 네브  Domaine des Roches Neuves,프랑스(France) / 루아르(Loire),슈냉 블랑 (Chenin Blanc),Burgundy White,,,10~12 ℃,"오리로스, 치킨, 훈제연어, 생선구이, 장어구이, 해산물, 숙성 치즈, 피자, 파스타 등과 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,2/5,1/5,,"해산물, 치즈",,
"마리타나, 라 리비에르 샤도네이","Maritana, La Riviere Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=169443&lq=LIST,마리타나 빈야즈  Maritana Vineyards,미국(U.S.A) / 캘리포니아(California) / 소노마 카운티(Sonoma County) / 러시안 리버 밸리(Russian River Valley),샤르도네 (Chardonnay),Californian Chardonnay,Russian River Valley AVA,,10~12 ℃,"바비큐, 훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 참치, 새우, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",,나라셀라,1/5,4/5,4/5,1/5,"사과, 레몬, 리치, 미네랄","바비큐, 수육, 탕수육, 치즈",프렌치오크/Sur lie 숙성,"전송이 압착, 젖산발효"
"마리타나, 샵 블록 1967 샤도네이","Maritana, Shop Block 1967 Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=169444&lq=LIST,마리타나 빈야즈  Maritana Vineyards,미국(U.S.A) / 캘리포니아(California) / 소노마 카운티(Sonoma County) / 러시안 리버 밸리(Russian River Valley),샤르도네 (Chardonnay),Californian Chardonnay,Russian River Valley AVA,,10~12 ℃,"바비큐, 훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 참치, 새우, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",,나라셀라,1/5,4/5,4/5,1/5,"꽃, 미네랄","바비큐, 수육, 탕수육, 치즈",프렌치오크/Sur lie 숙성,"전송이 압착, 토착효모 사용, 젖산발효"
"마리타나, 핸슨힐 샤도네이","Maritana, Hansen Hill Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=169445&lq=LIST,마리타나 빈야즈  Maritana Vineyards,미국(U.S.A) / 캘리포니아(California) / 소노마 카운티(Sonoma County) / 러시안 리버 밸리(Russian River Valley),샤르도네 (Chardonnay),Californian Chardonnay,Russian River Valley AVA,,10~12 ℃,"바비큐, 훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 참치, 새우, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",,나라셀라,1/5,4/5,4/5,1/5,"복숭아, 꽃, 미네랄","바비큐, 수육, 탕수육, 복숭아, 치즈",프렌치오크/Sur lie 숙성,"전송이 압착, 젖산발효"
"도멘 고뜨홍, 샤블리","Domaine Gautheron, Chablis",https://www.wine21.com/13_search/wine_view.html?Idx=169446&lq=LIST,도멘 고뜨홍  Domaine Gautheron,프랑스(France) / 부르고뉴(Bourgogne) / 샤블리(Chablis),샤르도네 (Chardonnay),Burgundy Chablis,,,8~10 ℃,"훈제 연어, 스시, 회, 굴, 조개, 해산물, 다양한 치즈, 아시아요리, 동남아요리, 피자, 파스타 등과 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"해산물, 치즈",,
"도멘 고뜨홍, 샤블리 비에이 빈","Domaine Gautheron, Chablis Vielles Vignes",https://www.wine21.com/13_search/wine_view.html?Idx=169447&lq=LIST,도멘 고뜨홍  Domaine Gautheron,프랑스(France) / 부르고뉴(Bourgogne) / 샤블리(Chablis),샤르도네 (Chardonnay),Burgundy Chablis,,,8~10 ℃,"훈제 연어, 스시, 회, 굴, 조개, 해산물, 다양한 치즈, 아시아요리, 동남아요리, 피자, 파스타 등과 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"해산물, 치즈",,
"도멘 고뜨홍, 샤블리 프르미에 크뤼 레포르노","Domaine Gautheron, Chablis 1er Cru Les Fourneaux",https://www.wine21.com/13_search/wine_view.html?Idx=169448&lq=LIST,도멘 고뜨홍  Domaine Gautheron,프랑스(France) / 부르고뉴(Bourgogne) / 샤블리(Chablis),샤르도네 (Chardonnay),Burgundy Chablis,,,8~10 ℃,"훈제 연어, 스시, 회, 굴, 조개, 해산물, 다양한 치즈, 아시아요리, 동남아요리, 피자, 파스타 등과 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"해산물, 치즈",,
"도멘 고뜨홍, 샤블리 그랑 크뤼 발뮈르","Domaine Gautheron, Chablis Grand Cru Valmur",https://www.wine21.com/13_search/wine_view.html?Idx=169449&lq=LIST,도멘 고뜨홍  Domaine Gautheron,프랑스(France) / 부르고뉴(Bourgogne) / 샤블리(Chablis),샤르도네 (Chardonnay),Burgundy Chablis,,,8~10 ℃,"훈제 연어, 스시, 회, 굴, 조개, 해산물, 다양한 치즈, 아시아요리, 동남아요리, 피자, 파스타 등과 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"해산물, 치즈",,
"도멘 고뜨홍, 프리쏭 부르고뉴 블랑","Domaine Gautheron, Frissons Bourgogne Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=169450&lq=LIST,도멘 고뜨홍  Domaine Gautheron,프랑스(France) / 부르고뉴(Bourgogne) / 샤블리(Chablis),샤르도네 (Chardonnay),Burgundy White,,,8~10 ℃,"훈제 연어, 스시, 회, 굴, 조개, 해산물, 다양한 치즈, 아시아요리, 동남아요리, 피자, 파스타 등과 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"해산물, 치즈",,
"도멘 앙리 마니앵, 지브리 샹베르땅 비에이 빈","Domaine Henri Magnien, Gevrey Chambertin V.V",https://www.wine21.com/13_search/wine_view.html?Idx=169451&lq=LIST,도멘 앙리 마니앵  Domaine Henri Magnien,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 뉘(Côte de Nuits) / 쥬브레-샹베르땅(Gevrey-Chambertin),피노 누아 (Pinot Noir) 100%,Burgundy Côte de Nuits Red,,14~15 %,14~16 ℃,"로스트비프, 오리고기, 닭고기, 연어, 참치, 버섯, 다양한 치즈, 파스타와 잘 어울린다.",,루벵코리아 (루뱅쿱),1/5,3/5,3/5,2/5,"체리, 꽃, 토스트","파스타, 버섯, 치즈",숙성은 오크 바리크에서 진행,최소 40년에서 100년 이상 존재한 포도 나무도 있을 정도로 오래됨
