와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,알코올,음용온도,추천음식,기타정보,수입사,당도,산도,바디,타닌,아로마,음식매칭,등급,숙성,양조,스타일
"돈나푸가타, 벨아사이","Donnafugata, Bell'Assai",https://www.wine21.com/13_search/wine_view.html?Idx=167176&lq=LIST,돈나푸가타  Donnafugata,이탈리아(Italy) / 시칠리아(Sicilia),프라파토 (Frappato),,16~18 ℃,"돼지 갈비, 양고기, 치즈 등과 잘 어울린다.",,나라셀라,1/5,3/5,2/5,2/5,꽃,"돼지, 양고기, 치즈",Sicilia DOC(DOP),,,
"알바로 팔라시오스, 그라타롭스 비 드 빌라","Alvaro Palacios, Gratallops Vi de Vila",https://www.wine21.com/13_search/wine_view.html?Idx=167177&lq=LIST,알바로 팔라시오스   Alvaro Palacios,스페인(Spain) / 까탈루냐(Cataluna) / 프리오랏(Priorat),가르나차  (Garnacha) / 까리냥 (Carignan/Carignane) / 기타 품종 (Other Grapes),,16~18 ℃,"타파스, 양고기, 향신료를 곁들인 음식과 잘 어울린다.",*2016 빈티지: Robert Parker 92-94점*2015 빈티지: Robert Parker 92점*2014 빈티지: Robert Parker 92+점*2013 빈티지: Robert Parker 92+점,나라셀라,1/5,4/5,4/5,4/5,감초,양고기,Priorat DOCa(DOQ),,,
"알바로 팔라시오스, 퀴논 데 발미라","Alvaro Palacios, Quinon de Valmira",https://www.wine21.com/13_search/wine_view.html?Idx=167179&lq=LIST,알바로 팔라시오스   Alvaro Palacios,스페인(Spain) / 리오하(Rioja),가르나차  (Garnacha),,16~18 ℃,"숙성된 치즈, 타르타르, 칠면조, 사슴고기, 트러플 요리 등과 잘 어울린다.",*2018 빈티지: Robert Parker 98점*2016 빈티지: Robert Parker 96-98점*2015 빈티지: Robert Parker 97점*2014 빈티지: Robert Parker 96점,나라셀라,1/5,4/5,5/5,5/5,"꽃, 미네랄","칠면조, 트러플, 치즈",Rioja DOCa(DOQ),,,
"마운틴 브레이브, 카버네 프랑","Mt. Brave, Cabernet Franc",https://www.wine21.com/13_search/wine_view.html?Idx=167180&lq=LIST,마운틴 브레이브  Mt. Brave,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 마운틴 비더(Mt. Veeder),카베르네 프랑 (Cabernet Franc),,16~18 ℃,"스테이크, 라자냐, 치즈 등과 잘 어울린다.","*2016 빈티지: Robert Parker 95+점, Wine Spectator 94점*2015 빈티지: Robert Parker 93점*2014 빈티지: Robert Parker 93점",나라셀라,1/5,4/5,4/5,5/5,"체리, 장미, 오크","스테이크, 라자냐, 치즈",Mount Veeder AVA,,,
"마운틴 브레이브, 멀롯",Mt. Brave. Merlot,https://www.wine21.com/13_search/wine_view.html?Idx=167181&lq=LIST,마운틴 브레이브  Mt. Brave,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 마운틴 비더(Mt. Veeder),메를로 (Merlot) / 말벡 (Malbec),,16~18 ℃,"양갈비, 숙성된 치즈, 족발 등과 잘 어울린다.","*2016 빈티지: Robert Parker 94점, Wine Spectator 94점*2015 빈티지: Robert Parker 94점",나라셀라,1/5,4/5,4/5,3/5,"미네랄, 오크, 흙","양갈비, 족발, 치즈",Mount Veeder AVA,,,
"패너 애쉬, 윌라멧 밸리 피노 누아","Penner Ash, Willamette Valley Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=167182&lq=LIST,패너 애쉬  Penner-Ash,미국(U.S.A) / 오리건(Oregon) / 윌라메트 밸리(Willamette Valley),피노 누아 (Pinot Noir),,14~16 ℃,"오리고기, 스튜, 치즈 등과 잘 어울린다.",*2016 빈티지: Robert Parker 93+점*2015 빈티지: Robert Parker 93+점,나라셀라,1/5,4/5,3/5,3/5,"미네랄, 오크","스튜, 오리고기, 치즈",Willamette Valley AVA,,,
"패너 애쉬, 오레곤 비오니에","Penner Ash, Oregon Viognier",https://www.wine21.com/13_search/wine_view.html?Idx=167183&lq=LIST,패너 애쉬  Penner-Ash,미국(U.S.A) / 오리건(Oregon),비오니에 (Viognier),,10~12 ℃,"해산물, 구운 생선, 샐러드 등과 잘 어울린다.",,나라셀라,1/5,4/5,3/5,1/5,"사과, 라임, 자스민, 미네랄, 꿀","해산물, 샐러드",,,,
로카 그릭스비,Rocca Grigsby,https://www.wine21.com/13_search/wine_view.html?Idx=167186&lq=LIST,로카 패밀리 빈야드  Rocca Family Vineyards,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),카베르네 소비뇽 (Cabernet Sauvignon),15~16 %,16~18 ℃,"치즈, 부채살, 살치살, 제비추리등의 쇠고기 특수부위 구이, 레드와인소스 스테이크, 버섯크림 스파게티 등과 잘 어울린다.",*Robert Parker 90점,,1/5,4/5,4/5,4/5,"배, 꽃","버섯, 치즈",Napa Valley AVA,,,
"지오다노, 셀바토 토스카나 로쏘","Giordano, Selvato Toscana Rosso",https://www.wine21.com/13_search/wine_view.html?Idx=167187&lq=LIST,지오다노 비니   Giordano Vini,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese) / 카베르네 소비뇽 (Cabernet Sauvignon) / 메를로 (Merlot),13~14 %,16~18 ℃,"소고기, 가금류, 숙성된 치즈 등과 잘 어울린다.","*Luca Maroni: 94점, Berliner Wine Trophy 2016 Gold Medal, Vinalies Internationales Paris 2016 Gold Medal",,1/5,4/5,4/5,3/5,"체리, 바닐라, 오크","소고기, 가금류, 치즈",Toscana IGT(IGP),,,
"풀뽀로꼬, 화이트 상그리아","Pulpoloco, White Sangria",https://www.wine21.com/13_search/wine_view.html?Idx=167188&lq=LIST,풀뽀로꼬  Pulpoloco,스페인(Spain),아이렌 (Airen),7 %,6~8 ℃,"청포도, 오렌지 등 달콤하면서도 신맛이 나는 과일 및 디저트 등과  잘 어울린다.",*San Francisco Label Design Competition 2017 – 금메달,레뱅,3/5,2/5,2/5,1/5,체리,"과일, 디저트",,,,
"얄리, 프리미엄 릴리즈 언오크드 샤르도네","Yali, Premium Release Unoaked Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=167189&lq=LIST,얄리  Yali,칠레(Chile) / 아콩카구아(Aconcagua) / 카사블랑카 밸리(Casablanca Valley),샤르도네 (Chardonnay) 100%,13~14 %,8~10 ℃,"해산물 요리, 리조또, 파스타, 흰 살 육류 요리, 가벼운 치즈 등과 잘 어울린다.",*그랑 레세르바 등급용 까사블랑카 밸리의 샤르도네로 양조하여 우아한 언오크드 샤르도네,레뱅,1/5,4/5,2/5,1/5,"미네랄, 허브","해산물, 치즈",,,,
"주스티노스 마데이라, 파인 드라이 3년","Justino's Madeira, Fine dry 3 years Old",https://www.wine21.com/13_search/wine_view.html?Idx=167190&lq=LIST,주스티노스 마데이라  Justino’s Madeira,포르투갈(Portugal) / 마데이라(Madeira),틴타 네그라 몰레  (Tinta Negra Mole),19 %,9~11 ℃,"식전주로도 좋으면 차가운 온도에서 얼음, 레몬껍질 첨가해서 먹어도 잘 어울린다.",*마데이라는 꼭 세워서 보관해야 하며 상온에서 빛이 들지 않는 곳에 보관하면 한번 오픈 후에도 한 달 이상 훌륭한 컨디션을 유지할 수 있다.,더블유에스통상,1/5,3/5,3/5,2/5,호두,식전주,Madeira DOC(DOP),,,
"주스티노스 마데이라, 리저브 파인 드라이 5년","Justino's Medeira, Reserve Fine Dry 5 Years Old",https://www.wine21.com/13_search/wine_view.html?Idx=167191&lq=LIST,주스티노스 마데이라  Justino’s Madeira,포르투갈(Portugal) / 마데이라(Madeira),틴타 네그라 몰레  (Tinta Negra Mole),19 %,9~11 ℃,"식전주로 좋고 올리브, 까나페, 구운 아몬드, 구운 연어와도 잘 어울린다.",*마데이라는 꼭 세워서 보관해야 하며 상온에서 빛이 들지 않는 곳에 보관하면 한번 오픈 후에도 한달 이상 훌륭한 컨디션을 유지할 수 있다.,더블유에스통상,1/5,3/5,3/5,2/5,"감귤, 호두, 오크","연어, 식전주",Madeira DOC(DOP),,,
"랄슨 제이콥스, 나파밸리 카버네 소비뇽","Ralson Jacobs, Napa Valley Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=167192&lq=LIST,랄슨 제이콥스  Ralson Jacobs,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),카베르네 소비뇽 (Cabernet Sauvignon) / 카베르네 프랑 (Cabernet Franc),14~15 %,16~18 ℃,"스테이크, 양고기, 치즈 등과 잘 어울린다.",,콜리코,1/5,3/5,5/5,4/5,아니스,"스테이크, 양고기, 치즈",Napa Valley AVA,,,
"덕혼, 포스트마크 나파 밸리 카버네 소비뇽","Duckhorn, Postmark Napa Valley Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=167193&lq=LIST,덕혼 와인 컴퍼니   Duckhorn Wine Company,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),카베르네 소비뇽 (Cabernet Sauvignon) / 메를로 (Merlot) / 쁘띠 베르도 (Petit Verdot),14~15 %,16~18 ℃,"스테이크, 양갈비, 치즈 등과 잘 어울린다.",*코스트코 전용 상품으로 코스트코에서 구매하실 수 있습니다.,나라셀라,1/5,3/5,3/5,3/5,블랙베리,"스테이크, 양갈비, 치즈",Napa Valley AVA,,,
"어쿠스틱 셀러, 어쿠스틱 네그레","Acustic Celler, Acustic Negre",https://www.wine21.com/13_search/wine_view.html?Idx=167194&lq=LIST,어쿠스틱 셀러  Acustic Celler,스페인(Spain) / 몬산트(Montsant),까리네나 (Carinena) / 그르나슈 (Grenache),14~15 %,16~18 ℃,"양갈비, 타파스, 치즈 등과 잘 어울린다.","*Guía Vivir el Vino 2020 93점, Penin Guide 92점, Guia de Vinos Gourmets 2020 91점",비케이 트레이딩,1/5,3/5,4/5,3/5,"블랙베리, 오크","양갈비, 치즈",Montsant DO(DOP),,,
"어쿠스틱 셀러, 어쿠스틱 블랑","Acustic Celler, Acustic Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=167196&lq=LIST,어쿠스틱 셀러  Acustic Celler,스페인(Spain) / 몬산트(Montsant),가르나차 블랑카  (Garnacha Blanca) / 마카베오 (Macabeo) / 자렐로 (Xarel.lo),14~15 %,10~12 ℃,"견과류, 해산물 등과 잘 어울린다.","*Penin Guide 91점, Akata Vino 92점",비케이 트레이딩,1/5,3/5,3/5,1/5,"멜론, 바닐라, 토스트, 오크","해산물, 견과류",Montsant DO(DOP),,,
"어쿠스틱 셀러, 어쿠스틱 로사트","Acustic Celler, Acustic Rosat",https://www.wine21.com/13_search/wine_view.html?Idx=167197&lq=LIST,어쿠스틱 셀러  Acustic Celler,스페인(Spain) / 몬산트(Montsant),그르나슈 (Grenache),14~15 %,10~12 ℃,"과일 샐러드, 토마토 베이스 파스타, 피자 등과 잘 어울린다.",*Penin Guide 89점,비케이 트레이딩,1/5,3/5,2/5,2/5,"허브, 오크","샐러드, 과일",Montsant DO(DOP),,,
"리트메 셀러, 리트메 네그레","Ritme Celler, Ritme Negre",https://www.wine21.com/13_search/wine_view.html?Idx=167198&lq=LIST,리트메 셀러  Ritme Celler,스페인(Spain) / 까탈루냐(Cataluna) / 프리오랏(Priorat),까리네나 (Carinena) / 그르나슈 (Grenache),14~15 %,16~18 ℃,"양갈비, 치즈, 피자 등과 잘 어울린다.","*Guia de Vinos Gourmets 2020 93점, Penin Guide 91점, Robert Parker 90점",비케이 트레이딩,1/5,3/5,4/5,4/5,"체리, 꽃, 민트, 오크, 크림","양갈비, 피자, 치즈",Priorat DOCa(DOQ),,,
"리트메 셀러, 프라엘","Ritme Celler, Plaer",https://www.wine21.com/13_search/wine_view.html?Idx=167199&lq=LIST,리트메 셀러  Ritme Celler,스페인(Spain) / 까탈루냐(Cataluna) / 프리오랏(Priorat),까리네나 (Carinena) / 그르나슈 (Grenache),14~15 %,16~18 ℃,"양갈비, 치즈, 피자 등과 잘 어울린다.","*Guia de Vinos Gourmets 2019 95점, Penin Guide 93점, Decanter 91점",비케이 트레이딩,1/5,3/5,4/5,4/5,"꽃, 미네랄, 감초, 오크","양갈비, 피자, 치즈",Priorat DOCa(DOQ),,,
"리트메 셀러, 리트메 블랑","Ritme Celler, Ritme Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=167200&lq=LIST,리트메 셀러  Ritme Celler,스페인(Spain) / 까탈루냐(Cataluna) / 프리오랏(Priorat),그르나슈 블랑 (Grenache Blanc),13~14 %,10~12 ℃,"치즈, 그린 샐러드, 해산물 등과 잘 어울린다.","*Robert Parker 92점, Penin Guide 91점",비케이 트레이딩,1/5,3/5,3/5,1/5,"복숭아, 미네랄, 후추, 오크, 꿀","해산물, 샐러드, 복숭아, 치즈",Priorat DOCa(DOQ),,,
프레타포르테 브루넬로 디 몬탈치노 리제르바,Pret a Porter Brunello di Montalcino Riserva,https://www.wine21.com/13_search/wine_view.html?Idx=167201&lq=LIST,보테가   Bottega S.P.A.,이탈리아(Italy) / 토스카나(Toscana) / 몬탈치노(Montalcino),산지오베제 그로쏘  (Sangiovese Grosso),,16~18 ℃,"스테이크, 파스타, 스튜 등과 잘 어울린다.","*2017 Sakura Awards Japan Gold Medal*2012 빈티지: 2017 IWC International Wine Challenge UK*2010 빈티지: Walter Speller, 2016 Jancis Robinson.com UK 16/20점, 2016 Decanter World Wine Awards UK Silver Medal, 2016 James Suckling.com USA  94점*2007 빈티지: 2014 Decanter Asia Wine Awards HK Silver Medal",더바인컴퍼니,1/5,4/5,4/5,4/5,"바닐라, 오크, 가죽",파스타,Brunello di Montalcino DOCG(DOP),,,
"보테가, 바커 진","Bottega, Bacur Gin",https://www.wine21.com/13_search/wine_view.html?Idx=167202&lq=LIST,보테가   Bottega S.P.A.,이탈리아(Italy) / 베네토(Veneto),기타 (etc),40 %,,"양꼬치, 튀김, 말린과일, 과일, 견과류, 스낵 등 디저트와 잘 어울린다.",*Bronze - 2018 The International wine & Spirit Competition*STAR PRODUCT OF THE YEAR UNDER - 2018 The Frontier Awards,더바인컴퍼니,1/5,3/5,5/5,1/5,"레몬, 세이지","양꼬치, 튀김, 견과류",,,,
"P&R 헤리티에, 꼬뜨 뒤 론","Pierre & Remy Gauthier, Les Heritiers Cotes du Rhone",https://www.wine21.com/13_search/wine_view.html?Idx=167203&lq=LIST,피에르 & 레미 고띠에  Pierre & Remy Gauthier,프랑스(France) / 론(Rhone) / 꼬뜨 뒤 론(Côtes du Rhone),그르나슈 (Grenache) / 시라/쉬라즈 (Syrah/Shiraz) / 쌩쏘 (Cinsault) / 무르베드르 (Mourvedre),,16~18 ℃,"피자, 파스타, 스테이크 등과 잘 어울린다.",,,1/5,3/5,3/5,3/5,"딸기, 후추",스테이크,Côtes du Rhône AOC(AOP),,,
"웨이크필드, 이스테이트 쉬라즈","Wakefiled Taylors Family, Estate Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=167204&lq=LIST,웨이크필드 와인즈  Wakefield Wines,호주(Australia) / 사우스 오스트레일리아(South Australia) / 클레어 밸리(Clare Valley),시라/쉬라즈 (Syrah/Shiraz),,16~18 ℃,"햄버거, 스테이크, 바베큐 요리 등과 잘 어울린다.",,더바인컴퍼니,1/5,3/5,3/5,3/5,오크,"스테이크, 햄, 햄버거",,,,
"웨이크필드, 이스테이트 까베르네 소비뇽","Wakefiled Taylors Family, Estate Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=167205&lq=LIST,웨이크필드 와인즈  Wakefield Wines,호주(Australia) / 사우스 오스트레일리아(South Australia) / 클레어 밸리(Clare Valley),카베르네 소비뇽 (Cabernet Sauvignon),,16~18 ℃,"햄버거, 바베큐 요리, 치즈 등과 잘 어울린다.",,더바인컴퍼니,1/5,3/5,3/5,3/5,블랙커런트,"햄, 햄버거, 치즈",,,,
"웨이크필드, 이스테이트 소비뇽 블랑","Wakefiled Taylors Family, Estate Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=167206&lq=LIST,웨이크필드 와인즈  Wakefield Wines,호주(Australia) / 사우스 오스트레일리아(South Australia) / 애들레이드 힐즈(Adelaide Hills),소비뇽 블랑 (Sauvignon Blanc),,8~10 ℃,"샐러드, 아보카도, 카나페 등과 잘 어울린다.",,더바인컴퍼니,1/5,4/5,2/5,1/5,"구즈베리, 패션프루트, 구아바, 잔디",샐러드,,,,Australian Sauvignon Blanc
"웨이크필드, 자라만 쉬라즈","Wakefiled Taylors Family, Jaraman Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=167207&lq=LIST,웨이크필드 와인즈  Wakefield Wines,호주(Australia) / 사우스 오스트레일리아(South Australia) / 클레어 밸리(Clare Valley),시라/쉬라즈 (Syrah/Shiraz),14~15 %,16~18 ℃,"스테이크, 치즈, 양갈비 등과 잘 어울린다.",,더바인컴퍼니,1/5,3/5,4/5,4/5,"레드커런트, 블랙베리, 체리, 라스베리, 자두, 바닐라, 정향, 커피, 오크","스테이크, 양갈비, 자두, 치즈",,아메리칸 오크 호그스헤드(새 오크와 숙성된 오크 혼합)에서 평균 12-15개월간 숙성,,Australian Shiraz
"웨이크필드, 자라만 까베르네 소비뇽","Wakefiled Taylors Family, Jaraman Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=167208&lq=LIST,웨이크필드 와인즈  Wakefield Wines,호주(Australia) / 사우스 오스트레일리아(South Australia) / 쿠나와라(Coonawarra),카베르네 소비뇽 (Cabernet Sauvignon),,16~18 ℃,"양갈비, 스테이크, 치즈 등과 잘 어울린다.",,더바인컴퍼니,1/5,3/5,3/5,3/5,"배, 유칼립투스, 시가박스","스테이크, 양갈비, 치즈",,,,
"베를루끼, 팔라쪼 라나 사텐","Berlucchi, Palazzo Lana Saten",https://www.wine21.com/13_search/wine_view.html?Idx=167209&lq=LIST,귀도 베를루끼  Guido Berlucchi,이탈리아(Italy) / 롬바르디아(Lombardia) / 프란치아코르타(Franciacorta),샤르도네 (Chardonnay),12~13 %,10~12 ℃,"크릠 리조또, 돼지고기, 닭고기, 소프트 치즈 등과 잘 어울린다.",,,1/5,5/5,3/5,1/5,꽃,"닭고기, 리조또, 치즈",Franciacorta DOCG(DOP),,,
"로르나노, 키안티 클라시코 레제르바 '레 반디트'","Lornano, Chianti Classico Reserva 'Le Bandite'",https://www.wine21.com/13_search/wine_view.html?Idx=167210&lq=LIST,파토리아 로르나노  Fattoria Lornano,이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese) 100%,14~15 %,16~18 ℃,"오일 베이스 파스타, 트러플 요리 등 향이 진한 음식, 육향이 진한 스테이크 그리고 치즈 등과 잘 어울린다.",* VIVINO 4.0 (1747 ratings)* 2023 대한민국 주류대상 구대륙 레드와인 부문 대상* 2023 Korea Wine Challenge Silver* 2022 Korea Wine Challenge Silver* 2022 대한민국 주류대상 구대륙 레드 와인 부문 대상,레뱅,1/5,4/5,4/5,3/5,"체리, 잼, 미네랄, 초콜릿","스테이크, 파스타, 트러플, 치즈",Chianti Classico DOCG(DOP),"French Oak Barrel 20 개월 숙성, 6 개월 병입 숙성 후 출시",,
"로르나노, 키안티 클라시코 그란 셀레지오네","Lornano, Chianti Classico Gran Selezione",https://www.wine21.com/13_search/wine_view.html?Idx=167211&lq=LIST,파토리아 로르나노  Fattoria Lornano,이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese) 100%,14~15 %,16~18 ℃,"숙성 돼지고기, 소고기, 양고기 등 육향이 진한 스테이크 그리고 파스타와 숙성 치즈 등과 잘 어울린다.",* VIVINO 4.2* 2023 Mundus Vini Gold,레뱅,1/5,4/5,4/5,4/5,자두,"양고기, 파스타, 자두, 치즈",Chianti Classico DOCG(DOP),"French Oak Barrel 30 개월 숙성, 6 개월 병입 숙성 후 출시",,
테레델아바떼 몬테풀치아노,Le Terre dell'Abate Montepulciano d'Abruzzo,https://www.wine21.com/13_search/wine_view.html?Idx=167212&lq=LIST,칸티나 자카니니   Cantina Zaccagnini,이탈리아(Italy) / 아브루쪼(Abruzzo),몬테풀치아노 (Montepulciano),12~13 %,16~18 ℃,"양고기, 파스타, 치즈 등과 잘 어울린다.",,지에프비노,1/5,3/5,3/5,4/5,,"양고기, 파스타, 치즈",Montepulciano d'Abruzzo DOC(DOP),,,
테레델아바떼 페코리노,Le Terre dell'Abate Pecorino,https://www.wine21.com/13_search/wine_view.html?Idx=167213&lq=LIST,칸티나 자카니니   Cantina Zaccagnini,이탈리아(Italy) / 아브루쪼(Abruzzo),페코리노 (Pecorino),13~14 %,16~18 ℃,"돼지고기, 닭고기, 해산물 등과 잘 어울린다.",,지에프비노,1/5,4/5,2/5,1/5,,"닭고기, 해산물",Abruzzo DOC(DOP),,,
