와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,음용온도,추천음식,수입사,당도,산도,바디,타닌,아로마,음식매칭,등급,알코올,기타정보,숙성,양조
"카살루, 루이지 1","Casalu, Luigi 1",https://www.wine21.com/13_search/wine_view.html?Idx=162925&lq=LIST,카살루 와인  Casalu Wine,이탈리아(Italy) / 베네토(Veneto),가르가네가 (Garganega) 100%,,8~10 ℃,"스시, 회, 새우, 해산물, 샐러드, 야채, 스낵, 파스타 등과 잘 어울린다.",,1/5,4/5,1/5,1/5,,"스시, 파스타, 스낵",,,,,
"카살루, 프로세코","Casalu, Prosecco",https://www.wine21.com/13_search/wine_view.html?Idx=162926&lq=LIST,카살루 와인  Casalu Wine,이탈리아(Italy) / 베네토(Veneto),글레라 (Glera) 100%,,6~8 ℃,"식전주, 전채요리, 회, 스시, 해산물, 건육, 살라미, 하몽, 스낵 등과 잘 어울린다.",,2/5,3/5,2/5,1/5,,"스시, 해산물, 식전주, 전채요리, 스낵",Prosecco DOC(DOP),,,,
"카살루, 발폴리첼라 리파소","Casalu, Valpolicella Ripasso",https://www.wine21.com/13_search/wine_view.html?Idx=162927&lq=LIST,카살루 와인  Casalu Wine,이탈리아(Italy) / 베네토(Veneto) / 발폴리첼라(Valpolicella),코르비나 (Corvina) 60% / 론디넬라 (Rondinella) 30% / 몰리나라 (Molinara) 10%,,17~19 ℃,"붉은육류, 스테이크, 그릴요리, 스튜, 양고기, 숙성 치즈, 라자냐, 파스타와 잘 어울린다.",,2/5,2/5,5/5,4/5,,"양고기, 치즈",Valpolicella Ripasso DOC(DOP),,,,
"카살루, 아마로네 델라 발폴리첼라","Casalu, Amarone della Valpolicella",https://www.wine21.com/13_search/wine_view.html?Idx=162928&lq=LIST,카살루 와인  Casalu Wine,이탈리아(Italy) / 베네토(Veneto) / 발폴리첼라(Valpolicella),코르비나 (Corvina) 80% / 론디넬라 (Rondinella) 20%,,17~19 ℃,"스테이크, 양고기, 오리고기, 갈비, 등심, 갈비찜, 바비큐, 블루 치즈, 리조토 와 잘 어울린다.",,2/5,2/5,5/5,4/5,,"바비큐, 양고기, 오리고기, 갈비찜, 리조토, 치즈",Amarone della Valpolicella DOCG(DOP),,,,
"카살루, 피노 그리지오","Casalu, Pinot Grigio",https://www.wine21.com/13_search/wine_view.html?Idx=162929&lq=LIST,카살루 와인  Casalu Wine,이탈리아(Italy) / 토스카나(Toscana),피노 그리지오 (Pinot Grigio) 100%,,10~12 ℃,"흰살생선, 샐러드, 건육, 하몽, 프로슈토, 동남아요리, 파스타 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,,"흰살생선, 파스타, 동남아요리, 샐러드",,,,,
"라 비아르테, 스키오페티노 디 프레포토","La Viarte, Schioppettino di Prepotto",https://www.wine21.com/13_search/wine_view.html?Idx=162930&lq=LIST,라 비아르테  La Viarte,이탈리아(Italy) / 프리울리 베네찌아 줄리아(Friuli Venezia Giulia),스키오페티노 (Schioppettino) 100%,,16~18 ℃,"바비큐, 치킨, 살라미, 프로슈토, 다양한 치즈, 피자, 파스타 등과 잘 어울린다.",,1/5,3/5,3/5,3/5,,"바비큐, 치킨, 치즈",,,,,
"라 비아르테, 소비뇽 리엔데","La Viarte, Sauvignon Liende",https://www.wine21.com/13_search/wine_view.html?Idx=162931&lq=LIST,라 비아르테  La Viarte,이탈리아(Italy) / 프리울리 베네찌아 줄리아(Friuli Venezia Giulia),소비뇽 그리 (Sauvignon Gris) 100%,,10~12 ℃,"회, 샐러드, 야채, 튀김, 다양한 치즈, 건육, 동남아요리, 파스타 등과 잘 어울린다.",,1/5,4/5,2/5,1/5,,"건육, 파스타, 동남아요리, 튀김, 치즈",,,,,
"라 비아르테, 피노 그리지오","La Viarte, Pinot Grigio",https://www.wine21.com/13_search/wine_view.html?Idx=162932&lq=LIST,라 비아르테  La Viarte,이탈리아(Italy) / 프리울리 베네찌아 줄리아(Friuli Venezia Giulia),피노 그리지오 (Pinot Grigio) 100%,,10~12 ℃,"흰살생선, 샐러드, 건육, 하몽, 프로슈토, 동남아요리, 파스타 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,,"흰살생선, 파스타, 동남아요리, 샐러드",,,,,
"몬델로, 바사넬라 소아베","Mondello, Bassanella Soave",https://www.wine21.com/13_search/wine_view.html?Idx=162933&lq=LIST,몬델로 와인즈  Mondello Wines,이탈리아(Italy) / 베네토(Veneto) / 소아베(Soave),가르가네가 (Garganega) 00%,,8~10 ℃,"스시, 회, 새우, 해산물, 샐러드, 야채, 스낵, 파스타 등과 잘 어울린다.",,1/5,5/5,1/5,1/5,,"스시, 파스타, 스낵",Soave DOC(DOP),,,,
"빅시오 포데리, 피노 그리지오 아르콜레 데스몬타","Bixio Poderi, Pinot Grigio Arcole Desmonta",https://www.wine21.com/13_search/wine_view.html?Idx=162934&lq=LIST,빅시오 포데리  Bixio Poderi,이탈리아(Italy) / 베네토(Veneto),피노 그리지오 (Pinot Grigio) 100%,,10~12 ℃,"흰살생선, 샐러드, 건육, 하몽, 프로슈토, 동남아요리, 파스타 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,,"흰살생선, 파스타, 동남아요리, 샐러드",Arcole DOC(DOP),12~13 %,,,
"몬델로, 리네로 베네토 데스몬타","Mondello, Rinero Veneto Desmonta",https://www.wine21.com/13_search/wine_view.html?Idx=162935&lq=LIST,몬델로 와인즈  Mondello Wines,이탈리아(Italy) / 베네토(Veneto),메를로 (Merlot) 80% / 카베르네 소비뇽 (Cabernet Sauvignon) 20%,,16~18 ℃,"붉은육류, 로스트비프, 훈제오리, 바비큐, 소시지, 수육, 다양한 치즈, 파스타, 피자 와 잘 어울린다.",,1/5,3/5,4/5,3/5,,"훈제오리, 수육, 치즈",Veneto IGT(IGP),,,,
"몬델로, 네로 다르콜레 데스몬타","Mondello, Nero d'Arcole Desmonta",https://www.wine21.com/13_search/wine_view.html?Idx=162936&lq=LIST,몬델로 와인즈  Mondello Wines,이탈리아(Italy) / 베네토(Veneto),메를로 (Merlot) 80% / 카베르네 소비뇽 (Cabernet Sauvignon) 20%,,16~18 ℃,"붉은육류, 로스트비프, 훈제오리, 바비큐, 소시지, 수육, 다양한 치즈, 파스타, 피자 와 잘 어울린다.",,1/5,4/5,4/5,3/5,,"훈제오리, 수육, 치즈",Arcole DOC(DOP),,,,
"빅시오 포데리, 아마로네 델라 발폴리첼라 클라시코 리제르바 골드 아바딘","Bixio Poderi, Amarone della Valpolicella Classico Riserva Gold Abadin",https://www.wine21.com/13_search/wine_view.html?Idx=162937&lq=LIST,빅시오 포데리  Bixio Poderi,이탈리아(Italy) / 베네토(Veneto) / 발폴리첼라(Valpolicella),코르비나 (Corvina) 80% / 코르비노네 (Corvinone) 15% / 론디넬라 (Rondinella) 5%,,17~19 ℃,"스테이크, 양고기, 오리고기, 갈비, 등심, 갈비찜, 바비큐, 블루 치즈, 리조토 와 잘 어울린다.",,2/5,4/5,5/5,3/5,"체리, 자두, 잼, 바닐라","바비큐, 양고기, 오리고기, 갈비찜, 리조토, 치즈",Amarone della Valpolicella DOCG(DOP),15~16 %,,나무 배럴에서 최소 4년 숙성,
"비시오, 덴소 데스몬타 수퍼 아파시멘토","Bixio, Denxo Desmonta Super Appassimento",https://www.wine21.com/13_search/wine_view.html?Idx=162938&lq=LIST,빅시오 포데리  Bixio Poderi,이탈리아(Italy) / 베네토(Veneto),메를로 (Merlot) 70% / 카베르네 소비뇽 (Cabernet Sauvignon) 15% / 기타 품종 (Other Grapes) 15%,,16~18 ℃,"붉은육류, 로스트비프, 훈제오리, 바비큐, 소시지, 수육, 다양한 치즈, 파스타, 피자 와 잘 어울린다.",,1/5,3/5,3/5,3/5,,"훈제오리, 수육, 치즈",Veneto IGT(IGP),,,,
"라 파타레이나, 바롤로","La Patareina, Barolo",https://www.wine21.com/13_search/wine_view.html?Idx=162939&lq=LIST,카스치나 라 파타레이나  Cascina la Patareina- Piemonte,이탈리아(Italy) / 피에몬테(Piemonte),네비올로 (Nebbiolo) 100%,,15~17 ℃,"트러플, 양갈비, 스튜, 그릴요리, 바비큐, 포크, 버섯, 프로슈토, 라자냐, 이탈리안 음식과 잘 어울린다.",,1/5,3/5,2/5,4/5,,"양갈비, 프로슈토, 라자냐",Barolo DOCG(DOP),,,,
"카스치나 라 파타레이나, 바르바레스코","Cascina la Patareina- Piemonte, La Patareina Barbaresco",https://www.wine21.com/13_search/wine_view.html?Idx=162940&lq=LIST,카스치나 라 파타레이나  Cascina la Patareina- Piemonte,이탈리아(Italy) / 피에몬테(Piemonte) / 바르바레스코(Barbaresco),네비올로 (Nebbiolo) 100%,,15~17 ℃,"붉은육류, 트러플, 양고기, 훈제오리, 치킨, 바비큐, 라자냐, 파스타, 치즈와 잘 어울린다.",,1/5,4/5,2/5,4/5,,"붉은육류, 바비큐, 양고기, 트러플, 치즈",Barbaresco DOCG(DOP),,,,
"라 파타레이나, 랑게 네비올로","La Patareina, Langhe Nebbiolo",https://www.wine21.com/13_search/wine_view.html?Idx=162941&lq=LIST,카스치나 라 파타레이나  Cascina la Patareina- Piemonte,이탈리아(Italy) / 피에몬테(Piemonte) / 랑게(Langhe),네비올로 (Nebbiolo) 100%,,16~18 ℃,"붉은육류, 양고기, 훈제오리, 치킨, 바비큐, 라자냐, 파스타, 치즈와 잘 어울린다.",,1/5,4/5,3/5,4/5,,"붉은육류, 바비큐, 양고기, 치즈",Langhe DOC(DOP),,,,
"라 파타레이나, 니짜 레 레이스","La Patareina, Nizza Le Reis",https://www.wine21.com/13_search/wine_view.html?Idx=162942&lq=LIST,카스치나 라 파타레이나  Cascina la Patareina- Piemonte,이탈리아(Italy) / 피에몬테(Piemonte) / 아스티(Asti),바르베라 (Barbera) 100%,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 족발, 라자냐, 파스타와 잘 어울린다.",,1/5,4/5,3/5,2/5,,족발,Nizza DOCG(DOP),,,,
"라 파타레이나, 바르베라 다스티 수페리오레","La Patareina, Barbera d'Asti Superiore",https://www.wine21.com/13_search/wine_view.html?Idx=162943&lq=LIST,카스치나 라 파타레이나  Cascina la Patareina- Piemonte,이탈리아(Italy) / 피에몬테(Piemonte) / 아스티(Asti),바르베라 (Barbera) 100%,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 족발, 라자냐, 파스타와 잘 어울린다.",,1/5,4/5,3/5,3/5,,족발,Barbera d'Asti DOCG(DOP),,,,
"라 파타레이나, 바르베라 다스티 브루사리베","La Patareina, Barbera d'Asti Brusarive",https://www.wine21.com/13_search/wine_view.html?Idx=162944&lq=LIST,카스치나 라 파타레이나  Cascina la Patareina- Piemonte,이탈리아(Italy) / 피에몬테(Piemonte) / 아스티(Asti),바르베라 (Barbera) 100%,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 족발, 라자냐, 파스타와 잘 어울린다.",,1/5,4/5,3/5,3/5,,족발,Barbera d'Asti DOCG(DOP),,,,
"라 파타레이나, 돌체토 다스티","La Patareina, Dolcetto d'Asti",https://www.wine21.com/13_search/wine_view.html?Idx=162945&lq=LIST,카스치나 라 파타레이나  Cascina la Patareina- Piemonte,이탈리아(Italy) / 피에몬테(Piemonte) / 아스티(Asti),돌체토 (Dolcetto) 100%,,16 ℃,"돼지고기, 햄, 베이컨, 바비큐, 닭고기, 흰살생선, 생선찜, 프로슈토, 전, 동그랑땡, 편육, 파스타 와 잘 어울린다.",,1/5,4/5,3/5,3/5,,"프로슈토, 닭고기, 파스타",Dolcetto d'Asti DOC(DOP),,,,
"라 파타레이나, 피에몬테 코르테제 오탄타노베","La Patareina, Piemonte Cortese Ottantanove",https://www.wine21.com/13_search/wine_view.html?Idx=162946&lq=LIST,카스치나 라 파타레이나  Cascina la Patareina- Piemonte,이탈리아(Italy) / 피에몬테(Piemonte),코르테제 (Cortese) 100%,,8~10 ℃,"회, 샐러드, 야채, 튀김, 다양한 치즈, 건육, 동남아요리, 파스타 등과 잘 어울린다.",,1/5,4/5,1/5,1/5,,"건육, 파스타, 동남아요리, 튀김, 치즈",Piemonte DOC(DOP),,,,
"라 파타레이나, 피에몬테 샤르도네","La Patareina, Piemonte Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=162947&lq=LIST,카스치나 라 파타레이나  Cascina la Patareina- Piemonte,이탈리아(Italy) / 피에몬테(Piemonte),샤르도네 (Chardonnay) 100%,,10~12 ℃,"오리로스, 치킨, 훈제연어, 참치, 새우, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,,"수육, 탕수육, 치즈",Piemonte DOC(DOP),,,,
"라 파타레이나, 피에몬테 샤르도네","La Patareina, Piemonte Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=162948&lq=LIST,카스치나 라 파타레이나  Cascina la Patareina- Piemonte,이탈리아(Italy) / 피에몬테(Piemonte),샤르도네 (Chardonnay) 100%,,10~12 ℃,"바비큐, 훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 참치, 새우, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",,1/5,3/5,3/5,1/5,,"바비큐, 수육, 탕수육, 치즈",Piemonte DOC(DOP),,,,
"라 파타레이나, 모스카토 다스티","La Patareina, Moscato d'Asti",https://www.wine21.com/13_search/wine_view.html?Idx=162949&lq=LIST,카스치나 라 파타레이나  Cascina la Patareina- Piemonte,이탈리아(Italy) / 피에몬테(Piemonte) / 아스티(Asti),모스카토  (Moscato ) 100%,,6~8 ℃,"샐러드, 크림치즈, 리코타, 말린과일, 초콜릿, 스낵 등 디저트와 잘 어울린다.",,4/5,2/5,2/5,1/5,,샐러드,,,,,
"라 파타레이나, 프로세코 수페리오레","La Patareina, Prosecco Superiore",https://www.wine21.com/13_search/wine_view.html?Idx=162950&lq=LIST,카스치나 라 파타레이나  Cascina la Patareina- Piemonte,이탈리아(Italy) / 베네토(Veneto),글레라 (Glera) 100%,,6~8 ℃,"식전주, 전채요리, 회, 스시, 해산물, 건육, 살라미, 하몽, 스낵 등과 잘 어울린다.",,2/5,3/5,2/5,1/5,,"스시, 해산물, 식전주, 전채요리, 스낵",Prosecco DOC(DOP),,,,
"트라부키 일라시, 발폴리첼라 수페리오레 '테라 델 체레올로'","Trabucchi d'illasi, Valpolicella Superiore 'Terra del Cereolo'",https://www.wine21.com/13_search/wine_view.html?Idx=162951&lq=LIST,트라부키 일라시  Trabucchi d'illasi,이탈리아(Italy) / 베네토(Veneto) / 발폴리첼라(Valpolicella),코르비나 베로네제  (Corvina Veronese) / 코르비노네 (Corvinone) / 론디넬라 (Rondinella) / 크로아티나 (Croatina) / 오세레타 (Oseleta) / 기타 품종 (Other Grapes),,16~18 ℃,"로스트비프, 가금류, 오리고기, 닭고기, 푸아그라, 부드러운 치즈와 잘 어울린다.",,1/5,4/5,3/5,3/5,,치즈,Valpolicella DOC(DOP),,,,
"트라부키 일라시, 아마로네 델라 발폴리첼라","Trabucchi d'illasi, Amarone della Valpolicella",https://www.wine21.com/13_search/wine_view.html?Idx=162952&lq=LIST,트라부키 일라시  Trabucchi d'illasi,이탈리아(Italy) / 베네토(Veneto) / 발폴리첼라(Valpolicella),코르비나 베로네제  (Corvina Veronese) / 코르비노네 (Corvinone) / 론디넬라 (Rondinella) / 오세레타 (Oseleta) / 크로아티나 (Croatina),,17~19 ℃,"스테이크, 양고기, 오리고기, 갈비, 등심, 갈비찜, 바비큐, 블루 치즈, 리조토 와 잘 어울린다.",,2/5,4/5,5/5,3/5,,"바비큐, 양고기, 오리고기, 갈비찜, 리조토, 치즈",Amarone della Valpolicella DOCG(DOP),,,,
"트라부키 일라시, 발폴리첼라 수페리오레 테레 디 산 콜로바노","Trabucchi d'illasi, Valpolicella Superiore Terra di San Colombano",https://www.wine21.com/13_search/wine_view.html?Idx=162953&lq=LIST,트라부키 일라시  Trabucchi d'illasi,이탈리아(Italy) / 베네토(Veneto) / 발폴리첼라(Valpolicella),코르비나 베로네제  (Corvina Veronese) / 코르비노네 (Corvinone) / 몰리나라 (Molinara) / 크로아티나 (Croatina) / 오세레타 (Oseleta),,16~18 ℃,"로스트비프, 가금류, 오리고기, 닭고기, 푸아그라, 부드러운 치즈와 잘 어울린다.",,1/5,4/5,3/5,3/5,,치즈,Valpolicella DOC(DOP),,,,
"아지엔다 아그리콜라 테누타 세콜로 IX, 몬테풀치아노 다부르쪼","Azienda Agricola Tenuta Secolo IX, Montepulciano d'Abruzzo",https://www.wine21.com/13_search/wine_view.html?Idx=162954&lq=LIST,아지엔다 아그리콜라 테누타 세콜로 IX  Azienda Agricola Tenuta Secolo IX,이탈리아(Italy) / 아브루쪼(Abruzzo),몬테풀치아노 (Montepulciano),,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 양고기, 치즈, 라자냐, 파스타와 잘 어울린다.",,1/5,3/5,3/5,3/5,,"양고기, 치즈",Montepulciano d'Abruzzo DOC(DOP),,,,
"아지엔다 아그리콜라 테누타 세콜로 IX, 체라수올로 다브루쪼","Azienda Agricola Tenuta Secolo IX, Cerasuolo d'Abruzzo",https://www.wine21.com/13_search/wine_view.html?Idx=162955&lq=LIST,아지엔다 아그리콜라 테누타 세콜로 IX  Azienda Agricola Tenuta Secolo IX,이탈리아(Italy) / 아브루쪼(Abruzzo),몬테풀치아노 (Montepulciano) 100%,,12~14 ℃,"돼지고기, 닭고기, 해산물, 새우, 다양한 치즈, 건육, 살라미, 프로슈토, 피자, 파스타 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,,"닭고기, 치즈",,,,,
"아지엔다 아그리콜라 테누타 세콜로 IX, 페코리노","Azienda Agricola Tenuta Secolo IX, Pecorino",https://www.wine21.com/13_search/wine_view.html?Idx=162956&lq=LIST,아지엔다 아그리콜라 테누타 세콜로 IX  Azienda Agricola Tenuta Secolo IX,이탈리아(Italy) / 아브루쪼(Abruzzo),페코리노 (Pecorino),,8~10 ℃,"로스트 치킨, 훈제 연어, 해산물, 다양한 치즈, 파스타 등과 잘 어울린다.",,1/5,4/5,2/5,1/5,,"치킨, 연어, 해산물, 파스타, 치즈",Colline Pescaresi IGT(IGP),,,,
"아지엔다 아그리콜라 테누타 세콜로 IX, 폰테 그로타","Azienda Agricola Tenuta Secolo IX, Fonte Grotta",https://www.wine21.com/13_search/wine_view.html?Idx=162957&lq=LIST,아지엔다 아그리콜라 테누타 세콜로 IX  Azienda Agricola Tenuta Secolo IX,이탈리아(Italy) / 아브루쪼(Abruzzo),모스카토  (Moscato ),,9~11 ℃,"샐러드, 크림치즈, 리코타, 말린과일, 초콜릿, 스낵 등 디저트와 잘 어울린다.",,4/5,3/5,2/5,1/5,,샐러드,Colline Pescaresi IGT(IGP),,,,
"아지엔다 아그리콜라 테누타 세콜로 IX, 모스카텔로 파시토","Azienda Agricola Tenuta Secolo IX, Moscatello Passito",https://www.wine21.com/13_search/wine_view.html?Idx=162958&lq=LIST,아지엔다 아그리콜라 테누타 세콜로 IX  Azienda Agricola Tenuta Secolo IX,이탈리아(Italy) / 아브루쪼(Abruzzo),모스카토  (Moscato ),,6~8 ℃,"샐러드, 크림치즈, 리코타, 말린과일, 초콜릿, 스낵 등 디저트와 잘 어울린다.",,4/5,3/5,2/5,1/5,,샐러드,Colline Pescaresi IGT(IGP),,,,
"비냐노 파누치, 일 프리모","Vignano Fanucci, Il Primo",https://www.wine21.com/13_search/wine_view.html?Idx=162959&lq=LIST,비냐노 파누치  Vignano Fanucci,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese) 100%,,16~18 ℃,"스테이크, 로스트비프, 양갈비, 포크, 바비큐, 그릴요리, 오리고기, 프로슈토, 라자냐, 파스타, 피자, 수육 과 잘 어울린다.",,1/5,4/5,4/5,3/5,,"양갈비, 프로슈토, 오리고기, 수육",,,,,
"비냐노 파누치, 세니오","Vignano Fanucci, Senio",https://www.wine21.com/13_search/wine_view.html?Idx=162960&lq=LIST,비냐노 파누치  Vignano Fanucci,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese) 75% / 메를로 (Merlot) 25%,,16~18 ℃,"스테이크, 로스트비프, 포크, 바비큐, 그릴요리, 오리고기, 프로슈토, 라자냐, 파스타, 피자, 수육 과 잘 어울린다.",,1/5,3/5,3/5,3/5,,"프로슈토, 오리고기, 수육",Chianti DOCG(DOP),,,,
