와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,등급,양조,숙성,음용온도,기타정보,수입사,당도,산도,바디,타닌,아로마,음식매칭,알코올,추천음식
"오로르 바슐래, 퓔리니 몽라쉐","Aurore Bachelet, Puligny-Montrachet",https://www.wine21.com/13_search/wine_view.html?Idx=174713&lq=LIST,오로르 바슐래  Aurore Bachelet,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 쀨리니-몽라셰(Puligny-Montrachet),샤르도네 (Chardonnay) 100%,Burgundy Côte de Beaune White,Puligny-Montrachet AOC(AOP),,,8~10 ℃,,,1/5,3/5,3/5,1/5,"살구, 배, 열대과일, 꽃, 미네랄, 삼나무, 오크","오리고기, 가금류, 치킨, 해산물, 조개구이, 편육, 순대, 중국요리, 아스파라거스, 치즈, 파마산, 콩테, 모짜렐라",13~14 %,"아스파라거스, 파마산 치즈, 구운조개, 가비리와 잘 어울린다."
"마담 뵈브 포인트, 부르고뉴 피노누아","Madame Veuve Point, Bourgogne Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=174714&lq=LIST,마담 뵈브 포인트  Madame Veuve Point,프랑스(France) / 부르고뉴(Bourgogne),피노 누아 (Pinot Noir) 100%,Burgundy Red,Bourgogne AOC(AOP),마담 뵈브 포인트 관장 AOP 내에서 고품질의 포도만을 선별 수확해 블렌딩.,,14~16 ℃,* 2019 빈티지 - 24th Grand International Wine Award  Mundus Vini SILVER Medal 수상* 2015 빈티지 - International Wine Challenge Bronze 수상,동원와인플러스,1/5,3/5,2/5,2/5,"블랙커런트, 체리, 딸기, 블루베리, 자두, 가죽","스튜, 송아지, 로스트비프, 까르파치오, 바비큐, 건육, 훈제오리, 가금류, 편육, 수육, 오일파스타, 크림파스타, 버섯, 자두, 치즈, 파르미지아노, 그라노파다노, 콩테",12~13 %,"버섯 파이, 가금류, 포토퍼 스튜(고기와 야채로 만든 프랑스식 진한 스프), 송아지 스테이크, 수플레 치즈, 수육과 잘 어울린다."
"오로르 바슐래, 마랑쥐 프리미에 크뤼","Aurore Bachelet, Maranges 1er Cru Les Clos Roussots",https://www.wine21.com/13_search/wine_view.html?Idx=174715&lq=LIST,오로르 바슐래  Aurore Bachelet,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 마랑쥬(Maranges),피노 누아 (Pinot Noir) 100%,Burgundy Côte de Beaune White,"Maranges 1er Cru AOC(AOP), 'Les Clos Roussots'",,,14~16 ℃,* 2020 빈티지 - Vivino 평점 4.4* 2019 빈티지 - Vivino 평점 4.2,,1/5,4/5,3/5,2/5,"체리, 딸기, 라스베리, 붉은꽃, 꽃, 시나몬","로스트비프, 까르파치오, 스테이크, 양꼬치, 가금류, 불고기, 편육, 수육, 오일파스타, 크림파스타, 버섯, 치즈, 크림치즈, 꽁떼",13~14 %,"버섯요리, 구운 소고기, 매콤한 가금류와 잘 어울린다."
"오로르 바슐래, 뽀마르","Aurore Bachelet, Pommard",https://www.wine21.com/13_search/wine_view.html?Idx=174716&lq=LIST,오로르 바슐래  Aurore Bachelet,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 뽀마르(Pommard),피노 누아 (Pinot Noir) 100%,Burgundy Côte de Beaune Red,Pommard AOC(AOP),,,12~14 ℃,,,1/5,4/5,3/5,2/5,"블랙베리, 체리, 라스베리, 미네랄, 정향, 시나몬","까르파치오, 바비큐, 양꼬치, 가금류, 족발, 순대, 수육, 파스타, 리조또, 버섯, 치즈, 꽁떼",13~14 %,"트러플 버터, 버섯 리조또, 양고기와 잘 어울린다."
"마담 뵈브 포인트, 볼네이 프리미에 크뤼 끌로 데 쉔","Madame Veuve Point, Volnay 1er Cru, Clos des Chenes Rouge",https://www.wine21.com/13_search/wine_view.html?Idx=174717&lq=LIST,마담 뵈브 포인트  Madame Veuve Point,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 볼네(Volnay),피노 누아 (Pinot Noir) 100%,Burgundy Côte de Beaune Red,"Volnay 1er Cru AOC(AOP), 'Clos des Chênes'",손 수확.,최소 18개월 이상 오크 배럴 숙성.,14~16 ℃,"* 2019 빈티지 - Decanter World Wine Awards 'Platinum' 97점* Volnay 1er Cru 중 가장 뛰어난 포도밭으로 평가받는 Clos de Chenes. 볼네이 남단 뫼르소와 맞닿아 있는 15.4ha 규모의 빈야드이다. 쥐라기 시절 형성된 석회암이 기반암이며 경사면 상부는 이회토 위주의 토양으로 강건하고 거친 느낌의 와인이 만들어지고, 하부 경우 붉은 토양으로 복합적인 뉘앙스의 와인이 만들어진다.",동원와인플러스,1/5,3/5,3/5,2/5,"구즈베리, 블랙체리, 딸기, 자두, 제비꽃, 아니스, 가죽","그릴요리, 송아지, 스테이크, 바비큐, 양꼬치, 양고기, 건육, 가금류, 보쌈, 불고기, 족발, 동그랑땡, 파스타, 리조또, 피자, 버섯, 자두, 치즈, 체다, 고다, 리코타, 크림치즈, 콩테",12~13 %,"버섯 파이, 가금류, 포토퍼 스튜(고기와 야채로 만든 프랑스식 진한 스프), 송아지 스테이크, 수플레 치즈, 수육과 잘 어울린다."
"하우스 오브 카드, 킹 휘자드 앤 더 위자드 리자드 펫낫 소비뇽 블랑","House of Cards, King Fizzard  and The Wizard Lizard Pet-Nat  Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=174718&lq=LIST,하우스 오브 카드  House of Cards,호주(Australia) / 웨스턴 오스트레일리아(Western Australia) / 마가렛 리버(Margaret River),소비뇽 블랑 (Sauvignon Blanc) 100%,Australian Sauvignon Blanc,,포도를   손수   수확하여   필터링과   정제를   거치지   않은   내추럴   펫낫,,8~10 ℃,,,1/5,4/5,2/5,1/5,"복숭아, 배, 사과, 흰꽃, 미네랄, 부싯돌","돼지고기, 닭고기, 해산물, 서양요리, 복숭아",,
페이터,Pater,https://www.wine21.com/13_search/wine_view.html?Idx=174719&lq=LIST,루이스 펠리페 에드워즈  Luis Felipe Edwards,칠레(Chile) / 라펠 밸리(Rapel Valley) / 콜차구아 밸리(Cholchagua Valley),카베르네 소비뇽 (Cabernet Sauvignon) 100%,Chilean Cabernet Sauvignon,,,최소 20-24개월 프렌치 오크 숙성,17~19 ℃,"*5,000병 한정생산*Descorchados 95점*Tim Akin MW 94점*Top 10 Cabernet in Drinks Business",에프엘코리아,1/5,4/5,5/5,4/5,"레드커런트, 블랙베리, 초콜릿, 흑연","스테이크, 갈비찜, 꽁떼",,"스테이크, 꽁떼치즈, 갈비찜 등과 잘 어울린다."
"앤드류 피스, 마스터피스 블랑 드 블랑 브뤼","Andrew Peace, Masterpieace Blanc de Blanc Brut",https://www.wine21.com/13_search/wine_view.html?Idx=174720&lq=LIST,앤드류 피스  Andrew Peace,호주(Australia) / 빅토리아(Victoria),샤르도네 (Chardonnay),,,,,6~8 ℃,,,1/5,4/5,2/5,1/5,"배, 시트러스, 흰꽃","닭고기, 해산물, 서양요리, 아시아요리, 샐러드",12~13 %,
이노센트 바이스탠더 프로세코,Innocent Bystander Prosecco,https://www.wine21.com/13_search/wine_view.html?Idx=174721&lq=LIST,브라운 패밀리 와인그룹  Brown Family Wine Group,호주(Australia) / 빅토리아(Victoria) / 킹 밸리(King Valley),글레라 (Glera),,,,,6~8 ℃,,,1/5,4/5,2/5,1/5,"레몬, 멜론, 꽃","해산물, 서양요리, 아시아요리",12~13 %,
"귄체트, 그랑 리제르바","Guinchette, Grande Reserve",https://www.wine21.com/13_search/wine_view.html?Idx=174722&lq=LIST,귄체트  Guinchette,프랑스(France) / 서던 프랑스(Southern France) / 랑그독 루씨용(Languedoc Roussillon),카베르네 소비뇽 (Cabernet Sauvignon),Languedoc-Roussillon Red,,"포도는 셀러에 도착 후 줄기 제거, 압착되어 콘크리트 탱크에 2주간의 침용.",복합미를 더하기 위하여 프렌치 오크에 5개월간 숙성.,16~18 ℃,* Berliner Wine Trophy Silver,동원와인플러스,1/5,3/5,4/5,3/5,"블랙커런트, 블랙체리, 블랙베리, 자두, 삼나무, 연기","스테이크, 육류요리, 바비큐, 양고기, 불고기, 양념갈비, 족발, 토마토파스타, 햄버거, 피자, 자두, 치즈, 파르미지아노, 에멘탈, 브리, 까망베르, 그라노파다노, 스모크",13~14 %,
"군트럼, 베르크기르헤 리즐링 아우스레제","Guntrum, Nierstein Bergkirche Riesling Auslese",https://www.wine21.com/13_search/wine_view.html?Idx=174723&lq=LIST,바인굿 루이스 군트럼  Weingut Louis Guntrum,독일(Germany) / 라인헤센(Rheinhessen),리슬링 (Riesling),German Riesling,,"부드럽게 압착 후, 스테인리스 스틸 탱크에서 16도의 온도 하에 리와 함께 발효.",,8~10 ℃,* 2020 Falstaff 90pts* Berliner Wine Trophy Gold Medal / AWC Vienna Silver,동원와인플러스,3/5,2/5,3/5,1/5,"시트러스, 자몽, 레몬, 열대과일, 멜론, 파인애플, 미네랄, 석유","항정살, 삼겹살, 돼지고기, 건육, 양념치킨, 닭강정, 닭볶음탕, 생선조림, 양념갈비, 떡볶이, 중국요리, 탕수육, 동남아요리, 아시아요리, 샐러드, 과일, 견과류, 리코타, 크림치즈, 모짜렐라",,
샤토 옴 드 페즈 생떼스테프,Saint-Estephe d'Ormes de Pez,https://www.wine21.com/13_search/wine_view.html?Idx=174724&lq=LIST,샤또 레 옴므 드 페즈  Chateau Les Ormes de Pez,프랑스(France) / 보르도(Bordeaux) / 생-떼스테프(Saint Estephe),카베르네 소비뇽 (Cabernet Sauvignon) / 카베르네 프랑 (Cabernet Franc) / 메를로 (Merlot) / 쁘띠 베르도 (Petit Verdot),Bordeaux Saint-Estèphe,Saint-Estèphe AOC(AOP),손수확.,12개월 동안 배럴 숙성.,16~18 ℃,,동원와인플러스,1/5,3/5,3/5,3/5,"블랙커런트, 블랙체리, 블랙베리, 블루베리, 자두, 바닐라, 초콜릿, 오크","스테이크, 육류요리, 양갈비, 양고기, 훈제오리, 찜닭, 오리로스, 불고기, 족발, 편육, 토마토파스타, 피자, 중국음식, 자두, 치즈, 파르미지아노, 그라노파다노, 페타",14~15 %,
"드라이 크릭, 소비뇽 블랑","Dry Creek, Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=174725&lq=LIST,드라이 크릭 와이너리  Dry Creek Winery,미국(U.S.A) / 캘리포니아(California) / 소노마 카운티(Sonoma County),소비뇽 블랑 (Sauvignon Blanc) / 소비뇽 블랑 뮈스케 (Sauvignon Blanc Musque) / 소비뇽 그리 (Sauvignon Gris),Californian Sauvignon Blanc,,,프렌치 오크 배럴 일부 사용,8~10 ℃,,,1/5,4/5,1/5,1/5,"레몬, 멜론, 패션프루트, 파인애플","광어, 생선회, 해산물, 동남아요리, 샐러드",,"생선회, 해산물, 샐러드, 동남아요리와 잘 어울린다."
뽀이약 드 랭쉬 바쥬,Pauillac de Lynch-bages,https://www.wine21.com/13_search/wine_view.html?Idx=174726&lq=LIST,"샤토 랭쉬 바쥬  Chateau Lynch Bages, Grand Cru Classe,5th Cru",프랑스(France) / 보르도(Bordeaux) / 뽀이약(Pauillac),카베르네 소비뇽 (Cabernet Sauvignon) / 메를로 (Merlot),Bordeaux Pauillac,Pauillac AOC(AOP),손 수확.,12개월 간 오크 숙성.,16~18 ℃,,동원와인플러스,1/5,3/5,4/5,3/5,"블랙체리, 체리, 딸기, 라스베리, 자두, 정향, 감초, 타르, 타바코, 가죽","스테이크, 육류요리, 돼지고기, 양갈비, 양고기, 불고기, 양념갈비, 갈비찜, 라자냐, 토마토파스타, 자두, 치즈, 고다, 에멘탈, 페타, 블루치즈, 스모크",13~14 %,
"닐슨, 산타 바바라 카운티 피노 누아","Nielson, Santa Barbara County Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=174727&lq=LIST,닐슨  Nielson,미국(U.S.A) / 캘리포니아(California) / 산타 바바라 카운티(Santa Barbara County) / 산타 마리아 밸리(Santa Maria Valley),피노 누아 (Pinot Noir) 100%,Californian Pinot Noir,,"산타마리아 밸리 지역의 포도를 메인으로 사용하되, 홍차 뉘앙스와 단단한 타닌을 가진 산타 힐즈 지역 포도 소량 블렌딩.",9개월 프랑스 오크통 숙성 (15% 새 오크통),12~14 ℃,,,1/5,4/5,3/5,2/5,"체리, 크랜베리, 석류, 바닐라, 삼나무","돼지고기, 치킨, 해산물, 만두, 파스타, 치즈",,"돼지고기, 치킨, 해산물, 파스타, 치즈, 만두 등과 잘 어울린다."
"머피굿, 노스코스트 소비뇽 블랑","Murphy Goode, Northcoast Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=174730&lq=LIST,머피 굿  Murphy Goode,미국(U.S.A) / 캘리포니아(California) / 노스 코스트(North Coast),소비뇽 블랑 (Sauvignon Blanc) 100%,Californian Sauvignon Blanc,,,,8~10 ℃,,신동와인,1/5,4/5,2/5,1/5,"배, 시트러스, 자몽, 열대과일, 미네랄","스시, 해산물, 샐러드",13~14 %,"스시, 굴요리, 올리브가 들어간 샐러드와 잘 어울린다."
"미쉘 린치, 프레스티지 쌩떼밀리옹","Michel Lynch, Saint-emilion Prestige",https://www.wine21.com/13_search/wine_view.html?Idx=174732&lq=LIST,미쉘 린취 - 장 미쉘 까즈  Michel Lynch - Jean Michel Cazes,프랑스(France) / 보르도(Bordeaux) / 생-떼밀리옹(Saint-Emilion),메를로 (Merlot) / 카베르네 소비뇽 (Cabernet Sauvignon),Bordeaux Saint-Émilion,Saint-Émilion AOC(AOP),,프렌치 참나무 오크통 숙성.,16~18 ℃,,동원와인플러스,1/5,3/5,4/5,3/5,"블랙베리, 체리, 블루베리, 자두, 육두구, 바닐라, 정향, 오크","그릴요리, 스테이크, 양갈비, 양고기, 불고기, 양념갈비, 갈비찜, 라자냐, 토마토파스타, 자두, 치즈, 고르곤졸라, 에푸아쓰, 로크포르, 블루치즈",14~15 %,
"미쉘 린치, 보르도 로제","Michel Lynch, Bordeaux Rose",https://www.wine21.com/13_search/wine_view.html?Idx=174733&lq=LIST,미쉘 린취 - 장 미쉘 까즈  Michel Lynch - Jean Michel Cazes,프랑스(France) / 보르도(Bordeaux),메를로 (Merlot),,Bordeaux AOC(AOP),,,8~10 ℃,,동원와인플러스,1/5,3/5,2/5,2/5,"체리, 시트러스, 라임, 열대과일, 꽃","로스트비프, 까르파치오, 돼지고기, 양꼬치, 건육, 닭강정, 훈제오리, 치킨, 생선구이, 농어, 연어, 참치, 해산물, 불고기, 한식, 순대, 만두, 수육, 오일파스타, 서양요리, 중국요리, 동남아요리, 아시아요리",12~13 %,
"샤또 비앙카, 피노 그리","Chateau Bianca, Pinot Gris",https://www.wine21.com/13_search/wine_view.html?Idx=174735&lq=LIST,샤또 비앙카  Chateau Bianca,미국(U.S.A) / 오리건(Oregon) / 윌라메트 밸리(Willamette Valley),피노 그리 (Pinot Gris) 100%,Oregon Pinot Gris,,,,10~12 ℃,,,1/5,2/5,2/5,1/5,"청사과, 시트러스, 레몬, 열대과일","돼지고기, 가금류, 스시, 해산물",13~14 %,"초밥, 가금류, 해산물, 돼지고기와 잘 어울린다."
"에드나 밸리, 소비뇽 블랑","Edna Valley, Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=174736&lq=LIST,에드나 밸리  Edna Valley,미국(U.S.A) / 캘리포니아(California),소비뇽 블랑 (Sauvignon Blanc) 100%,Californian Sauvignon Blanc,,,,8~10 ℃,"* 2020 대한항공 비즈니스 클래스 와인 선정* 2018 빈티지 : Critics Challenge International Wine & Spirits Competition 93점, 금메달 수",,1/5,4/5,1/5,1/5,"시트러스, 자몽, 레몬, 구아바, 멜론","생선구이, 해산물, 랍스터, 동남아요리, 아시아요리, 튀김, 샐러드, 과일",13~14 %,"갑각류, 과일 샐러드, 메로구이와 잘 어울린다."
"비비에, 피노 누아 소노마 코스트","Vivier, Pinot Noir Sonoma Coast",https://www.wine21.com/13_search/wine_view.html?Idx=174737&lq=LIST,비비에  Vivier,미국(U.S.A) / 캘리포니아(California) / 소노마 카운티(Sonoma County) / 소노마 코스트(Sonoma Coast),피노 누아 (Pinot Noir),Californian Pinot Noir,Sonoma Coast AVA,,,12~14 ℃,,,1/5,3/5,3/5,2/5,"체리, 딸기, 라스베리, 빌베리, 꽃, 미네랄, 감초, 흙","바비큐, 돼지고기, 닭고기, 치킨, 해산물, 파스타, 치즈",12~13 %,"돼지고기, 치킨, 해산물, 파스타, 치즈 등과 잘 어울린다."
"영 어덜트, 알바리뇨","Young Adult, Albarino",https://www.wine21.com/13_search/wine_view.html?Idx=174738&lq=LIST,영 어덜트  Young Adult,미국(U.S.A) / 캘리포니아(California) / 샌 호아퀸 카운티(San Joaquin County) / 로다이(Lodi),알바리뇨 (Albarino(Alvarinho)) 100%,,,스테인리스 스틸 발효. 일부는 배럴 발효.,,6~8 ℃,,보틀샤크,1/5,4/5,2/5,1/5,"복숭아, 자몽, 오렌지, 레몬, 미네랄","생선회, 해산물, 리조또, 샐러드, 복숭아",,"생선회, 해산물, 지중해음식과 잘 어울린다."
"프로비넌스 빈야드, 나파밸리 소비뇽 블랑","Provenance Vineyards, Napa Valley Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=174739&lq=LIST,프로비넌스 빈야드   Provenance Vineyards,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),소비뇽 블랑 (Sauvignon Blanc) 100%,Californian Sauvignon Blanc,,콘크리트 탱크 발효,작은 배럴통과 스틸 탱크에서 4개월동안 쉬르 리(sur lie) 숙성,6~8 ℃,,에르네스 주식회사,1/5,4/5,3/5,1/5,"시트러스, 리치, 망고, 파인애플, 흰꽃, 바닐라","돼지고기, 생선회, 해산물, 랍스터, 새우, 샐러드",14~15 %,"갑각류, 해산물 요리와 잘 어울린다."
"베델 하이츠, 피노 누아 이올리언","Bethel Heights, Pinot Noir Aeolian",https://www.wine21.com/13_search/wine_view.html?Idx=174741&lq=LIST,베쎌 하이츠  Bethel Heights,미국(U.S.A) / 오리건(Oregon),피노 누아 (Pinot Noir) 100%,Oregon Pinot Noir,,,,,,,1/5,4/5,3/5,2/5,"라스베리, 블루베리, 초콜릿","소고기, 오리고기, 파스타, 치즈",,
"디흘레 까데, 뮈스까 그랑 크뤼 세어링","Dirler Cade, Muscat Grand Cru Saering",https://www.wine21.com/13_search/wine_view.html?Idx=174742&lq=LIST,디흘레 까데  Dirler Cade,프랑스(France) / 알자스(Alsace),뮈스까 (Muscat) / 뮈스까 오또넬 (Muscat Ottonel),,"Alsace Grand Cru AOC(AOP), 'Saering'","유기농 인증, 비오디나미 인증. 잔당:2.8g/L",,8~10 ℃,* 2018 빈티지 - Terroir Sense(Ian d'Agata – Decanter) 94점* 2018 빈티지 - LARVF - 16/20점* 2018 빈티지 - James Suckling 94점,하이트진로,1/5,4/5,3/5,1/5,"시트러스, 오렌지, 감귤, 라임, 레몬껍질, 레몬, 흰꽃, 꽃, 미네랄, 허브","바비큐, 돼지, 돼지고기, 광어, 초밥, 생선회, 사시미, 농어, 연어, 생선 까르파치오, 흰살생선, 해산물, 전복, 게살, 바닷가재, 랍스터, 전복, 씨푸드, 조개구이, 새우, 킹크랩, 비빔밥, 볶음밥, 오일파스타, 동남아요리, 아시아요리, 튀김, 샐러드",,"기름기가 많은 돼지고기, 생선 요리, 갑각류, 해산물, 아시아, 동남아 요리, 샐러드 등과 잘 어울린다."
"마돈나 네라, 브루넬로 디 몬탈치노","Madonna Nera, Brunello di Montalcino",https://www.wine21.com/13_search/wine_view.html?Idx=174744&lq=LIST,마돈나 네라  Madonna Nera,이탈리아(Italy) / 토스카나(Toscana) / 몬탈치노(Montalcino),산지오베제 (Sangiovese),Italian Brunello,Brunello di Montalcino DOCG(DOP),,30개월 프렌치 오크 숙성 후 병입.,16~18 ℃,"* 베스트 셀러로 불리지만 연간 약 15,000병만 생산되는 희소성도 겸비한 와인* 2017년 빈티지 : James Suckling 92점",하이트진로,1/5,4/5,5/5,3/5,"구즈베리, 블랙베리, 체리, 딸기, 블루베리, 크랜베리, 라스베리, 빌베리, 붉은꽃, 감초, 에스프레소, 가죽","그릴요리, 소고기, 스테이크, 바비큐, 양갈비, 양고기, 건육, 불고기, 양념갈비, 갈비찜, 족발, 라자냐, 파스타, 리조또, 치즈, 파르미지아노, 고다, 브리, 그라노파다노, 꽁떼",14~15 %,"붉은 육류, 스테이크, 갈비, 서양요리, 숙성 치즈와 잘 어울린다."
