와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,음용온도,추천음식,수입사,당도,산도,바디,타닌,아로마,음식매칭,기타정보,등급,알코올,숙성,양조
"프로듀톨리 디 만두리아, 프리미티보 디 만두리아 소네토 리제르바","Produttori di Manduria, Primitivo di Manduria Sonetto Ris.",https://www.wine21.com/13_search/wine_view.html?Idx=166260&lq=LIST,프로듀톨리 디 만두리아  Produttori di Manduria,이탈리아(Italy) / 뿔리아(Puglia) / 만두리아(Manduria),프리미티보 (Primitivo),,16~18 ℃,"양갈비, 양고기, 스테이크, 스튜, 치즈, 살라미, 견과류, 말린과일 과 잘 어울린다.",,2/5,2/5,5/5,3/5,,"살라미, 견과류, 치즈",,Primitivo di Manduria DOC(DOP),,,
"프로듀톨리 디 만두리아, 프리미티보 디 만두리아 엘레기아 리제르바","Produttori di Manduria, Primitivo di Manduria Elegia Ris.",https://www.wine21.com/13_search/wine_view.html?Idx=166261&lq=LIST,프로듀톨리 디 만두리아  Produttori di Manduria,이탈리아(Italy) / 뿔리아(Puglia) / 만두리아(Manduria),프리미티보 (Primitivo),,17~19 ℃,"양갈비, 양고기, 스테이크, 스튜, 치즈, 살라미, 견과류, 말린과일 과 잘 어울린다.",,2/5,2/5,5/5,3/5,,"살라미, 견과류, 치즈",,Primitivo di Manduria DOC(DOP),,,
"프로듀토리 디 만두리아, 리리카 프리미티보 디 만두리아","Produttori di Manduria, Lirica Primitivo Di Manduria",https://www.wine21.com/13_search/wine_view.html?Idx=166262&lq=LIST,프로듀토리 디 만두리아  Produtori di Manduria,이탈리아(Italy) / 뿔리아(Puglia) / 만두리아(Manduria),프리미티보 (Primitivo),Southern Italy Primitivo,16~18 ℃,"양갈비, 양고기, 스테이크, 스튜, 치즈, 살라미, 견과류, 말린과일 과 잘 어울린다.",위매드,2/5,2/5,5/5,3/5,"블랙베리, 체리, 자두, 말린자두, 말린과일, 육두구, 바닐라, 정향, 삼나무, 오크","스튜, 스테이크, 붉은육류, 양갈비, 살라미, 토마토파스타, 크림파스타, 자두, 견과류, 치즈, 파르미지아노, 그라노파다노","* 1932년 풀리아 프리미티보의 세계 시장 진출을 이끈 협동 조합 체제 와이너리*  유기농 뿐 아니라, 모든 방면에서 지속 가능한 와이너리 인증 (3E)* Wine Enthusiast 91(Top100) , James Suckling 90, 2020 Gambero Rosso 3 Glass",Primitivo di Manduria DOC(DOP),14~15 %,최소 6개월간 슬라보니안 오크에서 숙성,"평균 25년 수령의 나무에서 자란 포도를 모두 손수확하여, 제경 후 압착, 프리런 주스를 25도에서 발효하며, 1주간 침용"
"프로듀톨리 디 만두리아, 아카","Produttori di Manduria, Aka",https://www.wine21.com/13_search/wine_view.html?Idx=166263&lq=LIST,프로듀톨리 디 만두리아  Produttori di Manduria,이탈리아(Italy) / 뿔리아(Puglia),프리미티보 (Primitivo),,11~13 ℃,"돼지고기, 닭고기, 해산물, 새우, 다양한 치즈, 건육, 살라미, 프로슈토, 피자, 파스타 등과 잘 어울린다.",,2/5,2/5,2/5,1/5,,"닭고기, 치즈",,Salento IGT(IGP),,,
"리돌피, 브루넬로 디 몬탈치노","Ridolfi, Brunello di Montalcino",https://www.wine21.com/13_search/wine_view.html?Idx=166264&lq=LIST,리돌피  Ridolfi,이탈리아(Italy) / 토스카나(Toscana) / 몬탈치노(Montalcino),산지오베제 (Sangiovese) 100%,,16~18 ℃,"스테이크, 그릴요리, 갈비찜, 불고기, 라자냐, 리조또, 파스타, 다양한 치즈와 잘 어울린다.",에노테카코리아,1/5,4/5,4/5,3/5,"체리, 리치, 감초",치즈,*Gambero Rosso 3 glass(2015),Brunello di Montalcino DOCG(DOP),,대형 슬라보니아 오크 배럴에서 36개월 + 병입 12개월,
"리돌피, 로쏘 디 몬탈치노","Ridolfi, Rosso di Montalcino",https://www.wine21.com/13_search/wine_view.html?Idx=166265&lq=LIST,리돌피  Ridolfi,이탈리아(Italy) / 토스카나(Toscana) / 몬탈치노(Montalcino),산지오베제 (Sangiovese) 100%,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 족발, 라자냐, 파스타와 잘 어울린다.",에노테카코리아,1/5,4/5,3/5,4/5,체리,족발,,Rosso di Montalcino DOC(DOP),,대형 슬라보니아 오크 배럴에서 12개월 + 병입 4개월,
"리돌피, 피에로","Ridolfi, Fiero",https://www.wine21.com/13_search/wine_view.html?Idx=166266&lq=LIST,리돌피  Ridolfi,이탈리아(Italy) / 토스카나(Toscana),메를로 (Merlot) 60% / 산지오베제 (Sangiovese) 40%,,16~18 ℃,"붉은육류, 스테이크, 훈제오리, 바비큐, 라자냐, 파스타, 다양한 치즈와 잘 어울린다.",에노테카코리아,1/5,3/5,3/5,3/5,"블랙베리, 배, 장미","바비큐, 훈제오리, 치즈",,,,12개월 프렌치 오크&슬라보니아 오크 배럴,
"리돌피, 브뤼 로제","Ridolfi, Brut Rose",https://www.wine21.com/13_search/wine_view.html?Idx=166267&lq=LIST,리돌피  Ridolfi,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese),,6~8 ℃,"식전주, 전채요리, 회, 스시, 해산물, 건육, 살라미, 하몽, 스낵 등과 잘 어울린다.",,1/5,4/5,2/5,1/5,,"스시, 해산물, 식전주, 전채요리, 스낵",,,,,
"로카 델레 마치에, 루비쪼","Rocca delle Macie, Rubizzo",https://www.wine21.com/13_search/wine_view.html?Idx=166268&lq=LIST,로카 델레 마치에  Rocca delle Macie,이탈리아(Italy) / 토스카나(Toscana),메를로 (Merlot) / 산지오베제 (Sangiovese),,16~18 ℃,"붉은육류, 스테이크, 훈제오리, 바비큐, 라자냐, 파스타, 다양한 치즈와 잘 어울린다.",,1/5,3/5,3/5,3/5,,"바비큐, 훈제오리, 치즈",,Toscana IGT(IGP),,,
"카스타뇰리, 키안티 클라시코","Castagnoli, Chianti Classico",https://www.wine21.com/13_search/wine_view.html?Idx=166269&lq=LIST,카스타뇰리  Castagnoli [B2B],이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 스튜, 양고기, 훈제오리, 숙성 치즈, 라자냐, 파스타와 잘 어울린다.",,1/5,4/5,3/5,3/5,,"양고기, 훈제오리, 치즈",*2019 빈티지: Falstaff 92점*Certified Organic*Production size: 12.000 bottles,Chianti Classico DOCG(DOP),13~14 %,ageing in French and Slavonian oak casks for 18 months,Spontaneous fermentation with indigenous yeasts in stainless steel. Malolactic fermentation in oak casks.
"로카 디 카스타놀리, 키안티 클라시코 포지오 아 프라티 리제르바","Rocca di Castagnoli, Chianti Cl. Poggio a'Frati Ris.",https://www.wine21.com/13_search/wine_view.html?Idx=166270&lq=LIST,로카 디 카스타놀리  Rocca di Castagnoli,이탈리아(Italy) / 토스카나(Toscana) / 키안티(Chianti),산지오베제 (Sangiovese),,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 족발, 라자냐, 파스타와 잘 어울린다.",,1/5,4/5,3/5,4/5,,족발,,Chianti Classico DOCG(DOP),,,
"로카 디 카스타놀리, 키안티 클라시코 그란 셀렉지오네 스티엘레","Rocca di Castagnoli, Chianti Cl. Gran Selezione Stielle",https://www.wine21.com/13_search/wine_view.html?Idx=166271&lq=LIST,로카 디 카스타놀리  Rocca di Castagnoli,이탈리아(Italy) / 토스카나(Toscana) / 키안티(Chianti),산지오베제 (Sangiovese),,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 족발, 라자냐, 파스타와 잘 어울린다.",,1/5,3/5,4/5,4/5,,족발,,Chianti Classico DOCG(DOP),,,
"로카 디 카스타놀리, 라 프라톨라","Rocca di Castagnoli, La Pratola",https://www.wine21.com/13_search/wine_view.html?Idx=166272&lq=LIST,로카 디 카스타놀리  Rocca di Castagnoli,이탈리아(Italy) / 토스카나(Toscana),메를로 (Merlot),,16~18 ℃,"붉은육류, 훈제오리, 치킨, 바비큐, 소시지, 파스타, 치즈와 잘 어울린다.",,1/5,3/5,3/5,3/5,,"붉은육류, 파스타, 치즈",,Toscana IGT(IGP),,,
"루비넬리 바졸, 아마로네 델라 발폴리첼라 클라시코","Rubinelli Vajol, Amarone della Valpolicella Cl.",https://www.wine21.com/13_search/wine_view.html?Idx=166273&lq=LIST,루비넬리 바졸  Rubinelli Vajol,이탈리아(Italy) / 베네토(Veneto) / 발폴리첼라(Valpolicella),코르비나 (Corvina) / 몰리나라 (Molinara) / 론디넬라 (Rondinella) / 코르비노네 (Corvinone) / 오세레타 (Oseleta),,17~19 ℃,"스테이크, 양고기, 오리고기, 갈비, 등심, 갈비찜, 바비큐, 블루 치즈, 리조토 와 잘 어울린다.",,2/5,2/5,5/5,4/5,,"바비큐, 양고기, 오리고기, 갈비찜, 리조토, 치즈",,Amarone della Valpolicella DOCG(DOP),,,
"루비넬리 바졸, 발폴리첼라 클라시코 수페리오레 리파소","Rubinelli Vajol, Valpolicella Cl. Sup. Ripasso",https://www.wine21.com/13_search/wine_view.html?Idx=166274&lq=LIST,루비넬리 바졸  Rubinelli Vajol,이탈리아(Italy) / 베네토(Veneto) / 발폴리첼라(Valpolicella),코르비나 (Corvina),,17~19 ℃,"가금류, 오리고기, 닭고기, 붉은살생선, 푸아그라, 부드러운 치즈와 잘 어울린다.",,1/5,3/5,3/5,3/5,,"붉은살생선, 치즈",,Valpolicella Ripasso DOC(DOP),,,
"루비넬리 바졸, 발폴리첼라 클라시코 수페리오레","Rubinelli Vajol, Valpolicella Cl. Sup.",https://www.wine21.com/13_search/wine_view.html?Idx=166275&lq=LIST,루비넬리 바졸  Rubinelli Vajol,이탈리아(Italy) / 베네토(Veneto) / 발폴리첼라(Valpolicella),,,16 ℃,"스테이크, 양고기, 오리고기, 갈비, 등심, 갈비찜, 바비큐, 블루 치즈, 리조토 와 잘 어울린다.",,1/5,3/5,3/5,2/5,,"바비큐, 양고기, 오리고기, 갈비찜, 리조토, 치즈",,Valpolicella DOC(DOP),,,
"루비넬리 바졸, 발폴리첼라 클라시코","Rubinelli Vajol, Valpolicella Cl.",https://www.wine21.com/13_search/wine_view.html?Idx=166276&lq=LIST,루비넬리 바졸  Rubinelli Vajol,이탈리아(Italy) / 베네토(Veneto) / 발폴리첼라(Valpolicella),코르비나 (Corvina) / 론디넬라 (Rondinella) / 몰리나라 (Molinara) / 코르비노네 (Corvinone),,16~18 ℃,"스테이크, 양고기, 오리고기, 갈비, 등심, 갈비찜, 바비큐, 블루 치즈, 리조토 와 잘 어울린다.",,1/5,3/5,2/5,2/5,,"바비큐, 양고기, 오리고기, 갈비찜, 리조토, 치즈",,Valpolicella DOC(DOP),,,
"루쩨리, 카르티제 브뤼","Ruggeri, Cartizze Brut",https://www.wine21.com/13_search/wine_view.html?Idx=166278&lq=LIST,루쩨리   Ruggeri,이탈리아(Italy) / 베네토(Veneto) / 발도비아데네(Valdobbiadene),글레라 (Glera),,6~8 ℃,"식전주, 전채요리, 회, 스시, 해산물, 건육, 살라미, 하몽, 스낵 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,,"스시, 해산물, 식전주, 전채요리, 스낵",,,,,
"산 살바토레, 피안 디 스티오 패스툼 피아노","San Salvatore, Pian di Stio Paestum Fiano",https://www.wine21.com/13_search/wine_view.html?Idx=166280&lq=LIST,산 살바토레  San Salvatore,이탈리아(Italy) / 깜빠니아(Campania),피아노 (Fiano),,10~12 ℃,"조개류, 생선회, 해물 리조또 등과 잘 어울린다.",지에프비노,1/5,5/5,2/5,1/5,,,,Paestum IGT(IGP),13~14 %,,
"산 살바토레, 오마지오 아 길로 도르플레스","San Salvatore, Omaggio a Gillo Dorfles",https://www.wine21.com/13_search/wine_view.html?Idx=166281&lq=LIST,산 살바토레  San Salvatore,이탈리아(Italy) / 깜빠니아(Campania),알리아니코 (Aglianico),,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 바비큐, 양고기, 라자냐, 리조또, 파스타, 다양한 치즈와 잘 어울린다.",,1/5,3/5,5/5,3/5,,"바비큐, 양고기, 치즈",,Paestum IGT(IGP),,,
"산 살바토레, 트렌테나레","San Salvatore, Trentenare",https://www.wine21.com/13_search/wine_view.html?Idx=166282&lq=LIST,산 살바토레  San Salvatore,이탈리아(Italy) / 깜빠니아(Campania),피아노 (Fiano),,10~12 ℃,"전채요리, 회, 스시, 해산물, 건육, 살라미, 하몽, 스낵 등과 잘 어울린다.",,1/5,4/5,1/5,1/5,,"스시, 해산물, 전채요리, 스낵",,Paestum IGT(IGP),,,
"산 살바토레, 융가노","San Salvatore, Jungano",https://www.wine21.com/13_search/wine_view.html?Idx=166283&lq=LIST,산 살바토레  San Salvatore,이탈리아(Italy) / 깜빠니아(Campania),알리아니코 (Aglianico),,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 바비큐, 양고기, 라자냐, 리조또, 파스타, 다양한 치즈와 잘 어울린다.",,1/5,2/5,5/5,3/5,,"바비큐, 양고기, 치즈",,Paestum IGT(IGP),,,
"테누타 디 아르체노, 키안티 클라시코","Tenuta di Arceno, Chianti Classico",https://www.wine21.com/13_search/wine_view.html?Idx=166284&lq=LIST,테누타 디 아르체노  Tenuta di Arceno,이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese) 85% / 메를로 (Merlot) 15%,,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 스튜, 양고기, 훈제오리, 숙성 치즈, 라자냐, 파스타와 잘 어울린다.",,1/5,3/5,4/5,3/5,,"양고기, 훈제오리, 치즈",,Chianti Classico DOCG(DOP),14.5~15.5 %,,
"테누타 마라, 마라미아 산지오베제","Tenuta Mara, MaraMia Sangiovese",https://www.wine21.com/13_search/wine_view.html?Idx=166285&lq=LIST,테누타 마라  Tenuta Mara,이탈리아(Italy) / 에밀리아 로마냐(Emilia-Romagna),산지오베제 (Sangiovese),,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 족발, 라자냐, 파스타와 잘 어울린다.",,1/5,3/5,3/5,2/5,,족발,,,,,
"테누타 마라, 귀리","Tenuta Mara, Guiry",https://www.wine21.com/13_search/wine_view.html?Idx=166286&lq=LIST,테누타 마라  Tenuta Mara,이탈리아(Italy) / 에밀리아 로마냐(Emilia-Romagna),산지오베제 (Sangiovese),,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 양갈비, 양고기, 족발, 라자냐, 파스타와 잘 어울린다.",,1/5,4/5,3/5,2/5,,족발,,,,,
"마소네 만누, 베르멘티노 디 갈루라 페트리짜","Masone Mannu, Vermentino di Gallura Petrizza",https://www.wine21.com/13_search/wine_view.html?Idx=166287&lq=LIST,테누타 마라  Tenuta Mara,"이탈리아(Italy) / 사르데냐,  사르디니아(Sardegna, Sardinia )",베르멘티노 (Vermentino),,10~12 ℃,"참치, 연어, 해산물, 새우, 다양한 치즈, 건육, 살라미, 프로슈토, 피자, 파스타 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,,치즈,,Vermentino di Gallura DOCG(DOP),,,
"마소네, 베르멘티노 디 갈루라  수페리오레 코스타레나스","Masone Mannu, Vermentino di Gallura Sup. Costarenas",https://www.wine21.com/13_search/wine_view.html?Idx=166288&lq=LIST,테누타 마라  Tenuta Mara,"이탈리아(Italy) / 사르데냐,  사르디니아(Sardegna, Sardinia )",베르멘티노 (Vermentino),,10~12 ℃,"참치, 연어, 해산물, 새우, 다양한 치즈, 건육, 살라미, 프로슈토, 피자, 파스타 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,,치즈,,Vermentino di Gallura DOCG(DOP),,,
"테누타 비글리오네, 니시아 로사토","Tenuta Viglione, Nisia Rosato",https://www.wine21.com/13_search/wine_view.html?Idx=166289&lq=LIST,테누타 비글리오네  Tenuta Viglione,이탈리아(Italy) / 뿔리아(Puglia),프리미티보 (Primitivo),,17~19 ℃,"돼지고기, 닭고기, 해산물, 새우, 다양한 치즈, 건육, 살라미, 프로슈토, 피자, 파스타 등과 잘 어울린다.",,2/5,2/5,2/5,1/5,,"닭고기, 치즈",,Gioia del Colle DOC(DOP),,,
"테누테 키아로몬테, 지오이아 델 콜리 프리미티보 무로 산탄젤로 콘트라다 바르바로","Tenute Chiaromonte, Gioia del Colle Primitivo Muro Sant' Angelo Contrada Barbatto",https://www.wine21.com/13_search/wine_view.html?Idx=166290&lq=LIST,테누테 키아로몬테  Tenute Chiaromonte,이탈리아(Italy) / 뿔리아(Puglia),프리미티보 (Primitivo),,17~19 ℃,"양갈비, 양고기, 스테이크, 스튜, 치즈, 살라미, 견과류, 말린과일 과 잘 어울린다.",,1/5,2/5,5/5,3/5,,"살라미, 견과류, 치즈",,Gioia del Colle DOC(DOP),,,
"테누테 키아로몬테, 프리미티보","Tenute Chiaromonte, Primitivo",https://www.wine21.com/13_search/wine_view.html?Idx=166291&lq=LIST,테누테 키아로몬테  Tenute Chiaromonte,이탈리아(Italy) / 뿔리아(Puglia),프리미티보 (Primitivo),,16~18 ℃,"양갈비, 양고기, 스테이크, 스튜, 치즈, 살라미, 견과류, 말린과일 과 잘 어울린다.",,2/5,2/5,5/5,3/5,,"살라미, 견과류, 치즈",,,,,
"테누테 키아로몬테, 지오이아 델 콜리 키아로몬테 리제르바","Tenute Chiaromonte, Gioia del Colle Chiaromonte Ris.",https://www.wine21.com/13_search/wine_view.html?Idx=166292&lq=LIST,테누테 키아로몬테  Tenute Chiaromonte,이탈리아(Italy) / 뿔리아(Puglia),프리미티보 (Primitivo),,17~19 ℃,"양갈비, 양고기, 스테이크, 스튜, 치즈, 살라미, 견과류, 말린과일 과 잘 어울린다.",,2/5,2/5,5/5,3/5,,"살라미, 견과류, 치즈",,Gioia del Colle DOC(DOP),,,
"테누테 키아로몬테, 지오이아 델 콜리 키아로몬테 셀레지오네","Tenute Chiaromonte, Gioia del Colle Chiaromonte Selezione",https://www.wine21.com/13_search/wine_view.html?Idx=166293&lq=LIST,테누테 키아로몬테  Tenute Chiaromonte,이탈리아(Italy) / 뿔리아(Puglia),프리미티보 (Primitivo),,17~19 ℃,"양갈비, 양고기, 스테이크, 스튜, 치즈, 살라미, 견과류, 말린과일 과 잘 어울린다.",,1/5,2/5,5/5,3/5,,"살라미, 견과류, 치즈",,Gioia del Colle DOC(DOP),,,
샤또 발뤼 몽동,Chateau Ballue-Mondon,https://www.wine21.com/13_search/wine_view.html?Idx=166294&lq=LIST,샤또 발뤼 몽동  Chateau Ballue-Mondon,프랑스(France) / 보르도(Bordeaux),메를로 (Merlot) 90% / 카베르네 소비뇽 (Cabernet Sauvignon) 5% / 카베르네 프랑 (Cabernet Franc) 5%,,8~10 ℃,"모든 종류의 소고기, 오리고기, 버섯 요리, 신선한 치즈 등과 잘 어울린다.",에노테카코리아,1/5,3/5,3/5,3/5,배,"소고기, 오리고기, 버섯, 치즈",*2017 Concours de Macon Gold Medal,Bordeaux AOC(AOP),13~14 %,,
샤또 드 카프,Chateau de Cappes,https://www.wine21.com/13_search/wine_view.html?Idx=166295&lq=LIST,샤또 드 카프  Chateau de Cappes,프랑스(France) / 보르도(Bordeaux),메를로 (Merlot) 70% / 카베르네 소비뇽 (Cabernet Sauvignon) 30%,,15~17 ℃,"모든 종류의 육류 요리, 거위간 등과 잘 어울린다.",에노테카코리아,1/5,3/5,3/5,3/5,"장미, 감초",거위간,,Bordeaux AOC(AOP),13~14 %,,
샤또 레 콤브,Chateau Les Combes,https://www.wine21.com/13_search/wine_view.html?Idx=166296&lq=LIST,샤또 레 콤브  Chateau Les Combes,프랑스(France) / 보르도(Bordeaux),메를로 (Merlot) 70% / 카베르네 소비뇽 (Cabernet Sauvignon) 15% / 카베르네 프랑 (Cabernet Franc) 15%,,15~17 ℃,"소고기, 돼지고기, 양고기, 숙성 치즈 등과 잘 어울린다.",에노테카코리아,1/5,3/5,4/5,3/5,감초,"소고기, 양고기, 치즈",*2016 Concours de Macon Gold Medal,Bordeaux AOC(AOP),13~14 %,,
라 로쥬,La Loge,https://www.wine21.com/13_search/wine_view.html?Idx=166297&lq=LIST,까브 드 마멍데이스  Cave du Marmandais,프랑스(France) / 보르도(Bordeaux),메를로 (Merlot) 50% / 카베르네 소비뇽 (Cabernet Sauvignon) 30% / 카베르네 프랑 (Cabernet Franc) 20%,,15~17 ℃,"육류 요리, 에담 치즈, 고다 치즈와 같이 향이 강하지 않은 치즈 등과 잘 어울린다.",에노테카코리아,1/5,3/5,3/5,3/5,딸기,,,Bordeaux AOC(AOP),13~14 %,,
"레오나르드 커리쉬, 산타 아니타 글루바인","Leonard Kreusch, Santa Anita Gluhwein",https://www.wine21.com/13_search/wine_view.html?Idx=166298&lq=LIST,레오나르드 커리쉬   Leonard Kreusch,독일(Germany) / 뉘른베르크(Nurnberger),블렌드 (Blend ),,50~70 ℃,"디저트류/ [한식] 단맛이 강한 떡류, 곶감과 같은 말린 과일류 등과 잘 어울린다.",레뱅,3/5,1/5,4/5,1/5,"블루베리, 허브, 꿀","한식, 과일, 디저트","*글루바인(머그잔에 따른 후 전자레인지에 데워서 음용)*독일의 글루바인 산지에서 온 데워 마시는 레드 와인, 겨울 한정 아이템",,8~9 %,,
