와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,알코올,음용온도,추천음식,수입사,당도,산도,바디,타닌,아로마,음식매칭,등급,기타정보,숙성,양조
"바인굿 브룬들마이어, 그뤼너 벨트리너 빈센츠 스피겔","Weingut Brundlmayer, Gruner Veltliner Vincent's Spiegel",https://www.wine21.com/13_search/wine_view.html?Idx=164090&lq=LIST,바인굿 브룬들마이어  Weingut Brundlmayer,오스트리아(Austria) / 니더외스터라이히(Niederosterreich) / 캄프탈(Kamptal),그뤼너 벨트리너 (Gruner Veltliner) 100%,Austrian Grüner Veltliner,13.5 %,10~12 ℃,"구운 돼지고기, 오리구이, 푸아그라, 브리 치즈 등과 잘 어울린다.",,1/5,5/5,3/5,1/5,"레몬, 미네랄, 토스트, 오크",푸아그라,,,,
"바인굿 브룬들마이어, 하일리겐슈타인 리슬링","Weingut Brundlmayer, Heiligenstein Riesling",https://www.wine21.com/13_search/wine_view.html?Idx=164091&lq=LIST,바인굿 브룬들마이어  Weingut Brundlmayer,오스트리아(Austria) / 니더외스터라이히(Niederosterreich) / 캄프탈(Kamptal),리슬링 (Riesling) 100%,Austrian Riesling,12.5 %,10~12 ℃,"모든 해산물, 생선구이, 오리구이, 닭 튀김, 돼지고기 등과 잘 어울린다.",,1/5,5/5,3/5,1/5,"레몬, 브리오슈","생선구이, 해산물, 튀김",,*2017 빈티지: Gault & Millau : 18 / 20,,
"바인굿 브룬들마이어, 하일리겐슈타인 알테 레벤 리슬링","Weingut Brundlmayer, Heiligenstein Alte Reben Riesling",https://www.wine21.com/13_search/wine_view.html?Idx=164092&lq=LIST,바인굿 브룬들마이어  Weingut Brundlmayer,오스트리아(Austria) / 니더외스터라이히(Niederosterreich) / 캄프탈(Kamptal),리슬링 (Riesling) 100%,Austrian Riesling,13 %,10~12 ℃,"생선구이, 오리구이, 닭 튀김, 돼지고기, 슈니첼 등과 잘 어울린다.",,1/5,5/5,3/5,1/5,"레몬, 미네랄","생선구이, 튀김",,*2017 빈티지: Gault & Millau : 19.5 / 20*Best Austrian White Wine,,
"바인굿 브룬들마이어, 피노 누아","Weingut Brundlmayer, Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=164093&lq=LIST,바인굿 브룬들마이어  Weingut Brundlmayer,오스트리아(Austria) / 니더외스터라이히(Niederosterreich) / 캄프탈(Kamptal),피노 누아 (Pinot Noir) 100%,Austrian Pinot Noir,13 %,13~15 ℃,"사냥 고기, 오리구이, 거위 고기, 구운 고기류 등과 잘 어울린다.",,1/5,4/5,3/5,3/5,"체리, 허브",,,,,
"바인굿 브룬들마이어, 피노 누아 리저브","Weingut Brundlmayer, Pinot Noir Reserve",https://www.wine21.com/13_search/wine_view.html?Idx=164094&lq=LIST,바인굿 브룬들마이어  Weingut Brundlmayer,오스트리아(Austria) / 니더외스터라이히(Niederosterreich) / 캄프탈(Kamptal),피노 누아 (Pinot Noir) 100%,Austrian Pinot Noir,13 %,13~15 ℃,"사냥 고기, 오리구이, 거위 고기, 구운 고기류 등과 잘 어울린다.",,1/5,4/5,3/5,3/5,"체리, 라일락, 오크",,,*2015 빈티지: Wine Enthusiast 93점,,
"에프.엑스 피클러, 리에드 로이벤베르크 리슬링 트로켄베렌아우스레제","F.X Pichler, Ried Loibenberg Riesling Trockenbeerenauslese",https://www.wine21.com/13_search/wine_view.html?Idx=164095&lq=LIST,바인굿 에프.엑스 피클러  Weingut F.X Pichler,오스트리아(Austria) / 니더외스터라이히(Niederosterreich) / 바우(Wachau),리슬링 (Riesling),Austrian Riesling,7.5 %,8 ℃,"말린 과일, 블루 치즈 등과 잘 어울린다.",,5/5,3/5,5/5,1/5,"오렌지, 꽃, 꿀","과일, 치즈",,,,
"알타 시마, AC 4090 쉬라","Alta Cima, AC 4090 Syrah",https://www.wine21.com/13_search/wine_view.html?Idx=164096&lq=LIST,알타 시마  Alta Cima,칠레(Chile) / 쿠리코 밸리(Curico Valley) / 론투에 밸리(Lontue Valley),시라/쉬라즈 (Syrah/Shiraz) 98% / 쁘띠 베르도 (Petit Verdot) 2%,Chilean Syrah,13.5 %,15~17 ℃,"소고기, 양고기, 인디안 푸드 등과 잘 어울린다.",,1/5,4/5,4/5,4/5,"꽃, 후추, 가죽","소고기, 양고기",,,,
"알타 시마, AC 6330 앙상블라헤 K","Alta Cima, AC 6330 Ensamblaje K",https://www.wine21.com/13_search/wine_view.html?Idx=164097&lq=LIST,알타 시마  Alta Cima,칠레(Chile) / 쿠리코 밸리(Curico Valley) / 론투에 밸리(Lontue Valley),카베르네 소비뇽 (Cabernet Sauvignon) 48% / 시라/쉬라즈 (Syrah/Shiraz) 26% / 쁘띠 베르도 (Petit Verdot) 17% / 카르메네르 (Carmenere) 5% / 메를로 (Merlot) 4%,,13.8 %,16~18 ℃,"소고기, 양고기, 갈비찜, 대창구이 등과 잘 어울린다.",,1/5,4/5,5/5,4/5,민트,"소고기, 양고기, 갈비찜",,,,
"알타 시마, AC 6330 알토 안데스 소비뇽 블랑","Alta Cima, AC 6330 Alto Andes Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=164098&lq=LIST,알타 시마  Alta Cima,칠레(Chile) / 쿠리코 밸리(Curico Valley) / 론투에 밸리(Lontue Valley),소비뇽 블랑 (Sauvignon Blanc) 99% / 게뷔르츠트라미너 (Gewurztraminer) 1%,Chilean Sauvignon Blanc,12.1 %,8~10 ℃,"돼지 고기 수육, 소고기 수육, 닭 고기, 생선구이, 생선회, 조개류 등과 잘 어울린다.",,1/5,5/5,2/5,1/5,"꽃, 미네랄, 피망","소고기, 돼지, 수육",,,,
"알타 시마, AC 6330 레이트 하비스트","Alta Cima, AC 6330 Late Harvest",https://www.wine21.com/13_search/wine_view.html?Idx=164099&lq=LIST,알타 시마  Alta Cima,칠레(Chile) / 쿠리코 밸리(Curico Valley) / 론투에 밸리(Lontue Valley),게뷔르츠트라미너 (Gewurztraminer) 100%,Chilean Gewürztraminer,13~14 %,8~10 ℃,"말린 과일, 블루 치즈, 푸아 그라, 약과 등과 잘 어울린다.",,5/5,1/5,4/5,1/5,"오렌지, 꽃","과일, 치즈",,,,
"제너두, 엑스무어 세미용 소비뇽 블랑","Xanadu, Exmoor Semillon Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=164100&lq=LIST,제너두  Xanadu,호주(Australia) / 웨스턴 오스트레일리아(Western Australia) / 마가렛 리버(Margaret River),세미용 (Semillon) / 소비뇽 블랑 (Sauvignon Blanc),,13 %,8~10 ℃,"해산물, 차가운 전채요리, 샐러드 등과 잘 어울린다.",,1/5,5/5,2/5,1/5,"구즈베리, 복숭아, 레몬, 꽃, 잔디",해산물,,,,
"제너두, 엑스무어 샤르도네","Xanadu, Exmoor Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=164101&lq=LIST,제너두  Xanadu,호주(Australia) / 웨스턴 오스트레일리아(Western Australia) / 마가렛 리버(Margaret River),샤르도네 (Chardonnay) 100%,Australian Chardonnay,12.5 %,10~12 ℃,"해산물, 소시지, 돼지고기 등과 잘 어울린다.",,1/5,4/5,3/5,1/5,"복숭아, 레몬, 미네랄, 바닐라, 토스트",해산물,,,,
"제너두, 엑스무어 카베르네 소비뇽","Xanadu, Exmoor Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=164102&lq=LIST,제너두  Xanadu,호주(Australia) / 웨스턴 오스트레일리아(Western Australia) / 마가렛 리버(Margaret River),카베르네 소비뇽 (Cabernet Sauvignon) 100%,Australian Cabernet Sauvignon,13.5 %,15~17 ℃,"소고기, 돼지고기, 고기스튜, 경성치즈 등과 잘 어울린다.",,1/5,4/5,4/5,4/5,민트,치즈,,,,
"제너두, 엑스무어 쉬라즈","Xanadu, Exmoor Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=164103&lq=LIST,제너두  Xanadu,호주(Australia) / 웨스턴 오스트레일리아(Western Australia) / 마가렛 리버(Margaret River),시라/쉬라즈 (Syrah/Shiraz) 100%,Australian Shiraz,14 %,15~17 ℃,"소고기, 양고기, 사냥 고기, 경성치즈 등과 잘 어울린다.",,1/5,4/5,4/5,4/5,"체리, 민트, 오크, 가죽","소고기, 양고기, 치즈",,,,
"제너두, 카베르네 소비뇽","Xanadu, Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=164104&lq=LIST,제너두  Xanadu,호주(Australia) / 웨스턴 오스트레일리아(Western Australia) / 마가렛 리버(Margaret River),카베르네 소비뇽 (Cabernet Sauvignon) 100%,Australian Cabernet Sauvignon,14 %,16~18 ℃,"붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.",,1/5,4/5,4/5,4/5,"자두, 민트","양갈비, 치즈",,*2012 빈티지: James Haliday 96점*2013 빈티지: Wine Enthusiast 93점*2014 빈티지: Wine Enthusiast 91점,,
"제너두, 샤르도네","Xanadu, Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=164105&lq=LIST,제너두  Xanadu,호주(Australia) / 웨스턴 오스트레일리아(Western Australia) / 마가렛 리버(Margaret River),샤르도네 (Chardonnay) 100%,Australian Chardonnay,13 %,10~12 ℃,"해산물, 소시지, 돼지고기 등과 잘 어울린다.",,1/5,4/5,3/5,1/5,"복숭아, 레몬, 미네랄, 바닐라, 토스트",해산물,,*2013 빈티지: James Haliday 95점*2014 빈티지: James Haliday 96점*2015 빈티지: The Wine Front 92점,,
"제너두, 리저브 카베르네 소비뇽","Xanadu, Reserve Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=164106&lq=LIST,제너두  Xanadu,호주(Australia) / 웨스턴 오스트레일리아(Western Australia) / 마가렛 리버(Margaret River),카베르네 소비뇽 (Cabernet Sauvignon) 100%,Australian Cabernet Sauvignon,14.5 %,16~18 ℃,"소고기, 돼지고기, 고기스튜, 경성치즈 등과 잘 어울린다.",,1/5,4/5,4/5,4/5,민트,치즈,,*2010 빈티지: James Haliday 95점*2011 빈티지: James Haliday 97점*2012 빈티지: James Haliday 98점,,
"제너두, 리저브 샤르도네","Xanadu, Reserve Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=164107&lq=LIST,제너두  Xanadu,호주(Australia) / 웨스턴 오스트레일리아(Western Australia) / 마가렛 리버(Margaret River),샤르도네 (Chardonnay) 100%,Australian Chardonnay,13.5 %,10~12 ℃,"해산물, 소시지, 돼지고기 등과 잘 어울린다.",,1/5,4/5,3/5,1/5,"복숭아, 레몬, 미네랄, 바닐라, 토스트",해산물,,*2010 빈티지: James Haliday 97점*2011 빈티지: James Haliday 96점*2012 빈티지: James Haliday 96점*2013 빈티지: James Haliday 97점,,
"모스 우드, 애미스 블렌드","Moss Wood, Amy's Blend",https://www.wine21.com/13_search/wine_view.html?Idx=164108&lq=LIST,모스우드  Moss Wood,호주(Australia) / 웨스턴 오스트레일리아(Western Australia),카베르네 소비뇽 (Cabernet Sauvignon) / 말벡 (Malbec) / 쁘띠 베르도 (Petit Verdot) / 메를로 (Merlot),,13.5~14.5 %,15~17 ℃,"붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,4/5,4/5,"자두, 사향","양갈비, 치즈",,,,
"모스 우드, 리본 베일 까베르네 소비뇽","Moss Wood, Ribbon Vale Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=164109&lq=LIST,모스우드  Moss Wood,호주(Australia) / 웨스턴 오스트레일리아(Western Australia),카베르네 소비뇽 (Cabernet Sauvignon) 93% / 카베르네 프랑 (Cabernet Franc) 5% / 메를로 (Merlot) 2%,,13~14 %,13~15 ℃,"붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,4/5,4/5,4/5,"유칼립투스, 가죽","양갈비, 치즈",,*Matthew Jukes 최고의 호주 와인 100선,,
"쿠뮤 리버, 메이트스 빈야드 샤도네이","Kumeu River, Mate's Vineyard Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=164110&lq=LIST,쿠뮤 리버  Kumeu River,뉴질랜드(New Zealand) / 노스 아일랜드(North Island) / 오클랜드(Auckland),샤르도네 (Chardonnay) 100%,,12.5~13.5 %,10~12 ℃,"바비큐, 훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 참치, 새우, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,4/5,4/5,1/5,미네랄,"바비큐, 수육, 탕수육, 치즈",,*Hugh Johnson 죽기전에 마셔야 할 1001 와인,,
"리뽄, 피노 누아","Rippon, Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=164111&lq=LIST,리뽄  Rippon,뉴질랜드(New Zealand) / 사우스 아일랜드(South Island) / 센트럴 오타고(Central Otago),피노 누아 (Pinot Noir) 100%,New Zealand Pinot Noir,14~15 %,13~15 ℃,"로스트비프, 오리고기, 닭고기, 연어, 참치, 버섯, 다양한 치즈, 파스타와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,4/5,3/5,2/5,"키위, 허브, 오크","파스타, 버섯, 치즈",,*Hugh Johnson 죽기전에 마셔야 할 1001 와인*New Zealand 5 star Winery (The Great New Zealand Pinot Noir Classification)*와인21닷컴 2019년 7월 이달의 와인으로 선정 - BEST WINE,,
마운트 디피컬티 로우 번 샤도네이,Mt. Difficulty Lowburn Chardonnay,https://www.wine21.com/13_search/wine_view.html?Idx=164112&lq=LIST,마운트 디피컬티  Mt.Difficulty,뉴질랜드(New Zealand) / 사우스 아일랜드(South Island) / 센트럴 오타고(Central Otago),샤르도네 (Chardonnay) 100%,,,8~10 ℃,"바비큐, 훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 참치, 새우, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",,1/5,4/5,3/5,1/5,,"바비큐, 수육, 탕수육, 치즈",,,,
"마운트 디피컬티, 반녹번 피노 그리","Mt. Difficulty, Bannockburn Pinot Gris",https://www.wine21.com/13_search/wine_view.html?Idx=164113&lq=LIST,마운트 디피컬티  Mt.Difficulty,뉴질랜드(New Zealand) / 사우스 아일랜드(South Island) / 센트럴 오타고(Central Otago),피노 그리 (Pinot Gris) 100%,,,8~10 ℃,"흰살생선, 샐러드, 건육, 하몽, 프로슈토, 동남아요리, 파스타 등과 잘 어울린다.",,1/5,4/5,3/5,1/5,,"흰살생선, 파스타, 동남아요리, 샐러드",,"*2015 빈티지: Robert Parker 89점, Wine Spectator 88점",,
"마운트 디피컬티, 반녹번 피노 누아","Mt. Difficulty, Bannockburn Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=164114&lq=LIST,마운트 디피컬티  Mt.Difficulty,뉴질랜드(New Zealand) / 사우스 아일랜드(South Island) / 센트럴 오타고(Central Otago),피노 누아 (Pinot Noir) 100%,,,14~16 ℃,"로스트비프, 오리고기, 닭고기, 연어, 참치, 버섯, 다양한 치즈, 파스타와 잘 어울린다.",,1/5,5/5,3/5,3/5,,"파스타, 버섯, 치즈",,,,
"마테틱, 코라릴로 까르미네르","Matetic, Corralillo Carmenere",https://www.wine21.com/13_search/wine_view.html?Idx=164115&lq=LIST,마테틱  Matetic Vineyards,칠레(Chile) / 마이포 밸리(Maipo Valley),카르메네르 (Carmenere) 100%,,,16~18 ℃,"붉은 육류, 스테이크, 갈비찜, 불고기, 양갈비, 한국음식, 햄버거, 피자 와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,3/5,3/5,,"스테이크, 햄, 양갈비",,,,
"마테틱, 코라릴로 피노 누아","Matetic, Coralillo Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=164116&lq=LIST,마테틱  Matetic Vineyards,칠레(Chile) / 아콩카구아(Aconcagua) / 산 안토니오 밸리(San Antonio Valley),피노 누아 (Pinot Noir) 100%,,,14~16 ℃,"로스트비프, 오리고기, 닭고기, 연어, 참치, 버섯, 다양한 치즈, 파스타와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,4/5,3/5,2/5,,"파스타, 버섯, 치즈",,*2015 빈티지: Robert Parker 89점,,
샹벨 그랑 리저브,Chambelle Grande Reserve,https://www.wine21.com/13_search/wine_view.html?Idx=164117&lq=LIST,엘지아이 와인  LGI Wines,프랑스(France) / 서던 프랑스(Southern France) / 랑그독 루씨용(Languedoc Roussillon),시라/쉬라즈 (Syrah/Shiraz) 80% / 그르나슈 (Grenache) 20%,Languedoc-Roussillon Red,14 %,15~17 ℃,"소고기, 돼지 요리, 향이 강한 치즈 등과 잘 어울린다.",에노테카코리아,1/5,4/5,3/5,4/5,바닐라,"소고기, 돼지, 치즈",,,,
샹벨 리저브,Chambelle Reserve,https://www.wine21.com/13_search/wine_view.html?Idx=164118&lq=LIST,엘지아이 와인  LGI Wines,프랑스(France) / 서던 프랑스(Southern France) / 랑그독 루씨용(Languedoc Roussillon),카베르네 소비뇽 (Cabernet Sauvignon) 50% / 메를로 (Merlot) 50%,Languedoc-Roussillon Red,13.5 %,15~17 ℃,"피자, 립(Rib) 요리, 구운 야채, 까망베르 치즈, 초콜릿이 들어간 디저트 등과 잘 어울린다.",에노테카코리아,1/5,3/5,3/5,4/5,"피망, 바닐라","피자, 야채",,,,
"뵈브 암발, 디아모르","Veuve Ambal, Diamour",https://www.wine21.com/13_search/wine_view.html?Idx=164119&lq=LIST,뵈브 암발  Veuve Ambal,프랑스(France) / 부르고뉴(Bourgogne),아이렌 (Airen) 100%,,11~12 %,6~8 ℃,"샐러드, 야채, 튀김, 다양한 치즈, 견과류 등과 잘 어울린다.",에노테카코리아,1/5,3/5,3/5,1/5,,"튀김, 견과류, 치즈",,,,
"장 자크 꽁퓌롱, 부르고뉴 파스투그랭","Jean Jacques Confuron, Bourgogne Passetoutgrains",https://www.wine21.com/13_search/wine_view.html?Idx=164120&lq=LIST,쟝 자크 꽁퓨롱  Jean Jacques Confuron,프랑스(France) / 부르고뉴(Bourgogne),피노 누아 (Pinot Noir) / 가메이 (Gamay),Burgundy Red,,13~15 ℃,"로스트비프, 오리고기, 닭고기, 연어, 참치, 버섯, 다양한 치즈, 파스타와 잘 어울린다.",더블유에스통상,1/5,4/5,3/5,2/5,"체리, 꽃","파스타, 버섯, 치즈",Bourgogne Passe-Tout-Grains AOC(AOP),,,
빌플뢰르 보르도,Villefleur Bordeaux,https://www.wine21.com/13_search/wine_view.html?Idx=164121&lq=LIST,빌플뢰르  Villefleur,프랑스(France) / 보르도(Bordeaux),카베르네 소비뇽 (Cabernet Sauvignon) / 메를로 (Merlot),Bordeaux Red,,16~18 ℃,"갈비찜, 불고기, 소프트 치즈 등과 잘 어울린다.",나라셀라,1/5,3/5,4/5,3/5,체리,치즈,Bordeaux AOC(AOP),,,
플러스 나투라 블랑코,+ Natura Organic White,https://www.wine21.com/13_search/wine_view.html?Idx=164122&lq=LIST,보데가스 피놀드   Bodegas Pinord,스페인(Spain) / 페네데스(Penedes),자렐로 (Xarel.lo) 100%,,,10~12 ℃,"스시, 생선회, 해산물, 조개, 굴, 샐러드, 아시아음식, 동남아음식 등과 잘 어울린다.",더블유에스통상,1/5,4/5,3/5,1/5,"감귤, 열대과일, 아몬드","해산물, 샐러드",Penedès DO(DOP),,,"유기농 인증, 바이오다이나믹 인증"
레드 뱃,Red Bat,https://www.wine21.com/13_search/wine_view.html?Idx=164123&lq=LIST,보데가스 피놀드   Bodegas Pinord,스페인(Spain) / 까탈루냐(Cataluna) / 프리오랏(Priorat),그르나슈 (Grenache) / 메를로 (Merlot) / 카베르네 소비뇽 (Cabernet Sauvignon) / 시라/쉬라즈 (Syrah/Shiraz),Spanish Priorat Red,,15~17 ℃,"육류 캐서롤, 쓰시송, 살라미, 등심 스테이크, 구운 가금류 요리나 염소치즈 등 향이 강한 치즈와 잘 어울린다.",더블유에스통상,1/5,3/5,4/5,4/5,"블랙베리, 체리, 딸기, 크랜베리, 라스베리, 미네랄, 후추","까르파치오, 스테이크, 육류요리, 살라미, 오리고기, 훈제오리, 가금류, 치즈",Priorat DOCa(DOQ),*Korea Wine Challenge 2019 Silver,,"유기농 인증, 바이오다이나믹 인증"
"동 그레예, 레 떼흐 핀 엑스트라 브뤼 1er","Dhondt-Grellet, Les Terres Fines Extra Brut 1er Cru",https://www.wine21.com/13_search/wine_view.html?Idx=164124&lq=LIST,동 그레예  Dhondt-Grellet,프랑스(France) / 샹빠뉴(Champagne),샤르도네 (Chardonnay) 100%,French Champagne,,8~10 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",크리스탈와인,1/5,5/5,2/5,1/5,,"스시, 샐러드, 과일, 치즈, 디저트",,*Vinous 93점,,
"동 그레예, 레 노제 블랑 드 블랑 엑스트라 브뤼 프리미에 크뤼","Dhondt-Grellet, Les Nogers Blanc de Blancs Extra Brut 1er Cru",https://www.wine21.com/13_search/wine_view.html?Idx=164125&lq=LIST,동 그레예  Dhondt-Grellet,프랑스(France) / 샹빠뉴(Champagne),샤르도네 (Chardonnay) 100%,French Champagne,,8~10 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",크리스탈와인,1/5,5/5,2/5,1/5,,"스시, 샐러드, 과일, 치즈, 디저트",,,,
