생산지역,설명
테주Tejo,"리바테주(Ribatejo)는 포르투갈 북부의 와인 산지로 6개의 세부 산지를 두루 아우르는 명칭이다. 주정 강화에 사용되는 스피릿(고도주)을 주로 생산하는 지역이다. 최근 들어 투리가 나시오날과 같은 토착 품종과 더불어 카베르네 소비뇽, 메를로, 시라 등의 국제 품종 재배가 늘고 있다."
모레이-생-드니Morey-St-Denis,"모레이-생-드니(Morey-St-Denis)는 프랑스 부르고뉴 지역의 와인 산지다. 꼬뜨 드 뉘에 속하며, 샹볼-뮈지니와 쥬브레-샹베르땅을 접하고 있다."
배녹번Bannockburn,"배녹번(Bannockburn)은 뉴질랜드의 와인 산지다. 이곳은 센트럴 오타고 크롬웰의 외곽에 자리한 작은 마을로 피노 누아로 유명하다. 건조한 기후와 토양을 지녔고, 연교차가 크다. 이러한 요인 덕분에 생산량이 무척 적지만 그 품질은 매우 탁월하다고 평가한다. 근처 관광 도시인 퀸즈타운 덕분에 이 지역 와인이 빠르게 명성을 얻었다고 볼 수 있다."
메르퀴레Mercurey,메르퀴레(Mercurey)는 프랑스 부르고뉴 지역의 와인 산지다. 더 자세히는 꼬뜨 샬로네즈에 속한다. 포도원 규모는 650헥타르이며 석회암으로 형성된 구릉 지대에 자리한다. 메르퀴레는 대륙성 기후를 지니지만 온화하고 긴 여름과 건조한 가을을 지녀 훌륭한 생육 기간과 수확철을 보낸다. 유일한 위해 요소는 겨울 추위다.
체할렘 마운틴Chehalem Mountain,
크렘스탈Kremstal,"크렘스탈(Kremstal)은 오스트리아의 와인 산지다. 그 규모는 2,243헥타르이며, 지역은 와인 생산과 관련된 풍부한 전통와 유산을 지녔다. 북쪽 발트피어텔에서 불어오는 차고 습한 바람과 따뜻하고 건조한 파노니아 바람이 만난다."
슈타이어마르크Steiermark,슈타이어마르크(Steiermark)는 오스트리아 남동부의 와인 산지다. 슈타이어마르크는 '세계 최고 쇼비뇽 블랑 생산지'로 불리운다. 슈타이어마르크는 영어로 스티리아(Styria)로 불린다.
카르틀리Kartli,"카르틀리(Kartli)는 조지아(과거 그루지아)의 중요 와인 산지 중 하나이다. 조지아에서 유명한 와인 산지 중 하나로 사방이 산으로 둘러싸인 카르틀리는 극단적이고 다양한 기후 조건을 지녀, 섬세한 화이트, 레드, 스파클링 와인 생산에 이상적이다."
트렌티노-알토 아디제Trentino-Alto Adige,"트렌티노-알토 아디제(Trentino-Alto Adige)는 이탈리아에서 가장 북쪽에 위치한 와인 산지다. 트렌티노-알토아디제는 롬바르디아와 베네토 주 사이에 위치하며, 오스트리아와 국경을 접하고 있다. 트렌티노는 트렌토 지방에, 알토아디제는 볼자노 지방에 해당한다. 알프스성 기후라 겨울에는 매우 춥고 눈이 상당히 많이 내린다. 레드 와인에서 화이트 와인에 이르기까지 다양한 와인이 생산되며 품질 또한 매우 우수하다."
루더글렌Rutherglen,"루더글렌(Rutherglen)은 호주 빅토리아주 와인 산지다. 루더글렌은 빅토리아주 북동쪽에 위치하며, 달콤한 주정 강화 와인 산지로 세계적으로 유명하다. 샤르도네, 카베르네 소비뇽, 까리냥, 듀리프, 게뷔르츠트라미너, 뮈스캇, 세미용, 쉬라즈, 뮈스까델을 주로 재배한다. 뮈스캇 중 브라운 뮈스캇(Brown Muscat)은 배럴 숙성을 거치며 장기 숙성 잠재력이 뛰어난 주정 강화 와인이 된다.."
라차-레흐후미Racha-Lechkhumi,"라차-레흐후미(Racha-Lechkhumi)는 희귀한 포도품종을 재배하는 거로 유명한 와인 산지다. 대부분 포도밭은 리오니강 협곡 경사면에 위치하며, 기후가 매우 서늘해서 포도가 아주 천천히 숙성된다. 가장 많이 재배하는 품종은 출루키제 테트라(Tsulukidze Tetra)와 촐리코우리(Tsolikouri), 알렉산드로울리(Aleksandrouli)다. 추운 기후 때문에 포도는 아주 향기로우며, 드라이, 오프 드라이, 세미 스위트, 스위트까지 다양한"
말라가Malaga,말라가(Malaga)는 스페인 와인 산지의 지명이기도 하지만 와인명으로도 통용된다. 스페인의 가장 남쪽에 위치하고 있으며 셰리와 대적할만한 꽤 알려진 강화 와인을 만든다.
생-따무르Saint-Amour,생-따무르(Saint-Amour)는 프랑스 보졸레 지역의 와인 산지다. 이 지역 이름은 스위스에서 가까스로 탈출해 기독교로 개종한 뒤 이 지역에 수도원을 설립한 로마 군인의 이름을 따랐다. 훗날 그가 생-따무르 성인으로 추대됐다.
프랑 꼬뜨 드 보르도Francs Côtes de Bordeaux,프랑 꼬뜨 드 보르도(Francs Côtes de Bordeaux)은 프랑스 보르도에 속하는 와인 산지다. 포도밭은 보르도시 북동쪽으로 약 50km 떨어진 곳에 있으며 일르강과 도르돈뉴강 사이에서 지롱드 지방에서 가장 높은 언덕에 위치하고 있다.
꼬뜨 드 프로방스Côtes de Provence,"꼬뜨 드 프로방스(Côtes de Provence)는 프랑스 프로방스에 속하는 와인 산지다. 이곳 포도 재배자들은 항상 3가지 기준을 염두 해두고 꼼꼼하게 포도 품종을 선별하고 있다. 첫째, 떼루아와의 완벽한 조화를 이루는 지, 둘째, 포도밭의 특색을 최대한 살릴 수 있는지, 마지막으로는 와인을 구성하고 있는 서로 다른 요소들 즉 바디, 부케, 빛깔 이 완벽하게 균형을 이룰 수 있는 지이다."
오하우Ohau,"오하우(Ohau)는 뉴질랜드 북섬에 위치한 작은 와인 산지로, 와인 생산이 최근 주목받고 있는 지역이다. 이곳은 웰링턴(Wellington) 북쪽에 위치하며, 와인 산업이 상대적으로 신생이지만 그 잠재력이 매우 크다. 해안가와 가까워, 그로 인한 기후적 이점이 많은 지역이다. 비교적 작은 규모의 와인 생산지로, 집중적인 관리와 품질을 추구하는 소규모 와이너리가 많다."
머쥐Mudgee,
오크 놀 디스트릭트 오브 나파 밸리Oak Knoll District of Napa Valley,"오크놀(Oak Knoll District of Napa Valley)은 미국 캘리포니아 나파 밸리에 속하는 와인 산지다. 서늘하며 온화한 기후를 지니고 있다. 드라이 크릭이 만든 충적토가 주를 이루며, 북서쪽으로는 화산토양이, 남동쪽으로는 자갈과 점토가 섞인 이암으로 구성된다. 메를로, 샤르도네, 카베르네 소비뇽을 주로 키운다. 와인은 카시스와 담배, 스파이스 풍미를 지녀 보르도 스타일에 가깝다."
발레 다오스타Valle d'Aosta,"발레 다오스타(Valle d'Aosta)는 알프스 근처 북부 이탈리아에 위치한 와인 산지로, 국내에는 아직 잘 알려져 있지 않은 지역이다."
알파인 밸리스Alpine Valleys,"알파인 밸리스(Alpine Valleys)는 호주 빅토리아주에 속하는 와인 산지다. 이 지역은 아름다운 풍광, 품질 좋은 레드 와인, 바삭한 산미를 지닌 화이트 와인, 많은 델리샵과 레스토랑이 있는 멋진 곳이다."
앗자라Adjara,"앗자라(Adjara)는 남서쪽 모퉁이에 위치해있다. 'Lesser Caucasus Mountains'의 끝자락 근처에, Black Sea 해안에 위치해있다. Guria지역의 북쪽에 맞닿아있고, 동쪽으로는 Samtskhe-Javakheti, 남쪽으로는 터키와 인접해있다. 앗자라는 해안에 따라 위치해있기 때문에 습하고 비 내리는 날씨가 길다. 봄과 여름에는 충분한 햇빛이 든다. 앗자라는 조지아와 Caucasus에서 가장 많은 강수량을 갖는다."
스위스Switzerland,"스위스(Switzerland)는 15,000헥타르의 적은 포도원을 지닌 와인 생산국이다. 하지만 다른 유럽 산지들처럼 로마 시대로 거슬러 오르는 긴 와인 생산 역사를 지니고 있다. 콜로니아 줄리아 에케스트리스(Colonia Julia Equestris)와 옥토두럼(Octodurum)에서 포도를 재배해왔다."
구리아-사메그렐로Guria-Samegrelo,"구리아-사메그렐로(Guria-Samegrelo)는 조지아에서 오래된 와인 생산지 중 하나다. 조지아의 북서부에 위치하고 있다. 해안가로 갈수록 땅이 낮아지는 형상이다. 'Lesser Cancasus Mountains'는 남동쪽에 장애물을 형성하고 있고, 서쪽으로는 Black Sea가 위치해있다. Samegrelo는 조지아 서쪽에 위치한 역사적인 지방이다. 영어로는 Mingrelia라고도 알려져있다."
힐탑스Hilltops,"힐탑스(Hilltops)는 호주의 뉴 사우스 웨일즈에 위치한 와인 산지다. 이 지역은 와인 이전에 호주에서 '체리의 수도'로 알려질 정도로 체리 재배가 유명한 지역이다. 19세기 크로아티아 이민자들에 의해 발전하기 시작했고, 1975년 피터 로버트슨(Peter Robertson)이 포도원을 개척했다."
스완 디스트릭Swan District,"스완 디스트릭트(Swan District)는 오스트레일리아의 서부에 위치한 와인 산지로, 퍼스(Perth)에서 북동쪽으로 약 25km 떨어져 있다. 이 지역은 서호주의 가장 오래된 와인 생산지로, 1829년에 처음으로 포도나무가 심어졌다."
지오그래프Geographe,"지오그래프(Geographe)는 서호주의 와인 산지로, 퍼스에서 2시간 떨어진 곳에 위치하며, 서호주에서 가장 빠르게 성장 중인 와인 산지다. 지오그래프만을 품은 듯한 형태로 포도원이 분포되어있고, 해풍이 불어와 길고 안정적인 포도 숙성 기간을 갖는다."
툼바룸바Tumbarumba,"툼바룸바(Tumbarumba)는 호주의 뉴 사우스 웨일즈 에 위치한 와인 산지다. 이곳은 '호주의 알프스'로 불리는 눈덮인 산 코시우스코(Kosciusko)에 위치한다. 추운 기후를 지녀 피노 누아, 샤르도네를 재배해 스파클링 와인을 생산한다."
마운트 갬비어Mount Gambier,
캥거루 아일랜드Kangaroo Island,"캥거루 아일랜드(Kangaroo Island)는 호주의 와인 산지다. 이곳은 여행객들의 발길이 잦은 관광지로 전형적인 해양성 기후에서 샤르도네, ㅏ베르네 소비뇽, 쉬라즈를 생산하고 있다."
리베리나Riverina,리베리나(Riverina)는 호주의 뉴 사우스 웨일즈에 위치한 와인 산지다. 호주 와인의 1/10을 생산하는 대규모 와인 생산 단지로 강우량은 비교적 적으나 관개 시절이 잘 되어 있어 머럼비지 관개(Murrumbidgee Irrigation)로도 유명하다. 화이트 와인의 생산 비율이 70%를 차지하며 이 지역의 와인은 대부분 내수용으로 판매되고 있다.
서던 하일랜즈Southern Highlands,"서던 하일랜즈(Southern Highlands)는 호주의 뉴 사우스 웨일즈 에 위치한 와인 산지다. 이곳은 그레이트 디바이딩 레인지에 속하며 포도원의 평균 해발 고도는 700m 수준으로 서늘하고 습기가 있는 편이다. 주품종은 샤르도네, 리슬링, 소비뇽 블랑, 카베르네 소비뇽 등이 있다."
그램피언스Grampians,"그램피언스(Grampians)는 호주 빅토리아주에 위치한 오래된 와인 산지이다. 이 지역은 독특한 기후와 토양 조건으로 유명하다. 빅토리아주의 서쪽에 위치해 있으며, 험준한 산맥과 자연 보호 구역으로 둘러싸여 있는 지역이다. 이곳은 와인 생산지로서의 역사가 깊으며, 1860년대부터 와인 생산이 시작된 곳이다. 그람피언스의 와이너리는 주로 작은 규모로 운영되며, 고품질의 와인을 소량 생산하는 것이 특징이다."
벤디고Bendigo,"벤디고(Bendigo)는 호주 빅토리아에 위치한 와인 생산 지역이다. 19세기 골드 마이너들이 이 지역에 정착하고 와인 수요를 충족시키기 위해 포도원을 설립하였고, 19세기 말에는 전 유럽을 휩쓸었던 필록세라의 피해를 입었던 지역으로 단위 면적당 비교적 수확량이 적다. 이후 프리미엄 와인 생산 지역으로 인식되기 시작한 것은 20세기 후반에 이르러서였다."
브루이Brouilly,"브루이(Brouilly)는 프랑스 보졸레 지역에 속하는 와인 산지다. 브루이는 보졸레의 10개의 크뤼 지역 중 가장 큰 규모를 자랑하며 가장 남쪽에 위치한다. 포도원 규모는 1200 헥타르로 대부분의 토양이 화강암이다. 브루이 와인은 과실향이 풍부하며, 둥글고, 적당한 탄닌과 흙내음이 살짝 스친다."
워싱턴Washington State,"워싱턴주는 미국에서 두 번째로 큰 와인 산지다. 1825년 처음 포도나무가 식재된 이래 현재까지 약 25,000 ha에 이르는 넓은 포도밭이 생겨났다. 1,000개가 넘는 와이너리에서 70여 품종을 사용해 다양한 스타일의 와인을 만든다. 생산량뿐만 아니라 품질 또한 훌륭하다."
아틀라스 피크Atlas Peak,"아틀라스 피크(Atlas Peak)는 미국 캘리포니아 나파 밸리에서 고지대에 위치한 유명한 와인 산지 중 하나이다. 이 지역은 나파 밸리의 동쪽에 위치하며, 산악 지형과 고도 덕분에 독특한 기후와 토양 조건을 제공한다. 해발 약 240~790미터의 고지대에 자리하고 있어 일조량이 많고, 구름이 형성되기 전 깨끗한 햇빛을 받을 수 있다."
보든 랜치Borden Ranch,
깁스톤 밸리Gibbston Valley,"깁스톤 밸리(Gibbston Valley)는 ""와인을 위한 계곡"" 이라 불리는 와인 산지로 센트럴 오타고에 위치한다. 포도원은 편암으로 된 산과 자갈로 된 카와라우 강 협곡에 샌드위치처럼 껴있다. 고도가 높아 추운 겨울, 뜨겁고 건조한 여름, 일교차가 큰 기후를 갖는다. 재배되는 포도의 70%이상이 피노 누아이며, 샤르도네, 피노 그리, 리슬링, 소비뇽 블랑을 주로 재배한다."
다이아몬드 마운틴 디스트릭트Diamond Mountain District,"다이아몬드 마운틴 디스트릭트(Diamond Mountain District)는 캘리포니아 나파 밸리 북쪽에 위치한 소규모 AVA(Appellation d'Origine Contrôlée)로, 해발 120~550미터의 고도에서 자라는 포도밭으로 구성되어 있어 독특한 지리적, 기후적 특성을 갖고 있다."
보Vaud,"보(Vaud)는 스위스의 와인 생산지다. 스위스에서 두 번째로 큰 면적을 지니며, 제네바 호수와 뉘샤텔 호수의 중간 지점에서 발달 되었다. 샤블레(Chablais), 몽뢰(Montreux)부터 로잔 동쪽, 로잔 서쪽부터 제네바 동쪽 그리고 최북단에 이르는 4개의 주요 와인 산지로 세분이 되며 역시 샤슬라(Chasselas)가 주 생산 품종이다."
까디약 꼬뜨 드 보르도Cadillac Cotes de Bordeaux,
초크 힐Chalk Hill,"초크 힐은 미국 캘리포니아 소노마 카운티에 속하는 와인산지다. 러시안 리버 밸리안에 하며, 샤르도네와 소비뇽 블랑을 주로 재배한다."
